,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000408.SZ,X300037.SZ,X000629.SZ,X000932.SZ,X600219.SH,X002409.SZ,X600995.SH,X600612.SH,X002080.SZ,X600688.SH,X600096.SH,X000723.SZ,X600378.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.62112119554736,0,0,0,0,-0.0560331395003303,0,0,0,0,0,0,0.150432735130743,0,0,-0.123210197501287,0,0,0,-0.0280044415132922,0,0,0,0,0,0,0,0,0,0,-0.0841375437158547,0,0,0.111460540668859,0,0,0,0,0,0,0,0,0.360013008594902,0.00867635338943406,0,0,0.0219263943466385,0,0,0,0.0365809656024727,0,0,0,0,0,0,0
X600028.SH,0.740730662964683,0,0,0,0,0,0,0.0834009069153464,0,0.0198031685185446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111257374426976,0,0,-0.121486973956041,0,-0.0035935465485725,0,-0.0906570717500895,0,0,0,-0.0518701315463826,0,0,-0.0146065869773831,0,0,0,0,0,0,0.0166456982666936,0,0,0,0,0,0,0
X601088.SH,0.049332514408046,0,0,0,0,0.233860452648421,0,0,0,0,0,0,0,0.0928346862444175,0,0,0.0988561733006463,0,0,0,0,0.0817691729001429,0,0,0,0,0.0179719577549885,0,0.0449110807900306,0,0,0,0.0495243224736937,0,-0.00822142857011601,-0.128841040213022,0,0,0,0,0,0.0417310806561937,0,0,0,0,0,0,0,0,0,-0.0249215223171669,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.136620633377186,0,0,0,0,0.0119465925038445,0,0,0,0,0,0,0,0,0,0,-0.163934863172458,0.224475522675124,0,0,-0.0154703215724127,0,0,0,0.163062273796697,0,0,0,0,0,0.0219146916464841,0,0,0,0,0.015025728498526,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.121320919557736,0,0,-0.12711610081148,0,0,0,0,0,0,0.0908469418209803,0,0,0,0,0,0,0,0,0.62087600383846,0.396508836999843,0,0.0177562520998229,0,0.241174569272701,0,0,0,-0.0849409338440894,-0.0115108855693856,-0.0709651154491968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135469862686811,0,0,0,0,0,0,0
X600188.SH,0,0,0.187332944326384,0,0,0,0.0437687257200045,0,0,0.184353929520697,0,0,0,0.376380750519604,0,-0.133332609712052,0,0,0.152011158380143,0,0,0.0221370174530044,0,0,0,-0.00739248065025673,0,0,0,-0.413394262620324,0.4225458478207,0,0.0471405114202265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100257668809588,0,0,0,0,0,-0.17215576562005,0,0,0,0,0,0
X600019.SH,0,0.0326692133314802,0,0,0,0.0275294803539679,0,0.0648364423891739,0,0.00677050627455673,0,0,0,0.115805073729806,0,0,0,0,0,0,0,0.0844948870642173,0,0,0,0,0,0,0,0,0.0682639918361488,0,0.0732031684171575,0,0,0,0,-0.144314628913743,0,0,0,0,0,-0.0528640301928794,0,0,0,0,0,0.140471767212476,0,0.0449965307669228,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0150643472186234,0,0.0929968997177759,0,0,0,0,0.0166143356506884,0,0,0,0,0,0,0,0,0,0.10136495148189,0,0,0,0,0,0,0,0,0,0.163386190111598,0,0,0,0,0.0613101536951632,0,0.0612774197177955,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205393287707264,-0.0702478457382732,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.518402609902971,0.0251908929796208,0,0,0,0,0,0,0,0.148939671280829,0,0,0,0,0,0,0,0,-0.0585530649617827,0,0,0,0,0.0460085001892202,0,0.171161486154598,0,0.05512901214873,0.0093784138388323,0,0,0,-0.00965017160721909,0,0,0,0,0,0,0.243677731249407,0.0218610843375305,0,0,0,0,0,0,0
X601898.SH,0.118089329518585,0,0.0362605318495646,0,0,0.264819559384775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232767137106909,0,0,0,-0.0483825067344635,0,0,0.0426052673837238,0,0.298963795571118,0,0,0.103068878490098,0,-0.102477492563783,0,-0.0727968361512777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503033893886133,0.02010138170411,0,0,0,0,0,0
