,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X600660.SH,X601991.SH,X600188.SH,X601992.SH,X600886.SH,X600157.SH,X600027.SH,X600111.SH,X600339.SH,X600489.SH,X002466.SZ,X000898.SZ,X000709.SZ,X600299.SH,X000959.SZ,X601158.SH,X000792.SZ,X000408.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002460.SZ,X000983.SZ,X000539.SZ,X002092.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X600578.SH,X601699.SH,X600098.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.273561730242098,0.00487121887418417,0.0487440778520698,0.0778773749939935,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183554326705575,0,0,0,0,0,0,0,0,0,0,0,-0.0515830179367961,0,0,-0.00989652978724081,0.026439245039068,0,0,0,0,0.0565512372735663,0,-0.0175489497078222,-0.00699967456412361,0.00172740827572254,0,0,0,0,0,0
X600028.SH,0.0601287159247815,0,0,0,0.0256116854005957,0,0,0,0.0659108220330106,0,0.211523127419369,0,0,0.0942786516699999,0,0,0,0,0.0415257462071324,0,0,0,0,0.0119140286164166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411216048853739,0,0,0,-0.037286068716652,0.0461496466209764,0,0,0,0,0,0,0,0.00987407602356051,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.172959238745723,0,0.0710331734770794,0,0,0,0,0,0,0,0,0,0.0360557628384011,0,0,0,0,0,0.00164028399942906,0,0,0.120217509241552,0.0472013598406669,0,0,0,0,0,0,0,0,0,0,0,0.065790878475032,0,0,0,0,0,0,0.0844177591260069,0,0,0,-0.00860101295162656,0.0024713539820112,0,0,0,0,0,0
X600019.SH,0,0,0.164182912012454,0,0,0,0.468172013784542,0,0,0,-0.218433841283245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197371124296483,0,0,0,0,0,0,0,0,0,0,0,-0.070095890295579,0,0,-0.128369397807912,0,0,0,0,0,0.0185925277895997,-0.0310016862653601,0.172363036539191,0.0235528071243555,-0.0222709793622975,0.105029817046445,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.273585272514458,0,0,0,0.012681460356553,0.0887658599783921,0,0,0.140729323656633,0.208981762294902,0,0,0,0,0,0,0,0,0,0,-0.143161293792326,0,0,-0.387934784035226,0,0,0,0,0,0.0297993246588534,0,0,0,0,-0.145564233875531,0,0,0,0,0,0,0.0113338330921664,-0.0041941366713309,0,0,0,0,0,0
X600011.SH,0,0,0.0742760738326687,0,0.026731819063442,0,0,0,-0.00430450662986743,0,0,-0.265771268422787,0,0.0255641848603467,0.0920824685391035,0,0,0,0,0,0,0.109904281978917,0,0,-0.0182657348187733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00632535646561074,0,0,0,0,0.0575465809471967,0,0,0,0,0,0,0.055739294689377,-0.022818644070565,0,0,0,0,0,0
X600010.SH,0,0,0,0.0101348579476646,0,0,0,0,0,0.035043491627732,0,0,0,0,0,0.00410621501109947,0.114173588284364,0,0,0,0,0,0,0,0,0,0.259126042874434,0,0.0670155732663363,0,0,0,0,0,0,0,0,0,0,0.0254906479152334,0,0.086127102359956,0,0.000593552135436112,0,0,0,0,0,0,-0.0116044924242872,-0.00291613597985743,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614940665230344,0,0,0,0,0,0,0,0,0,0.053945959276546,0,0,0,0,0,0,0,0,0,0.274505368775018,0.0425780272259283,0,0,0,0,0.240475834115291,0,0,0,0,0,0,0,0.0448123470988393,0,0,-0.00215067726812836,-0.000516759556214,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038182942687915,0,0,0,0,0,0,0,0,0,0,0,0,0.106268295798345,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368723312700357,0,0,0,0,0,0,0,0.0986326813173453,-0.010509798107922,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0295698818521001,0,0,0,0,0,0,0,0,0.0880084630207044,0,0,0,0.102210025983229,0,0,0,0,0,-0.0313347989922705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503038643947899,0,0,0,0,-0.0748414685854999,-0.0179747520169906,0,0,0,0,0.119645210825764,0,0.00434505882207413,-0.0100585263249547,0,0,0,0,0,0
