,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600157.SH,X601992.SH,X600623.SH,X600111.SH,X600299.SH,X600547.SH,X601158.SH,X600660.SH,X002466.SZ,X000709.SZ,X000792.SZ,X600489.SH,X000539.SZ,X600583.SH,X000898.SZ,X600309.SH,X600352.SH,X000883.SZ,X000027.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000983.SZ,X000629.SZ,X000060.SZ,X000630.SZ,X601699.SH,X600578.SH,X002470.SZ,X300072.SZ,X600098.SH,X000012.SZ,X600176.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0382472089606075,0,0,0.0210809354465212,0,0,0,0,0,0,0,0.0377399668452589,0,0.223207812449085,0,0,0,0,0,0,0.0490691570865651,0,0,0.0364681783328512,0.0418437912061899,0,0,0,0.0374847331276705,0,0,0,0,0.0280256506354137,0,0,0,0,0,0,0.0178796189686688,0,0,0,0,0,0.00672163262159373,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0420027185835269,0.0166823734259312,0,0,0,0.015901432060907,0,0,0,0,0,0.0495976228885339,0,0,0,0,0,0,0,0,0,0.0385860020942534,0,0,0,0,0,0,0,0,0,0.0444898120417415,0.0295220309907979,0,0.084100825017293,0,0,0,0.0826737575124594,0.0397152459693619,0,0,0,0,0.0280397093992411,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.314555086691481,0,0,0,0,0,0.050754651679218,0,0.261864204378705,0,0.0399077934260504,0,0,0,0,0,0,0,0,0,0,0,0.107187762657036,0,0,0,0,0,0,0,0,0,0.0305813895423426,0,0.0566397391668608,0,0,0,0,0.0262310130083691,0,0,0,0,-0.0279635122479227,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0553545522589287,0.00899567697702194,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.123988268349167,0.0238367035060194,0,0,0,0,0,0,0,0.0912434913173123,0,0,0,0,0.0016161747073421,0,0,0,0,0,0,0.0672380150135544,0.0494146816619455,0,0.11560553446608,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0442779012518781,0,0,0,0,0,0,0,0,0,0,0,0.0604752194481382,0,0,0,0,0,0.133986931362094,0,0,0,0,0,0,0,0,0,0,0.104545571492241,0.0651674314758963,0,0.104897003205415,0.14242230814554,0.193103737734866,0,0,0.00639347320840229,0,0.017674220207188,0,0,0.0551947592603365,0,-0.0153836929729524,-0.00447312991690631,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34542618924972,0,0,0,0,0,0.0792791770273168,0,0.0784419180810361,0,0.124165101122426,0,0,0,0,0,0,0,0,0.346119848617586,0,0,-0.0217487127095131,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0291869251598224,0,0,0,0,0,0,0,0.00075828888458501,0.0744936353768003,0,0,0,0,0,0,0,0.00834593356485731,0,0,0,0,0.0622075059267092,0,0.0625162286682427,0,0,0,0.0519907478976311,0,0,0,0,0,0,0,0,0,0,0.064732431578419,0.0860544302715012,0.2405082161356,0,-0.0115982809795546,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.100982212712194,0,0,0,0,0,0.0854778704735986,0,0,0,0,0,0,0,0,0,0.0103989667019084,0,0.0493390601504935,0,0,0,0,0,0,0,0.121873473428871,0,0,0.146910079755967,0,0,0.0351421797840816,0,0,0,0,0,0,0,0.0809080609145246,0.225854163009865,0,0,-0.0391795535975613,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157048101334584,0,0,0.00889488482905683,0,0,0.0191683964078452,0.214246719412572,0,0,0,0,0,0.0133191290242105,0,0,0,0.200638811156638,0,0,0,0,0,0,0,0,0.112465137215339,0.0428925634816642,0,0,0,0,0,0,0.184701691482431,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.29844657027155,0,0,0,0,0,0,0,0,0,0,0,0.0161313015187009,0.0343269178758266,0,0,0,0.00138149788724494,0,0,0,0,0,0,0,0,0,0,0.0851095857765119,0.138465681857564,0.0181598945089653,0,0.168207073621286,0,0,0,0,0,0.0311406526112531,0.00162513539566607,0,0,0,0,0.00741353334182172,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.112762921256515,0,0,0,0,0,0,0,0,0,0,0,0.200030943248621,0,0,0,0.0342236711702966,0,0,0,0.01342997509183,0,0,0,0,0,0,0,0,0,0,0,0.0393922065271239,0,0,0.0654325058927189,0.00710079447102008,0,0,0,0,0,0.175516320858752,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891146806724428,0,0,0,0,0,0,0,0,0,0,0,0.233984675106936,0,0,0,0.0396242015747877,0,0.0439155781498089,0,0,0.0959524335053734,0,0.0658902071370714,0.00884421045653635,0,0,0,0,0,0.173966720266068,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0331002805704986,0.00756644336743616,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0521678388801919,0.105762887135533,0,0.030243092386647,0,0.171919336614454,0,0,0,0.0174611484320262,0.0512897330995096,0.136800025201967,0,0,0,0,0,0.157505414119266,0.0193516462817571,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.213509621109491,0,0,0,0,0,0,0,0,0,0,0,0.0873099524891425,0,0,0,0,0,0.216105439419475,0,0,0,0,0,0,0,0,0,0.0907498838361888,0,0,0,0.00183587246559509,0,0.322677741272683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0880839542089093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480237318733845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119180628430026,0,0,0.00760220468253732,0,0,0,0,0,0,0.14073858660808,0.310219419131332,0,0,-0.0604671199192222,0,0,0,0,0,0,0
