,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X000877.SZ,X002271.SZ,X002466.SZ,X600547.SH,X600010.SH,X601600.SH,X600011.SH,X000708.SZ,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000786.SZ,X000723.SZ,X000983.SZ,X600803.SH,X600096.SH,X601699.SH,X000408.SZ,X600219.SH,X600795.SH,X000807.SZ,X000630.SZ,X600295.SH,X600801.SH,X000932.SZ,X601991.SH,X600141.SH,X600489.SH,X600985.SH,X000825.SZ,X600486.SH,X000959.SZ,X002353.SZ,X002080.SZ,X600688.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153162467025805,0,0,0,0,0,0,0.0305189510626188,0,0.166798538667617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700028508142078,0.148250975544109,0,0,0.0895650392441607,0,0,0.0246228539128683,0,0,0,0,0.0930747354710153,0,0,0.0329185209474467,-0.0445946872619007,0,0,0,0,0,0
X601088.SH,0.0615611760950966,0,0,0,0,0.0450490318284458,0,0,0,0,0.20717290317443,0,0,0,0,0,0,0,0,-0.0314389713144431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391065069967788,0,0,0,0,-0.0284624051082696,0,0,0,0,0.0198893969747818,0,0,0,0.0674603569774227,0,0
X600028.SH,0.0915780542274475,0,0,0,0,0.00487877194732948,0,0,0,-0.031801151766958,0.0699608600953769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049405074106394,0,0,0,0,0,0,0.000771282382892192,0.0343002915864728,0,0,0,0,0,0,0,0,0,0,0,0,0.255530281292598,0,0,-0.0109794035513462,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0497538501965308,0,0,0,0,0,0.187765346074875,0,0.188848223867633,0,0,0,0,0,0,0,0.0138306092240936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486533682479075,0.0431662456298134,0.0772508565036994,0,0,0,0,0,0.00718528359528556,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987697524792215,0.00111462479442006,0,0,0,0,0,0,0,0.00760962756154009,0,0,0.447772806637182,0,0,0,0,0,0.0161406784536133,0,0,0,0,0.00899226254587192,0,0,0,-0.00144631330315948,0,0,0,0,0,0
X600188.SH,0,0.296408055737429,0,0,0,0,0.0959580288190965,0,0,0,-0.216172801856889,0,0,0,0,0,0,0.0351247110375818,0,0,0,0,0,0,0,0,0,0.38140772423468,0,0,0,0,0,0,0,0,0.0490609905707416,0,0,0,0,0,0.188163053317213,0,0.143541988922837,0,0,0,0,0,0,-1.73472347597681e-18,0.0390385818267256,0,0,0,-0.00504359667813542,0,0
X002460.SZ,0,-0.0745188620038884,0,0,0,0,0,0.0943820446440068,-0.0712041395156643,0.316844229619346,0,0,0,0.503961957739243,0,0,0,0,0,0,0,0,-0.172223164313459,0,0,0,0,0,0,0,0,0,0,0,0,0.128808836180397,0,0,0,0,0,0,0,-0.146967887924055,0,0,0,0.0715550565287399,0,0,0.133340584677055,-0.019187797431343,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0224514167918385,0,0,0,0.229345801112899,0,0,0,0.208489562526472,0,0,0,0,0,-0.0500910077128109,0,0,0,0,0,0,0.266130650637353,0,0,0.228918119980783,0,0,0.141767112616653,0,0,0,0,0,0,0,0.105954740280369,0,0,-0.311217546172237,0,0,0,0,0,0,-0.000168137554226756,-0.0271810877433958,0,0,0,0,-0.0545040678090077,0,0
X600019.SH,0,0,0,0,0.122384576465332,0,0,0,0,0,0.0380503603406849,0,0,0,0,0,0,0.172233746338255,0,0,0,0,0,0,0,0.0575422066555093,0,0,0,0,0,0,0,0,0,0,0.0511687411021774,0.0621766467264862,0.253469447667366,0,0,0,0,0.0569006274720815,0,0,0,0,0,0,0,0,-0.00360964525745331,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.334645197851094,0,0,0,0,0.0139128412287555,0,0,0,0.129996915344781,0.201142725599852,0,0,0,0.163832620280756,0,0,0,0,0,0.0911526908225821,0,0,0,0,0,0,0,0.0262730197514437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590978130891183,0,0,0,0,0,0,0
X601898.SH,0,0.0448438443460838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181603807295254,0,0,0.061216040210637,0,0,0,0.119896098741836,-4.33680868994202e-19,0.0584641133017306,0,0,0,0,0,0.287583152968808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,-0.0256015295399061,0,0,0,0,0,0,0,0,0.0306527048567886,0,0,0,-0.0404615512396258,-0.0246816347623101,0,0,0,0.0351645133408919,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.116728724554992,0,0.0180146350186516,0,0,0,0,0,0,0,0.56441793561289,0.0464154916042802,0.020049293051736,0,0,0,0,0.0792908026801018,0,0,0,0,0,0,0.00838303405093457,0.017141713765928,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.129296569311787,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.546527702383169,0.424465526835096,0,0,0,-0.0188814893572862,0,0,0,0,0,-0.0638410020679903,0,0,0,0.0928940223761569,-0.0887308782762903,0.093772318167706,0.219373173371618,0,0,0,-0.147996866490479,0,0,0,0,0,0.0292712824218465,0,0,0,0,0,0
X002466.SZ,-0.332807967628927,0,0,0,0,0,0.856875091470197,0,0,0,0,-0.13204633891005,0.0333049951716428,0,0,0,0.0356494310529735,0.066007801010793,0,0,0,0,0,0,0,0,0,0,0,0,0.0886642166693946,0.0514679489409146,0,0,0,0,0,0,0,0,0.0208076264984659,0,0,0,0,0,0,0,0,0,0,0.0930712677539166,-0.0922081795037306,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0119084700841439,0,-0.0243601944733854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06852416840874,-0.036133799712467,0,0,0,0,0,0,0,0,0,0,0.805642897425475,0,0,0,0,0,0,0,-0.0276348817976087,-0.0290719083705579,-0.0518148202693973,0,0,0,0,0.0160924872695134,0,0
