,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X000408.SZ,X600219.SH,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X002353.SZ,X600688.SH,X600352.SH,X000825.SZ,X600027.SH,X000932.SZ,X000630.SZ,X300073.SZ,X600489.SH,X600157.SH,X000959.SZ,X000960.SZ,X600516.SH,X600486.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0.180531740858067,0,0,0.133770730920142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118536076664156,0,0,0,0,0,0.0637293846253633,0.0111434700066889,0,0.132738064362312,0,0.0479300185859882,0,0,0,0,0,0,0,0.00702119878050425,0,0,0,0,0,0,0,0,0,0.0480475023613133,0,0
X600028.SH,0.154503042259955,0,0.0449636183692535,0,0,0,0,-0.0547656921558381,0,0.0455966642001367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136086115153983,0.062271319142496,0,0.0505112307987959,0,0,0,0,0.0306202101839488,-0.0313123132583051,0,0,0,0,0,0,0,0,-0.00325802457992487,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.152505395785656,0,0.0545773622375141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198858238331861,0,-0.00566835904639429,0,0,-0.0358628720820396,0,0,-4.33680868994202e-19,0,0,0.0751331647457455,0,0,0,0,-0.0384589558553813,0,0,0,0,0,0,0,0,0,-0.00769561900478544,0,0,0,0,0.0315427510565084,0,0
X600309.SH,0.00655828766633578,0,0,0,0,0,0,0,0,0.00820480690487806,0,0,0,0.0851860190300184,0,0,0,0.0927613638449302,0,0,0,0,0,0,0,0,0,0,0,0.155385343598498,0,0.0103583917730573,0,0,0,0,0.0293036099697106,0,0.014612063052625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104274708634447,0,0,0,0,0,0
X600585.SH,0,0,-0.0144489843238138,0,0,0,0,0,0,0,0,0,0.198087584485885,0,0,0,0.0300021153858703,0,0,0,0,0,0,0,0.0172893202542906,0.00295710869882602,0.102327228551399,0,0,0,0,0,0,0,0.38983898528453,0,0,0,0.00460801939933171,0,0,0,0,0,0,0.043184353897617,0,0,0,0,0,-0.00725125212444299,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.108466542647525,0,0,0.363764281561796,-0.00956843781309219,0,0.0564787305890611,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.234651266962686,0,0,0.0113102854537418,0,0,0.20614839264384,0,0,0.00629681954532472,0,0,0,0,0,0,0,0.279272452453098,0,0,0,0,0,0,0.09199617761074,0,0,-0.00779899184239184,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.141278949099617,-6.93889390390723e-18,0,0.394740943035447,-0.0586006605565939,0,0,0,0,0,0.198865498943448,0,0,0,0,0,0,0,0.183257216614361,0,0,0,0,0,0,0,0,0,0,0,0,-0.44486304912966,0,0,-0.0110497323885523,0,0,0,0,0,0,0,0,0,0.0362808013107479,0,0,0,0,0.0328302156784662,0,0
X600111.SH,0,0,0,0,0,0.0502163491366681,0.0694835921770455,0,0,0.0170295527591761,0.158122939693408,0,0,0,0,0.191046801478291,0.15581994283838,0,0,0,0,0,0,0,0,0.0478026715559133,0,0,0,0,0,0,0,0.0983081536853129,0,0,0.0291362569360655,0,0,0,0,0,0,0,0,0,0.0385686226595385,0,0,0.085740984484545,0,0.00369612299498225,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810657710517722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216065223266838,0,0,0,0.0253655993479119,0.0622649088412183,0.0877087871400981,0,-0.0140963242466195,0,0,0.1723066484316,0.14709473839623,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.140207605676214,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199571199686518,0,0,0,0.570529685273402,0,0.403416977381616,0,0,0.0377967835826837,0,0,0,0.360496534928005,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,6.93889390390723e-18,0,0,0.140567124690044,0,0,0.0160641990719033,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.372144526660949,0,0,0,0,0,-0.112504799389276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333545085757309,0,0,0,0,0,0,-0.224189782395118,0,0,0,0,-0.064318190692176,0,0,0.239538608817994,0,0,0,0.136443115606994,0,0,0,0,0.0463681678384791,-0.0452895871114034,0,0,0,0.0220454250468791,0,0
X600011.SH,0,0,0,0,0,0,0,0.239603138905495,0,0,0,0,0,0,0,0,0,0.0559293256525668,0.0231514459966613,0,0,0,0.205415990972611,0,0,0.078109142972441,0,0,0,0,0.0191631450756983,0,0,0,0,0,0,0,0,0.621033549855484,0,0,0,0,0,0,0,0,0,0,0,0.019961758240043,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0810002330458899,0,0,0,0,0,0,0.0318467924536179,0,0.130167569502263,0,0,0.0702581111959924,0,0,0,0,0,0,0,0,-0.00525523156939179,0,0,0,0,0.0803895754523254,0,0,0,0.324368736863509,0,0,0,0,0,0,0,0,0,0,0,-0.162167435061608,0,0,0.18739154648369,0,-0.00403933477525242,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0120648062965631,0,0.0413437303183477,0,0,0,0,0,0.0115143382229722,0,0,0,0,-0.0925289906788457,0,0,0,0,0,0.256300926380179,0.110512749411604,0,0,0.653749852764557,0,0,0,0,0,0,-0.0396239795164866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.151658711428227,0,0,0,-0.0433335788056369,-0.0234115372764062,-0.0496863488610295,0,0,0,0,0,0.0515879487548749,0,0,0,0,0,0.312808186107134,0,0,0,-0.226478572450791,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405408069130617,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0450643375163317,-0.0284063883584457,0,0,0,0,0,0,0
X000708.SZ,0.00265163137955184,0,0.054389225674457,0,0,0,0,0.0944610230745979,0,0.109695300242343,0,0,0,0.0663072636965934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692139855691348,0,0,-0.00942430394017292,0,0,0.136771521508606,0,0,0,0.0121995102947262,0,0,0.00417328719021014,0,0,0,0.00827524979469771,0,0,0,0,0,-0.0504455849743832,0,0,0,0,-0.0512023521497721,0,0
X600010.SH,0,0,0,0,0,0,0.00210322382877025,0.0749358893120477,0,0,0,0,0.227624461132329,0,0,0,0,0,0.0279280193168634,0,4.33680868994202e-19,0,0,0,0,0,0,0.0469793431728474,0,-0.0611225864066354,0,0,0,0.153295324478763,0,0,0,0,0.180654251667144,0,0,0,0,0,0,0,0,0,0,0,0,0.0310411116001299,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0551788615683063,0,0.0682646367622441,0,-0.0165218874390588,0.10047466462993,0.274577429234656,0.0688461687810573,0,0,0,0,0,0,0,0,0,-0.130817928644663,-0.0333789772805757,0.625932184092344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00336647716323445,0,0,0,0,0.0589412835944079,0,0,0,-0.022009180724846,0,0
X601600.SH,0,0,0,0,0,0,0,0.0110218645656482,0,0,0,0,0,0,0,0,0.139769919601729,0.133520460517831,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.46308566199037,0,0,0,0,0,0,0,0,0.00920649007915421,0,0,0,0,0.116556449235246,0,0.0325579807281171,0,0.018778332334748,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00428223293469732,0,0,0,0,0,0,-0.104695971452483,0.0129287758116263,0,0.0393746954119882,0,0,-0.0384355665543704,0,0,-0.0150287511640485,0,0,0,0,0,0,0,0,-0.0189824189828727,0,0,0,0,0,0,0,1.00137297354012,0,0,0,0,0,0,0,0.00396696442764318,0,0,0,0,-0.0158588403532869,0,0
X601898.SH,0,0,0.149798741266772,0,0,0,0,0,0,0.135817969589119,0,0,0,0,-0.00333090804116922,0,0,0,0.00719476111760683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907260367120645,0,0,0.0647576189190856,0,0,0,0.0304613027560111,0,0,0,0,0.221152441631482,0.101934055294062,0,0,0,0,0.011247578861933,0,0,0,0,-4.33680868994202e-19,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0472633706604252,-0.00253112684955016,0,0,0,0,0,0.0189030243614286,0,0.0832754480222345,0,0,0.0618684521194786,0,0,0.378271276579298,0,0,0,0,0,0,0,0,0,0.0129391519720158,-0.0216244874744637,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.040903013931104,0,0.284031541653878,0,0,0,0,0,0.00746309570200053,-0.0377140707142353,0,0,0,0,-0.0355640531923978,0,0,0,6.93889390390723e-18,0,0,0.232922408207098,0,0.149497618932467,0,0,-0.127520468062221,0,0,0,0,0,0,0,0,0,0,0.0103515244689946,0,0,0,0.0737133563668641,0.00918421786901901,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.115195410812834,0,0,0,0,0,-0.00220743124016318,0.0361869819556007,0,0,0,0,0,0,0.0213911359771012,0,0,0,0,0,0,0,0.0832201425795193,0.0200114443497166,0.0159542245546504,0,0,0,0.0498080741061612,0,0,0,0,0.252913525856961,0,0,-0.150078264612487,0,0,0,0,0,0,0.0763594442709133,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.0329668708345344,0,0.0231199522964141,0,0.0751283274293909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163112808517588,0.286133447176703,0,-0.053299937210744,0,0,0.181005337643597,0,0,0.109838349601213,0,0,0,0,0,0.0232966102054619,0,0,0,0,0,0.022059123859164,-0.0108630246772873,0,0,0,0,0.0105945120914901,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0815852473294198,0.0760553880434663,0,0.485156682968591,0,0,0,0,0,-0.338760884090438,0,0.0687997870834679,0,0,0,0,0,0.183014366677713,0,0,0.00917909874178842,-0.289683044069244,0,0,0,0.192356145836792,-0.0339024042767766,0,0.051359723206503,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.108458878334709,0,0,0,0,0.0493473859086727,0,0,0,0,0.0845881555392361,0,0
X000786.SZ,0,0,0,0,0.310282009862206,0,0,0,0,-0.102126932460818,0,0,0,0.33180358772516,0,0,0,0,0.186738890504225,0,0,0,0,0.0812877472889165,0.0903576078707973,0.229654816519953,0,0,0,0,0,0,0,0.0354655513555238,0,0,0,0,0,0,0,0,-0.0247230355511762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201758415097945,0,0
X000408.SZ,-0.136956506084852,0,0,0,0,0,0.352031807202452,0.187045956391882,0,0,0.0600051821424135,0.0267042824774816,0,0,0,-0.0861911009191314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299116771239831,-0.176525031889103,0,0,0,0.0676155310499229,0,0,0,0,0,-3.46944695195361e-18,0,0.0951042462757223,0,0,0,0,0,0,0,0,-0.0376867480074554,0,0
X600219.SH,0,0,0,0,0,0,-0.0368183851392263,0.104000280343011,0,0,-0.012135016045718,0,0,0.107392739518475,0,0,0,0.0308427034665706,0.388352531203555,0.043352430945528,0,0,0,-0.0300792573341645,0,-0.0539813484581926,0,0,0,0,0,0,0.0832520433298119,0,0,0,0,0,0,0.0467738397964839,0,0.117963465525839,0,0,0,0.0224054698114063,0,0.0300266151551742,0,0.0837372729348156,0,0.0441683792668996,-0.0348853174545635,0,0,0,0,0,0
X600803.SH,0,0,0,0,-0.157036426866678,0,-0.0619733686745707,0,0,0.0201652933820716,0,0,0,0,0,0.0161737847569892,-0.114321174352448,0,0,0,0,0,0,0.0902835830127764,0,0.0323422067319029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182037131785104,0,0,0,0,0.193085844152531,0.0539333537432884,0,0,0.0183859247621791,0,0,0,0,0.0327490539539863,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.104137810338257,0,0.135572724238175,0,0,0,0,0,0,0.053866698348621,0,0,0,0.338582457490288,0,0,0,0,0,0,0,0,0,0.118477938892365,0,0,0,0,0,0,0.0320378283351649,0,0,0,0,0.0793786554162968,0.0673123940097393,-0.030423113145418,0,0,0,0,0.0549587728390613,-8.67361737988404e-19,-0.384041419559791,0,0,0.080992049719913,0,0
