,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600803.SH,X600160.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X600426.SH,X601699.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000877.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600612.SH,X600282.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.120507316519572,0.454450854059954,0,0,0,0,0.102267017594922,0,0.206957474710881,0,0,0,0,-0.116310423662109,0,0,0,0,0,0,0,0,0,0,-0.105712427867498,0,0,0,0,0,0.0183735942756675,0,0,0.0224784039439541,0,0,-0.0193561193943355,0,0,0,0,0,0,-0.0469642661098175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.250450869579825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699019787528155,0,0,0,0.304178788415103,0,0.037562666800601,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321729482691902,0,0,0,0.0654732679779385,0,0,-0.0091963997929186,0,0,0,0,0.0174163623793807,0,0,0,0,0.0795384288348293,0,0
X600028.SH,0.357073670073506,0.100401747031746,0,0,0,0,0.102825151340487,0,0,0,0,0.0772144711803396,0,0,0,0,0,0,0,0,0,0,0,-0.163829594599263,0,0,0.00352378413068843,0,0,0,0,0,0,0,0.0336087396197421,0,0,0,0.101449829983257,0,0.0139467424022669,0,0,0,0.000124112471987282,0,-0.0143587529525592,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12045719448367,0,0,0,0,0.117617465824224,0,0,0,0,0.118238844014496,0,0,0,0,0,0,0,0,0,0,0,0,0.0218660709740094,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947373706422914,0.0433814161562075,0,0,0,0,0,0
X600188.SH,0.061769777075096,0,0,0,0,0.132079248899121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164569218023951,0,0.182413427540489,0,0,-0.120917895862811,0,0.0526810835371765,0,0,0.0308910490596057,0,0.141878495152128,0,0,-0.0536231755148307,0,-0.0546828909595991,0.279942096969738,0,0,0,-0.168705974660538,0,-0.0503602723747224,0,0,-0.115287883238452,-0.0122752504902717,0,0,0,0,0,0
X601898.SH,0.0365973462939588,0,0,0,0.0584421887415357,0,0,0,0,0,0,0,0,0,0,0,0.0569435174107871,0,0,0,0.0859651623903525,0,0,0,0,0,0.212436158717681,0,0,0,0,0.0514102244864422,0,0,0,0,0.303240308073783,0,0,0,0,0,0,0,0,0,0,0.0333384297822009,0,0,0,0,-0.00102243461032443,0,0,0,-0.0107506820496242,0,0
X600019.SH,0,0,0,0,0,0.0566944491506762,0,0,0,0,0,0,0,0,0,0,0.149259841149821,0,0.0215598182535992,0,0.0574566949006529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336650093385426,0,0,0,0,0,0,0,0.184499105602441,0,0.351516192799693,0,0,0,0,0,0,0,0,0
X600011.SH,0.0558002940077055,0,0,0,0,-0.00615975441094258,0,0,0,0,0,0,0,0.221301067222778,0,0,0,-0.0181265643307195,0.170772522626376,0.103504384271198,0,0,0,0,0,0,-0.155917707750923,0.30124102354065,0,-0.102236887570103,0,0.0946867139985323,-0.0456747807567151,0,0,0,0,0,0,0,0,0.0755732459952729,0,0.0219297606734582,0,0,0,0.0811999020723094,0,0,0,0,0.0286948407581679,0,0,0,-0.0382733362717307,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187383185753701,0,-0.0254237628982463,0,0,0.168531992216217,0,-0.0881711086069838,0,0,0,0,0,0,0,0,-0.132427364059999,0,0.019952319681342,0.0934121955598195,0,-0.0782581031561127,0,0,0,0,0,0,0,0.0491121042260984,0,0,0,-0.0380086664617521,0,0,0,-0.152001620751633,0,0,0,0,0,0.0714895008304974,0,0
X601600.SH,0,0,0,0,0,0,0,0.0536431239603326,0,0,0,0,0,0,0,0,0,0,0,0.131440901448404,0.100907554325454,0,0,0,0,0,0,0,0,-0.0359319845568604,0,0,0,0.0426229812035111,0.222526168154766,0,0,0,0,0.25935767909294,0,0,0,0,0,0,0,0,0.255240891784092,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
