,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X000898.SZ,X600516.SH,X601992.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600176.SH,X600111.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X000825.SZ,X601699.SH,X002271.SZ,X000792.SZ,X600027.SH,X000553.SZ,X600808.SH,X600299.SH,X000408.SZ,X000830.SZ,X600219.SH,X601158.SH,X002110.SZ,X600489.SH,X000883.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.417466390440436,0,0,0,0,0,0,0,0,-0.00378547459256652,0.0845979070827062,0,0,0,0.210552999232897,0.0204807398858228,0,0,0,0,0,0,0.0294602079875013,0,0,0,0,0,0.0713659188827469,-0.00172415702406296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000816935263495923,0.0358895970897438,0,0,0,0,0
X600028.SH,0.495074912713772,0,0.0711222300309657,0,0,0,0,0,0,0,0,0,0.0157160352942528,0.0464721871129864,0,0,0,0,0,0.269787914135234,0,0,0,0,-0.0302141169762362,0,0,0,0,-0.0304708390930226,0,0,0,0,0,-0.027622436574236,0,0,0,0,0,0,0,0,0,0,0,-0.0893485749478823,0,-0.00808994803010285,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.341518407024338,0.161681694217243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581547495259158,0,-0.0217490641940297,0,0,0,0,0,0,0,0,0.101988199034934,0,0,0,0,0,-0.0928686145015317,0,0.0476443331408828,0,0,0,0,0,0,0,0,0,0,-0.0265983138708387,0.0310470917304869,0,0,0,0,0,0
X600019.SH,0,0,0.217943039714738,0,0.191532788936229,0,0,0,0,0,0,0,0.100834448940613,0,0,0,0.255709931119595,0,0,0,0,-0.0840927558301992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078309903881583,0,0,0,0,0,0,0,0,0.0092188801339002,0.0788518905111482,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.242627559033661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143468249845306,0,0,0,0.205291463327951,0,0,0.0670811785119654,0,-0.255978036171664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116425415007999,0,-0.0440704012537524,0.0521891367673673,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0201779315049478,0.100948224891726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262944392456114,-1.73472347597681e-18,0,0,0,0,0.0590859811645078,0.14008318725603,0,0,0.0261070816596375,0,0,0,0,0,-6.93889390390723e-18,0.198559497645258,0,0.0507136002060415,0,0.0339261208731249,-0.0131465472616282,0,0,0,0,0,0
X600309.SH,0,0,0.00843602942771612,0,-0.0498336400424231,0,0,0,0,0,-0.010177158078046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361815462837395,0,0,0.11055875828229,0,0.0343164502550211,0,-0.0321358271281856,0,0,0,0,0,0,0.0323828697691246,0,0,-0.113357332025882,0,0,0,0,0,0,0,-0.070374985140836,0.100873615071771,0,0,0,0,0,0
X600011.SH,0,0.104217553863858,0,-0.0929327618325491,-0.0142375646089403,0,0,0,0,0,0,0,0,0,0,0,0,0.0265947828389314,0.127420774270442,0,0.277076966523148,0,0.0270815653615928,0,0,0,0,0,0,0,0,0,0,0.00792461369862332,0.129292659895526,0,0,6.93889390390723e-18,0.054406250572423,0,0,0,0,0,0,0,0,-0.0829861394180176,0,-0.00039110737183645,2.16840434497101e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.107612976435925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109103425103657,0,0.113874369501543,0,0,0,0,0,0.0634256026980011,0,0,0.439448051086599,0,0,0,0,0,0,0,0.071412560199466,0,0,0,0,0,0,0,0,0,0,0.00459886893360838,-0.0136236914279897,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.136316455427326,0,0,0,0,0,0.140942397727347,0,0,0,0,0,0,0,0,0,0.0243516434816071,0,0.0860257246958935,0,0.0491074994223602,0,0,0,0.0128651747182944,0,0.0601514341202376,0,0,0,0,0,0,0.306794486339434,0,0,0,2.16840434497101e-19,-0.00897774007710306,0,0,0,0,0,0
