,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X601992.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X600489.SH,X000709.SZ,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X601699.SH,X600315.SH,X002470.SZ,X000027.SZ,X600352.SH,X600660.SH,X000630.SZ,X000959.SZ,X600808.SH,X600549.SH,X000983.SZ,X000937.SZ,X600578.SH,X600490.SH,X600307.SH,X600516.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.121417336889773,0,0,0.0546298434935681,0.0974916609123355,0,0,0.0824631771615537,0,0,0,0,0,0.0277117453429746,0,0,0,0,0,0,0,0.052555427632212,0,0,0,0.0172613901897573,0,0,0,0.037925375061494,0,0,-0.0259144961645119,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0165733605498304,0,0,0,0,0,0
X600028.SH,0,0,0,0.0961627096415334,0,0,0,0,0,0,0,0,0,0.000599408540921423,0,0,0.00773587189668646,0,0,0,0,0,0.160807063606854,0,0,0,0,0,0,0,0,0,0,-0.053475906249426,0,0,0.00348436660119508,0,0,0,0,0,0,0,0,0,0.0166796309821021,0.0457324863234137,0.104726279873548,0,0,-0.0267025023089405,0,0,0,-0.0130544958566714,0,0
X601088.SH,0,0,0,0.0329726653697946,0.120430105830581,0,0,0,0.155476771490229,0,0,0,0,0.236383385040047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238119144518374,0,-0.0743863415058406,0,0,0,0,0,0,0,0,0,0.0692594444707293,0,0,0,0,0,-0.00177359630693586,-0.00343453464520953,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.16784323387831,0,0,0,0,0,0,0,0,0.041947152105035,0.357722954448363,0.157473572088124,-0.000465367294857986,0,0,0,-0.0954027349951211,0,0.0466942867750839,0,0,0,0,0,-0.0682575165281269,0.210720663010918,0,0,0,0,-0.0304915567336485,0,0,0,0,0,0,0,-0.0374596556406506,0,0,0,0,0,0,0.0124998646147469,-0.0298733160794115,0,0,0,0,0,0
X600585.SH,0,0.124029674667086,0.0970038278753672,0,0,0.131134725801573,0,0,0.0263038677207896,0,0,0,0,0,0.128312205518708,0,0,0,0,0,0,0,0.0403939759305062,0,0,0,0,0.021700232026152,0,-0.0166278595996328,0,0,0,0,0,0,0,0,0,0,0,0.135947369474465,0,0,0,0,0,0,0,0,-0.0100046308151314,-0.00167807537875017,0,0,0,-0.0273434003719045,0,0
X600019.SH,0,0,0.147721271510688,0.0118514718990047,0,0,0.025763955329128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104080387784553,0,0.127701672900254,0.22417425005752,0,-0.108024494945839,0,0,0.0515457767768379,-0.00496940477118519,0,0,0,0,0.0631465346074727,0,0,0,0.136884741829754,0,0.0365000825822814,0,0,0.153857962979577,0,0,-0.0063019384656171,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.166199704883679,0,0.0419609852507471,0,0,0.0196995909375791,0.014827306922892,0,0,0,0,0,0,0,0,0,0,0.13949139364366,0,0.0553480625743691,0,0,0.0759223508830781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136680001034934,-0.0259720403612131,0,0,0,0,0,0
X601991.SH,0,0,0,0.00831611744365275,0,0,0,0,0.0103180988804502,0,0,0,0,0,0,0.0946196531307652,0,0,0,0.0184843699941185,0,0,0.0562247020151731,0,0,0,0,0.102234443863832,0.0647549968780488,0,0,0.0589366679278882,0,0,0,0,0,0,0,0,0,0,0,0.1719749429222,0,0,0,0,0,0,0.0180486513538773,-0.040858514740143,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.285057769217016,0,0,0.038831767389027,0,0,0,0,0,0,0,-0.00882335367676375,0,0,0.0368610421177073,0,0,0.131188654738981,0,0.0104214620366137,0,0,0,0,0,0,0,0,0.106899606441699,0,0,0.138143818767065,0,0,0.0323651629484651,0.017375520282087,0,0,0.152424207762493,0,-0.00464138985708017,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0894059428984367,0,0,0.0163770957524253,0,0,0,0,0,0,0,0.0418615562104855,0.0173793402496196,0,0,0,0,0.0290373869160596,0,0.0541137651639156,0,0,0,0,0.00181700904992697,0,0,0,0.0149042640229258,0,0.279858762496806,0,0,0,0,0.0288043026787918,0,0,0.1389476979529,0,-0.00449958104035803,0.00210052760247594,0,0,0,0,0,0
