,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600299.SH,X600362.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X600309.SH,X600623.SH,X000630.SZ,X000883.SZ,X600352.SH,X000709.SZ,X600021.SH,X000898.SZ,X002466.SZ,X600660.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600489.SH,X600863.SH,X600808.SH,X000060.SZ,X600307.SH,X600547.SH,X600578.SH,X000629.SZ,X300072.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.541566445905618,0,0,0,0,0,0.088266603513855,0,0.000892295005918968,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346565369072563,0.00816860366543692,0,0,0,0,0,0,0,0,0,0.0399759402167866,0,-0.0231891372475231,0,0,0.10707871880235,0,0,0,0
X600028.SH,0.242281172255492,0,0.211786414691879,0,0,0,0,0,0,0,0,0,0,0,0.0519716791471854,0,0,0,0,0,0,0,0.0989073246880852,0,0,0,0,0,0,0,0,0,0,0.0130192144262637,0,0,0,0,0,0,0,0,0,0.0807703125881869,0,0.00496292429988309,0.126654228808233,0,0,0,-0.0251520743130794,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0720296775400974,0,0.0517539776788049,0.0152300532007214,0,0,0,0,0.46294300252843,0,0,0,0,0,0,0,0,0,0,0.0513380400080035,0,0,0,0,0,0,0,0,0,0,0.119340426415494,0,0,0,-0.0207737038455054,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144992473713494,0,0,0,0,0,0,0
X600011.SH,0,0,0.104886103969346,0,0.0241188645094992,0,0,0,0,0,0,0.473328518111185,0.105827990573611,0,0,0,-0.0133162220291657,0,0,0,0,0.138713211283098,0,0,0,0,0,0,0.0494625502396555,0,0,0,0,0,0,0.0968953197248665,0,0,-0.0819605452267592,0,0,0,0,0,0,0,0,0,0,0,0,0.00304153781822038,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141890197416287,0,0,0.103205283298315,0,0,0,0,0.0224739330612687,0,0,0,0,0.132594418422537,0,0,0,0.364164508888361,0.0774505681601116,0,0,0,-0.0315767298172421,0,0,0,0,0.0812933678747183,0.064634077594229,0,0,0,0.0428812049541089,0,0,0,0.0186705212493295,-0.0547369455511768,0,0,0,0,0
X600019.SH,0,0,0,0,0.0268747166673626,0,0,0,0,0.02252225043874,0,0.032433238457384,0,0,0,0,0,0,0.00569869935722092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237351997495139,0,0,0,0,0,0,0.140453175719548,0,0.00650233558267523,0.13959231433599,0,0,0,0,0.224496221804901,0,-0.0471050197733708,0,0,0,0,0,0,0
X600585.SH,0,0,0.387467725081116,0,0,0,0,0,0,0,0,0,0,0.106918009175931,0,0.00799190021489372,0,0.109664827330665,0,0,0,0,0.070669725459143,0,0,0.154618763724954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784426497512811,0,-0.0231956795615697,0,0,0,0,0,0,0
X601898.SH,0.0579200281276365,0,0,0,0,0,0,0,0,0.122983871544695,0,0,0,0,0.153510237863647,0,0,0,0,0.105249059792409,0.0498590883695177,0,0,0,0,0,0,0,0,0,0,0.224916787063958,0,0,0,0,0,0,0.179514400326457,0,0,0,0,0,0,0,0,0,0,0,-0.0353045583230152,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.310722704299929,0,0,0.0693230014982898,0,0,0,0,0,0,0,0.181235395071598,0,0,0,0,0.0959210419566398,0,0,0.0136447420457882,0,0.0265096775870629,0,0,0,0,0.0110760777636572,0,0.0832450078644735,0,0,0,0,0.0224734289152554,0,0,0,0,-0.0213476754766248,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0857334501929238,0,0,0,0,0,0,0.187071876308486,0,0.0146238710935307,0,0,0.0770266486998564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168896854483601,0.0285510588078338,0.164898667229012,0,0,0,0.119866742336825,0,0,0.164969433080848,0,0,0,-0.0265751739401423,0.0174876920922135,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489764465013195,0,0,0,0.299682144850845,0.0306945187846471,0.00170598812650368,0,0,0.256103916384062,0,0,0,0,0,0,0,0,0.11200488237196,0.145470618557953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233046757948163,0,0,0,0,0,0,0
X601991.SH,0,0,0.192194635524911,0,0,0,0,0,0,0,0.00432799581478976,0,0.0119172018819313,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0512988138702812,0,0,0,0.393052401941092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110565730527292,0,0,-0.0457316508071747,0.0204089431380057,0,0,0,0,0,0
X600027.SH,0,0,0,0.141030519329512,0,0,0,0,0,0,0.294027390302949,0,0,0,0,0,0,0,0,0,0.0141618737436261,0.0216281050063674,0,0,0,0,0,0,0.231134212774301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411411411015394,0.0132566243070066,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223245432492908,0.88904522062382,0,0.0412199910924174,0,0,-0.119602209945585,0,0,-0.000298278962825183,0,0,0,-0.0886908822914644,0,0,0,0,0,0,0,0,0,-0.501659667027505,0,0,0,-0.191042790203913,-0.13309712067274,-0.316051933507824,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.37186143929547,0,0,0,0,0,0,0.0654354024853229,0,0,0.00883344772990352,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0217608030620268,0,0.0862336699817061,0,0,0,0.0345823008358668,0.0406088739023389,0,0,0,0,0.218774475636973,0,0.124187700889628,0,0,0,0,0,-0.00527377044649925,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.287178104670709,0,0,0,0,0,0,0,0,0,0,0,0.0655943141978575,0,0,0.0497680441636764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16316567197425,0,0,0,0.240334008998483,0,0,0,0,0,0,0,0,0.00373534645159438,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0.106705328419251,0,0,0,0,0,0,0,0,0,0.048839934644779,0,0.187674644200628,0,0,0,0.138572048300224,0,0,0,0,0,0,0,0,0,0,0.303233301702045,0.0177183150063856,0.0378513670253302,0,0.0118342824606652,0,0.0353418623788735,0,0,0,0.172692728757756,0,0,0,0.00828326855652838,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.095933201983708,0.0473163898919333,0,0,0.0121880183736019,0,0.20518748945473,0,0,0,0.102169689587768,0,0,0,0,0.0621048712891561,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.11663054685666,0,0,0,0,0,0,0.172155818965277,0,0.0896158926758637,0,0,0,0,0,0,0.0433713761957297,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.108911036857635,0,0,0,0,0,0.266654774580335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0512486783552634,0,0,0,0.0589184630061797,0,0,0,0,0,0,0,0,0,0.271777938809785,0,0,0,0,0,0,0,-0.0135943742832389,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0953833698313466,0,0,0,0.028635782480364,0,0,0,0,0,0.236735548287305,0,0,0,-0.159657034994839,0,0,0,0,0,0,0,0,0.0765007671539155,0,0,0,0,0.151263432765077,0,0,0,0,0,0,0.408796658301426,0,0,0,0,0.0124114563078462,-0.0295461641858622,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.205563567801616,0,0,0,0,0,0,0,0,0,0,0,0.0584988069280984,0,0,0,0,0,0,0,0,0.0907802136726776,0,0,0.283919625408744,0,5.42101086242752e-20,0,0,0,0.139845683961801,0,0,0,0,0,0,0,0.0420790784067666,0,0,0,0,0,0.00408318626154163,0.0126825259520185,0,0,0,0,0
X601992.SH,0,0,0,0.276761195653951,0.0321471906375173,0,0,0,0,0,0,0.0384341657242016,0,0,0,0,0,0,0.00595507023851475,0,0.143160422648819,0,0,0,0,0,0,0,0,0,0,0,0,0.0105019259432966,0,0,0,0,0,0,0,0,0.15457921965402,0,0,0,0,0.328852708582735,0,0,-0.036677326921952,0,0,0,0,0,0,0
