,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600688.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600188.SH,X000792.SZ,X601158.SH,X600160.SH,X600623.SH,X000883.SZ,X600583.SH,X000539.SZ,X600309.SH,X600660.SH,X000709.SZ,X000027.SZ,X000898.SZ,X600352.SH,X600098.SH,X000630.SZ,X002466.SZ,X000629.SZ,X600547.SH,X002470.SZ,X600489.SH,X600021.SH,X600578.SH,X000060.SZ,X300072.SZ,X600022.SH,X000723.SZ,X600315.SH,X002004.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.625031070733551,0,0,0,0,0,0,0,0,0,0,0,0,0.0206206835185579,0,0,0.00405492753427392,0,0,8.67361737988404e-19,0,0.0368517362271612,0,0,0.0555295930102544,0,0.0481173707581082,0,0.0477564593117118,0,0,0,0,0,0,0,0,0,0,0,0,0.00911802122062352,0,0,0.0047175698507988,0,0,0,0,0,0.000896126879149067,0,0,0,0,0,0
X600028.SH,0.323347188737968,0,0,0,0,0,0.0766336511150429,0,0,0,0,0,0,0,0,0,0,0,0,0.0714126350760279,0,0,0,0,0,0.170798850226204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041384500182139,0,0,0,0,0,0,0,0,0.00806811948210512,0.0413495223621583,0,0,0,0,0
X601088.SH,0.181880272474149,0,0,0,0,0,0,0.252579537695464,0,0,0,0,0,0,0,0,0,0,0,0.015710056593247,0.0261315008117927,0,0,0,0,0,0,0,0,0.0739545558656417,0,0,0,0,0,0.0164771502031666,0,0,0,0,0,0,0.0651757169660853,0,0,0,0,0,0.00549636555783995,0,0,-0.0103981578947936,0.0562256108524022,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0350930291616553,0,0,0,0.0504525643112724,0,0,0,0,0,0,0,0.138712769367211,0,0,0.0439404269244856,0,0,0,0,0,0,0,0,0,0,0.0881297132179244,0,0,0,0,0.0115496528669395,0,0.0905696448915835,0,0.00593749960538158,0,0,0,0,0,0.014531067366842,0,0.00315325838360692,0.0100402166209977,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418383109120128,0.0194902416398269,0,0.121453289203321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751549514396195,0.0467706888187727,0.123392046453374,0,0,0,0,0,0.0385743159340226,0,0,0,0,0.0227094215301015,0,0,0,-0.00174598471169705,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17750668247179,0,0,0,0,0,0,0,0,0,0,0,0.14970034867337,0,0,0.0785525191987995,0,0.0144390955478206,0,0,0.0661738938502235,0.0433627228447904,0,0,0,0.000182670360461573,0,0,0,0,0.0527477838744066,0,0,0.0208806880326789,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0947135107846426,0,0.0251247628806657,0,0,0.089406611383975,0,0,6.93889390390723e-18,0,0.00361782251089508,0,0,0.116724645637607,0,0,0,0,0.0361952994138848,0,0,0,0,0.0433380314006658,0,0,0,0,0,0,0.0518730241356006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.124938962846482,0,0.111140171824072,0,0,0.0168680742284242,0,0.103908404134012,0.0845901586060067,0.0679120299791822,0,0,0,0,0,0,0,0,0.0170343009739302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985221638402004,0,0.0595814363781107,0.0912599315150412,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0583396189006444,0,0.0569703104613572,0,0,0,0,0,0.0215893217866842,0,0.0322071950243327,0,0,0,0,0,0,0,0.0334001367997229,0,0.0934105231247223,0.091038658595881,0,0.00140705160412703,0.0285975823212563,0,0,0,0.0655148084193514,0,0,0,0,0,0,0.0103590182326517,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0580964644033214,0,0.116400135342251,0.0393773228077611,0,0,0,0.159188142104779,0,0,0.0317283803894528,0,0,0,0,0,0,0.0915003094036979,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.152731322578542,0,0,0.00968416188142846,0,0,0,0,0,0,0,0,0,0,0,0
