,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600111.SH,X600027.SH,X000553.SZ,X600352.SH,X600176.SH,X000825.SZ,X601992.SH,X000709.SZ,X600299.SH,X000786.SZ,X000792.SZ,X000408.SZ,X600426.SH,X601699.SH,X600808.SH,X000883.SZ,X601158.SH,X002271.SZ,X002110.SZ,X600315.SH,X000932.SZ,X600219.SH,X600339.SH,X000830.SZ,X000983.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.173762756601449,0,0,0,0,0,0,0,0.0069874942674745,0,0,0.0518401328582477,0,0,0,0,8.67361737988404e-19,0.0450755775026707,0,0,0,0.0374833862416953,0,0,0.168870972906127,0,0,0,0,0.0233404351319305,0,0.050035873391456,0,0,0.0607687024874515,0,0,0,0,0,0.0714471901298033,0,0,0.0411695009385302,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.180735722907135,0,0.0712592493283082,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0484186867998661,0,0,0,0,0,0,0,0,0,0,-0.0469258198194917,-0.0788400832902767,0,0,0,0,0,0,0,0.0326079592774894,0,0.0152363036961398,0.161886478899765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174835572429835,0,0,-0.184463536510006,0,0,0,0
X601088.SH,0,0.318431445779661,0,0.0746115869215678,0,0,0,0,0,0,0.387559392511627,0,0,0.0743766826684015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726894275629087,0,0,0,0,0,0,0,0,0,0,0,0.0579844420535667,0,0,0,0,-0.01580920326687,0,0,0,0,0,0
X600585.SH,0,0,0.139448883614338,0,0,0,0,0,0,0,0,0,0,-0.0407410321277677,0,0,0,0,-0.054263925991601,0,-0.0282506707433073,0,0,0,0,0,0,0.00559979143549235,0,0,0,0,0.177020815108413,0,0,0,0,0,0,0,0.151506214954479,0,0,0.119213845890762,0,0,0.331543903933556,0,0,0,-0.0433061213443514,0.0264618101862549,0,0,0,0,0,0
X600019.SH,0,0,0.0557487487826878,0,0,0,0,0,-0.185564413416669,0,0.333448162798275,0,0.0741298052787815,0,0,0,0,0,0,-0.0813398158407345,0.0167423141613475,0,0,0,0,-0.042988317832201,0,0.10824800380418,0,0,0,0,0,0,-0.0444866215551877,0,0,0.230745281864433,0,0,0,0,0,0,0,-0.0486209188801077,0,0,0,0,0,0.0268828036823665,0,0,0,0,0,0
X600309.SH,0,0,0,0.11312487450233,0,0,0,0,0,0,0,0,0,-0.16160891921666,0,0,0,0,0,-0.0102905991313641,0,0,0,0,0,0,0,0,0,-0.0864548395692342,-0.0478003975994625,0,0.204469287566989,0,0,0,0,0,0,0,0,0,0,0,0,-0.100433953496409,0,0,0,0.0587864303744706,0.0732711909825855,0.0244003246454425,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402049844544068,0.0354364342363021,0.0586292976260739,0.0372093965291593,0,0,0.204560186704596,0,0,0,0,0,0,0.0749763417825692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015184879628778,-0.025883052026742,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.105281509944133,0,0.236353762618548,0,0,0,0,0,0,0,0,0,0,0,0.0217101587103288,0,0,0,0,0,0.199485430110301,0,0,0,0,0,0,0,0,0,0.0248878487025157,0,0,0.290299359587542,0,0,0,0,0,0,0,0.241245370890099,0,0,0,0,0.0470605142197963,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0309019040062453,-0.0575804649995027,0,-0.162089790690219,0,0,0,0,0,0,0,0,0,0,-0.386090220284903,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.389662984470608,0,0.152698531905566,0,-0.422585086168212,0,-0.110881140897121,0,0,0,0,0,0,0,0,-0.0438617160931355,0,0,0.0139525458536895,0.0054134949115211,0,0,0,0.023875034580839,-0.0457716615226175,0,0,0,0.0807015536694303,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0474356143742208,0,0,0,0,0,0.0562330871882469,0,0.0463373645455453,0,0,0,0,0,0,0.0802510261596267,0,0.097923711165782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329499653487634,0.310001508980643,0,0,-0.00392814301302005,0,0,0,0,0,0,0
X600188.SH,0,0,0.49880319223331,0,0.0176060765352079,0,0,0,0,0,0,0,0,0.0874374507274957,0,0,0,0,-0.0288526037008627,-0.204119352621952,0,0,0,0,-0.0423883837209764,0,0,0.296554760179498,0,0,0,0,0,0,0,0,0.193291701361643,0,0,0,0,0.12803325612305,0,0,0,0.0101817583332958,0,0.488111916181015,0,0,-0.0371836456769427,0.0242208130399766,0,0,0,0,0,0
X600688.SH,0.0844509520087514,0.108210653708263,0,0,0,0,0,0.0733609421474408,0,0,0,0,0,0.115369187207704,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0192799477422146,0,0,0,0,0,0,-0.0496665582071626,0,0,0,0,0.00124908774791219,0.140389886956086,0,0,0,0.00357834707115798,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.312704243451018,0,0,0,0,0,0,0,0,0,0,0.0168551869451014,0,0,0,0,0,0,0,0,0,0.00497982897571308,0,0,0,0,0.223227309222777,0,0.515102445970569,0,0,0,-0.092097772425075,0,0,0,0.00659507921771807,0,0,0,0.100471328210663,-0.117919746654744,-1.0842021724855e-19,0,0,0,0,0.0716438733670774,0,0
X002466.SZ,0,0.072262134994656,0.357112478434132,0,0,0,0.339070291368381,-0.012213158236447,0,0,0,0,0,0,0,0,0,0,0,0.0606376457432412,0.426889208433872,0,0,0,0,0,0,0,0,0,-0.485367943068032,0,0,0,0,0,0,0,0,0,0.10541613066943,0,0,0,0,-0.00835945597294037,0,0,0,0,0.101211994623898,0,0.762717378044186,0,0,0,0,0
X601991.SH,0.0767535577993349,0,0,0,0,0,0.0365766653456895,0.0692773189971998,0,0,0,0,0,0,0,0,0,0,0,0,0.0917638023597315,0,0,0,0.0375074182205466,0,0,0.110225206127439,0,0,0,0,0,0,0,0,0.0332024080337562,0,0,0,0,4.33680868994202e-19,0.00632624999594276,0.0467328266453174,0,0.118242016666488,0.02753622326669,0,0,0,0.0174135388145414,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.365111955228861,0.063851058353353,0,0,0,0,0,0,0.0057291590088816,0,0,0,0,0,0.0626699379497631,0,0,0,0,-0.0414326684353945,0.012444093959434,0,0,0,0.000980216004277196,0,0,0,0,0,0,0,0,0,0.0982431272450194,0,0,0,0.00220249380920359,0,0,0,0,-0.141622844991564,0,0
X600795.SH,0,0,0,0,0,0,0,0.0335195029076569,0,0,0,0,0,0,0,0,0,0.0195563751559748,0,0,0,0,0,0,0.0199930639264791,0,0.0853914068897404,0.0817006216145064,0,0.0356374306644861,0,0,0,0,0.161810124322367,0,0,0.086130548640929,0,0,0,0,0,0.0168527131008992,0,0,0,0,0,0,0.00321652974072054,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0789045314671879,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567254608368273,0,0,0,0.173803348786409,0,0.199740936386082,0.025279832417821,0,0,0,0,0.164064746261086,0,0.0125230156416669,0,0,0,0,0,0,-0.0448291353919102,0,0,0,0,0,0,0,0,-0.00614707326213477,-0.0181579838909066,0,0,0,-0.0189738130909262,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159654306187942,0,0,0,0,0,-0.0430092876594009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043074367954765,0,0,0,0,0,0,0,0,0.0350086246952438,0,0,0,0,0,1.01931899736977,-0.022679285419461,-0.0144832108809332,-0.00562106702402888,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293819282949355,0,0,0,0,0,0,0,0.0303029109361311,0,0,0,0.00574740810852299,0,0,0,0.0674242880399277,0,0,0,0,0.385257997883925,0,0,0,-0.00226226921331921,0,0,0,0,0,0,0
X002460.SZ,0,0.0944717343666144,0,0,0,-0.0787040059103277,0,0,0,0,0,0,0,0.412131325258498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432579516261968,0,0.278273223411989,0,0,0.0366737902529287,0,0.0554148339451882,0,0,0,0,0,0,0,0.148431105184733,0,0,0,0,0,0,0,-0.00715207694936006,-0.0489116918054105,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174789941080182,0,0,0,0,0,0.0928733938022077,0.458141651436166,0,0,0,0,0,0.160801028235538,0,0.38144666307834,0,0,0,0,0,0,0.0365062981842786,0.138747781517041,0,0,0,0,0,0,0,0,0,0.296583911564704,0,-0.742360833345866,0,0,-0.0194764118254805,-0.0963195309968703,0,0,0,0,0,0
