,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X000709.SZ,X600516.SH,X002460.SZ,X600299.SH,X600352.SH,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X600612.SH,X000553.SZ,X002470.SZ,X600583.SH,X000408.SZ,X600021.SH,X300072.SZ,X000301.SZ,X000630.SZ,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00448355297168398,0,0,0,0,0,0,0.166355561506822,0,0,0,0,0,0,0,0.0582892551714,0,0,0,0,0,0,0,0,0,-0.0404050649361602,0,0,0,0,0,0,0.0708181374399662,0,0,0,0,0,0.169705400760132,0,0,0,0,0,0.147062644864594,0,0,0.201950454895591,0,-0.0254667392038377,0.0216672919271481,0,0,0,-0.0165198921993125,0,0
X600028.SH,0,0,0,0,0,0,-0.0377563206987045,0,0,0,0,0,0.231764213528821,0,-0.117982533017039,0,0,0.0474935195738582,0,0,0,-6.93889390390723e-18,0,0,0,0,0.104253712115707,0,0,0,0,0.110624593705014,0,0,0,0,0,0,0,0,0,0,0.0732576198248898,0,0,0,0.101292185717772,0,0,0.395180063612162,0,0,0.131655981254171,0,0,0,-0.0507189037587284,0,0
X601088.SH,0,0,0,0,0,-0.0281101315528942,0,0,0,0.369379002392646,0,0,0,0,0,0,0,0,0.0446140898580005,0,0,0.0405334841375649,0,0,0,0,0,0,0,0,0,0.0696889724854283,0.0452617303750332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814175680408715,0,0,0,0.0456602640695945,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.230052340076617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472959160528317,0,0,0,0,0,0,0,0,0,0.02494109042064,0.130306926575293,0,0.240470906052256,0,0,0,-0.143321310210206,0,0,0,0,0.0468490379725937,0,0,0,0,0,0,0,-0.0284849911036941,0.0331602168401893,0,0,0,0.0212200957214573,0,0
X600019.SH,0,0,0,0,0,0.0188832293410163,0.143348436168529,0,0,0,0,0,0,0,0,0,0,0,0,0.216878880741969,0,0,0.0148608078839368,0,0,0,0,0,0,-0.016055388214349,0,0,0.058070323412239,0,0,0.222808830575997,0,0,0,0,0,0,0.0252860728666424,0,0,0,0,0,0.00665751842100779,0,0,0.0129526741373701,1.0842021724855e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0.144679152590859,0,0,0.136428630354235,0,0,0,0,0,0,0,0,0,0,0.60536885777671,0,0,0,0,0,0,0,0,0,0,0,-0.204332615614315,0,0.0433162044821374,0,0,0,0,0,0,0,0,0,0.0150885811413969,0,0,0,0,0,0,0,-0.0764547726650629,0,-0.0107892127596818,0,0,0,0,-0.0845817923661085,0,0
X600309.SH,0,0,0,0,0,0.283284583031487,0,0,0,0,0,0,0,0,0,0,0,0,0.258986013480582,0,0,0,0.139314988701298,0,0,0,0,0,0,-0.0778948039178127,0,-0.491913504602629,0,0,-0.335137200134543,0,0,0.462508419892284,0.298106716634357,0,0,0.273591728746038,0,0,0,0,0,0,0,0,-0.510082924778701,-0.0299206021599517,0.026766021548241,0,0,0,0,0,0
X600010.SH,0,0.184849956752629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217337607456893,0,0,0,0,0,0,0,0,0,0,0,0,0.0433312831880897,0,0,0,0,0,0,0,0,0,0,0,0,0.0343827904230893,0,0,0.0762537785749678,0,-0.00428156302581494,0.00254377235638822,0,0,0,0.0670600028701391,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778754365845961,0,0,0.0324266544832605,0,0,0,0.66292745872509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888346560793111,0.0851143644213943,-8.67361737988404e-19,0,0,0,0,0.0130599022317664,-0.036953047035515,0,0,0,0,0,0
X601898.SH,0.196220534112341,0,0,0,0,0,0,0,0,0,0.483498550238152,0,0,0,0,0,0,0,0.134640719822046,0,0,0.0118122681882564,0,0.0306081169841516,0,0,0,0,0,0,0,0,0,0,0.0184712733971547,0,0,0,0,0,0,0,0,0,0,0,0.102535990641414,0,0,0,0,-0.0200613459521025,0.0366082213204259,0,0,0,0,0,0
