,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000629.SZ,X000807.SZ,X600995.SH,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600096.SH,X600378.SH,X000723.SZ,X600489.SH,X000831.SZ,X002080.SZ,X000932.SZ,X600348.SH,X600801.SH,X000630.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0720929866097667,0,0,0,0,0,0,0,0,-0.0221725820342732,0,0,-0.0215709960494191,0.00791443344025798,0,0.124696062763981,0,0.0142519826275307,0.0650957372212333,0,0,0,0,0,0.0355716694175488,0.0267303461498306,0,0,0,0,0,0,0,0,-0.103955166833972,0,0,0,0,0,0,0,0,0,0.0643276301022118,0,0,0,0,0,-0.00470131620944192,0.0173765498269086,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.211309325573695,0,0,0,0,0.0271884709498183,0,0.0444993393286203,0.0194825235655432,0,0,0,0,0,0,0,0.00392904140290518,0,0,0.0310514118541672,0,0,0,0,0,0,0,0,0,0,0,0,0.0205354675047873,0,0,0.00534667357226168,0,0,0,0,0,0.0144529813030773,-0.0302319918114586,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0518387621876163,0,0,0,0,0,0,0,-0.00328880548611633,0,0,0,0,0,0,0,0.00541703143141035,0,0,0,0,0.141441993340719,0,0.0863316602402142,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0531044846375596,0,0,0,0,0,0.0602375811145555,0,0,0,0,-0.0118330612175119,0.0255814713325848,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.220040842616692,0,0,0.153452403817079,0.123545748551327,0.267020006250381,0,0.114511238499966,0,0.156362994584862,0,0,0,0,0,0,0,0,-0.0105534690589382,0,0,0.0428411077622116,0,-0.122079967385692,-0.046409472265668,0,0,0,0,0,0,0,0,0,-0.0415714648979862,0.436960320953353,0,0,-0.0346780817814141,0,0,0.0328331045256438,-0.0215628064455421,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0589101067515424,0,0,0,0,0,0,0,0.0741936758760402,0,0,0,0,0,0.351583144014259,0,0,0,0,0.0296795525913129,0.0459649965145869,0,0,0,-0.0487498440205942,0,0.124109962717413,0,0.0164971195960797,0,0,0.0263591047259937,0,0,-0.089967888390324,0.00713217334032146,0,0,0,0,0,0,0.207128768425492,0,0,0,0,0.00591771465171151,0,0,0,0,0,0
X600188.SH,0,0,0.246696051313596,-0.0356139072843866,0,0,0,0,0,0,0,0,0,0,0,-0.0518426090050115,0,0,0,0,0,0,0.14474916116879,0.229020518846026,0,0,0.135014587999371,0,0.129311882999086,0,0,0,0,0.038237697438002,0,0,0.225800518921222,0,0,0.0894837295267263,0,-0.292617711234447,0,-0.0135956227065915,0,0,0,0,0,0,0,-0.0173877302812382,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.00458550137135985,0,0,0,0.612237632744433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348521243770986,0,-0.0683202647027169,0,0,0,-0.0435632866573503,0,0.133560957407197,0,0,0,0,0.0159469312512879,0,0.0470020223439594,0,0.0770077319803082,0,0,0,0,0.00823369783871121,0,0,0,0,0,0,0
X600019.SH,0,0.163269425481452,0,0,0.0276244437361372,0,0,0,0,0,0,0,0.0679308579615457,0,0,0,0.161357665363855,0,0.157511741699922,0.0982271388515247,0,0,0,0,0,0,0,0.136500594342931,0,0,0,0,-0.0350325558937733,0,0,0,0,0,0,0,0.0147029444680557,0,0,0,0,0.279490585339652,0,0,0.00385466430133219,0,0.0146343740475451,0.0106468658177275,-0.0149381911437109,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.339486916203302,0,0,0.16440389056369,0,0,0,0,0,0,0,0,0,0.0400104051568286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108585097058183,0,-0.00546986711341898,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0186234231879165,0.540596538833796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024962629339214,0,0,0,-0.080918033422076,0,0,0,0.137550108411308,0,0,0,0,0,0,0.0399714186621243,0,0,0,0.11684700782295,0,0,-0.116109347835925,0,0,0,0.0130592043604728,0,-0.0360706086400431,0,0,0,0,0
X600011.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0.00315240253898296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128903832172744,0.622325700819317,0,0,-0.125256594662204,0,-0.0469956966531132,-0.0104521326719189,0,0,0,-0.0253402425800378,0.144536641908509,0,0,0,0,0,0,0,0,0,0,-0.0244135021900374,0.0405088661437199,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.210865425406688,0,0,0,0,0,0,0,0,0,0,0.0896495183294993,0,0,0,0,0,0,0,0,0.134956067658523,0.090737316014356,0,0,0.0157338571121392,0.0127508877576831,0,0.109102268341157,0,0,0,0.00847424550653778,0,0,0,0,0,0,0.121832794272653,0,0,0,0,0,0,0,0.00337341600358667,-0.00481830612061965,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.107410353947622,0,0,0,0.0966718344991761,0,0,0.279331044905848,0,0.0424500346639873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110858945317276,0,0,0,0,0,0,0.0284234699146253,0,0,0,0.210665950482063,0,0,0,0,0,0,0,-0.000450965803779504,0,0,0,0,0,0,0
