,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600010.SH,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X002460.SZ,X002466.SZ,X000786.SZ,X600688.SH,X601992.SH,X600111.SH,X002271.SZ,X000723.SZ,X600176.SH,X600027.SH,X002353.SZ,X600516.SH,X600583.SH,X600426.SH,X000898.SZ,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000630.SZ,X000792.SZ,X000553.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00795603704935338,0.154509228953958,0,0,0,0,0,0.0133871313610599,0,0.172143582617214,0,0.0456496574550001,0,0,0,0,0,0,0,0.0132880550733041,0,0.00263901580189223,0,0.0344753298974456,0,0,0,0,0.07769236801682,0,0,0,0,0,0,0,0,-0.0350227679815496,0,0,0,0,0,0,0,0,0,0,-0.0162314660113037,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00748108193228791,0.0557295519946317,0,0,0,0.0487246197775083,0,0,0.136234645868341,0,0,0,0,0,0,0,0,0,0.0309287044482406,0,0,0,0.0265683149812374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835019505921903,0,0,0,0,0.00355418774617571,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.275358113579807,-0.00765446488776858,0,0.0563645470569185,0.217162260515512,0.085381195634859,0,0,0,0,0,0.0835546450249498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1329586237615,-0.0253357045658335,0,0,0,-1.73472347597681e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0182764351362358,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0686667975285302,0,0,0,0,-0.133000683794779,0.0311455348318913,0,0.0444854283736839,0,0,0.36197895952836,0,0,0,0,0,0,0.0911653481139708,0,0,0,0.0633938452426837,0.0112083804425092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314535061312483,0,0,0,0,0,0,0,0,0.013620813572786,-0.0124468616331909,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.116736716915008,0,-0.0419496048136709,0,0.0535327627681855,0,0,0,0,0.300096832071142,0,0,0,0,0,0,-0.0573242609916338,0,0,0,0.0883584535581522,-0.252134509039183,0,0,0,0,0,0.192794658035363,0,0,0,0,0,0,0,0,0,-0.0416685526890927,0,-0.110014764003822,0,0,0.306053574265455,0,0.119403774594037,0,-0.0476922882169887,0,0,0,-0.0722521103877324,0,0
X600019.SH,0,0,0.161854238442822,0,0,0,0,0,0.0910339498839375,0,0.0909857336450234,0,0,0.121701552613903,0.0277266306541244,0.0284466001645098,0,0,0,0,0,-0.0441996322560589,0,0,0,0,0.0290978831984853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776404287073178,0,0.00341653820504991,0.037229619476888,0,0,0,0.0480029526300442,0,0
X600547.SH,0,0,0,0,0.0320213671521158,0,0,0,-0.0153188938775754,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714521028058556,0,0,0,0,0.0392257621919444,0,0,0,0,0,0,0,0,0,0.949730876396417,0,0,0,0,-0.0713357400892285,0,-0.0478049645670337,0,0.119686576278736,0,0,0,-0.185824140420003,0,-0.0313444253440283,0.0221702661402225,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.254709613150897,0,0,0,0,0,0,0,0,0,0.402187266140471,0,0,0,0,0,0.318499822901749,-0.0551169392299969,0.0674030768284873,0,0.0733680170935705,0,-0.00638850487981372,0,0.0900330141671676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857501194784913,0,0,-0.0368859359648295,-0.0138886974842188,-0.00931851589306161,0,0,0,0,0,0
X000708.SZ,0,0,0,0.293285600210425,0,0,0,0,0,0,0,0,0,0.16371534035411,0,0,0,0.600955907551378,0,0,-0.305432079286059,0,0.0563287531181227,0,0,0,0,0.114445092121059,0,0,0.10624868427438,0,0,0,0,0.0781013957415557,0.268352519788373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278020576767884,0.0445176051753119,0,0,0,0,0,0
X601898.SH,0.498280592098134,0,0,0,0,0,0,0,0.0408291034182254,0,0.0343597021627871,0,0,0,0,0,0.524987511201348,0,0,0,0,0,0,0,0,-0.006368836039511,0,0,0,0,0,0,0,-0.0729543174175329,0,0.0345136800159031,0,0,0,0,0,0,0,0,0,0,0.125351737042192,0,0,0,0,-0.0554848034147558,0.0461809073933596,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.150957151050551,0,0.149801744012589,0.124400532632569,0,0,0,0.0114740912146357,0,0,0,0,0,0,0,0.18634354326038,0,0,0,0,0,0,0.158934083552335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683476789577695,0,0,0,0.0224717825081858,0,0.00377014231368576,0,0,0,0,-0.0445962572725285,0,0
X601600.SH,0,0,0,0,0.0115790325081513,0,0,0,0,0,0,0,0,0,0,0.0191645913121416,0,0,0,0,0,0,0,0,0.327436293018453,0,0.0151462665078521,0.106314440874684,0,0,0,0.0674707406219468,0,0,0,-0.0583652788547304,0.0943242389280855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304790054191616,-0.0204642547940985,0,0,0,0.0303571794133168,0,0
X600660.SH,0,0,0,0.0380696342208675,0,0,0,0,0,0,0,0,0,0,0,0.049564756905478,0,0,0,0,0,0,0.0382438814617705,0,0.056382128733118,0,0,0,0,0,-0.0205979676435138,-0.0296488898709711,-0.0965961519971902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049146563674015,0.0169845066128025,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.127352608227398,0,0,0.159735216696746,0.0979256183209428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413399027327999,0,0,0,0.0316253734905597,0,0,0,-0.0812443849785944,0,0,-0.0186312794014101,0,0,0,0,0,0,0.00151336473031597,0,0,0,0,0.28234285719776,0,0,0,0.00980838423262142,0.0165117399164395,0,0,0,0,0,0
