,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600299.SH,X600352.SH,X000709.SZ,X002460.SZ,X300072.SZ,X600339.SH,X000553.SZ,X600583.SH,X600808.SH,X002110.SZ,X600801.SH,X601158.SH,X000883.SZ,X000786.SZ,X000932.SZ,X000301.SZ,X600219.SH,X000629.SZ,X000792.SZ,X600426.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0920912099091531,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197553574242804,0,0,0.120629424557963,0,0,0,0,0,0,0,0,0,0.051484778693796,0,0,0,0,-0.0305279102306267,0.0118655455664886,0.0157862467758933,0,0,0,0,0,0
X600028.SH,0,0,0.301284541301004,0,0,0,0,0,0,0,0.0850712582954302,0,0,0,0,0,0,-0.0424442116602227,0,-0.0294064718227775,0,0,0,0,0,0,0,0,0,0,-0.035891347346522,0,0,0,3.46944695195361e-18,0.0880000881971601,0,0,0,0,0,0,0,0,0.0209426293028191,0,0,0,-0.125131135396226,0.0152541681756291,0.0259597317407044,0,0,0,0,0,0
X601088.SH,0,0.197463776289178,0,0.00314729907281669,0.156572895696057,0,0,0,0.164215930195757,0,0,0,0,0,0,0,0.146959365753721,0,0,0.02480131162903,0,0,0,0,0.00380089310099766,0,0,0,0,0,0,0,0,0,0,0.12552925477742,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124707436297115,-0.0450971602013597,0,0,0,0,0,0
X600585.SH,0,0,0.0422456318633702,0,0.0775639653741578,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0511997776991493,0,0,0,0,0,0,0,0,0,0,0,0,0.0401958067365483,0,0,0.287214581078859,0,0,0.348193892847154,0,-0.0951946510808341,0,0,0,0,0,0,0,0,-0.0143285463036663,-0.0232069169031467,0,0,0,0,0,0
X600019.SH,0,0,0.0748874511848228,0,0,0.0833860794156656,0,0,0,0,0,0,0,0,0,0,0,0,0.0844993736749155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157694237124141,0.0253145484130926,0,0,0,0.323132182287302,0,0,0,0,0,0,0,0,0,0.00866144319940847,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426453886077807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137556994816415,0,0,0.103022964875235,0,0,0,0,0.0315651453562524,0.163976844027673,0,0,0,0,0.0246994933019373,0.00675646010842136,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112996235132491,0,0.0556072073850056,0,0,0.78426264630994,0,0,0,0.0556900184247446,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675143100581585,0,0,0,0,0,0.0624587754772543,-0.00184272720553163,0,0,0.00603641276195517,0.0199459461952373,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110330924243785,0,0.279974201692928,0.0469443807176852,0,0,0,0,0,0.120685281510062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197769383760334,0,0.110909161088931,0,0,0.138779598234846,0,0,0.0128635682095047,-0.00351690107841628,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.235641736466118,0,0,0,0,0,0,0,0.0960103258574296,0.00483106804106332,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.131891308612833,0,0,0,0.0191858669023336,0,0,0.144703614459669,0,0.0677542487316677,0,0,0,0,0,-0.0101488302969519,-0.00997022533353236,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.00739940940603678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198130036922705,0.109131490933178,0,0,0,0,0,0,0,0.0248624912739554,0,0.156661205314258,0,0,0,0,0,0,0,0,0,0,0.0754452821890269,0,0.0358706898030276,0,0,-0.0621581247941782,-0.00323657166991253,-0.00606672649296464,0,0,0,0,0,0
