,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X300072.SZ,X600795.SH,X600157.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600660.SH,X600886.SH,X600489.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000709.SZ,X000408.SZ,X000983.SZ,X600583.SH,X000883.SZ,X000630.SZ,X600549.SH,X600352.SH,X000012.SZ,X000937.SZ,X002092.SZ,X000539.SZ,X601699.SH,X600176.SH,X000060.SZ,X000027.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0102761724031021,0,0.0638792248126457,0,0,0,0.0111641896918076,0,0,0,0,0,0,0.0101710798254788,0,0,0.0572074796974904,0,0.0439819037331642,0.00994213524132933,0,0,0.00723433398028809,0,0,0,0.0337692696769127,0,0,0.149826256012568,0,0,0.010310607103684,0,0,0,0.0208019899894937,0,0,0,0,0,-0.00647333482392372,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0196961125491335,0,0,0,0,0.032695244602118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869498763816237,0,0,0,0,0,0.0506043377352311,0.220633737014487,0,0,-0.0380540297421249,0,0,0,0.0770295008429152,0,0,0,0,0,0.022687964409628,0,-0.0135755628902479,-0.01407004766655,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.200159442189354,0,0.0559094301137133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430435367442576,-0.0701560742854899,0,0,0,0,-0.011876215699894,-0.0416315117881989,0,0,0,0,0,0,0,0,0,0.0190647131982231,0.102212859574376,0,0,0,0,0,0,0.0851015492009994,0,0,-0.0731615322222282,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0418085525834533,-0.0267830079830009,0,0,0,0,0.0805114865919331,0,0,0,0,0,0,0,0.0730204336716477,0,-0.0502909296342819,0,0.0901120452253214,0,0,0,0,-0.0367529272940869,0,0,0,0,0.065864463300919,0,0,0,0,0,0,0,0.0506114696950383,0,0,0,0,0,0.00395783574314003,0,-0.0236205448704532,0.0247169513199008,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.23061102379693,0,-0.0539887637494216,0.0410231098559962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449978976919815,0,0,0,0,0,0,0,0.0731403846240356,0,0,0,0,-0.0151164658655663,0,0.0690683780042373,0,0,0,0.031634909655571,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0607232442191163,0,0,0,0,0,0,0,0,0,0.152898513233218,0,0,0,0,0,0,0,0,0.0415443793797954,0,0,0.0125318899379879,0,0,0,0,0.127863783301492,0.057010176816878,0,0,0,0.00466225849762533,0,0.060408193596726,0,0.132394811587611,0,0.0280550059367337,0,-0.00931086184120255,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.102162028532712,0,0,0,0,0.0637646980820555,0,0,0,0.00427511749746827,0,0,0.163915377306486,0,0,0.20738149330591,0,0,0,0,0,0.0516572545241851,0,-0.0614954220639602,0,0,0,0,0,0,0,0,0,0,0,-0.0982297962156437,0,0.241292914383428,0,0,0,0.0644193322485036,0,0.0435581382713839,0.0258961016950774,0,0,0,0,0,0
X601898.SH,0,0,0.151698452839608,0,0,0,0,0,0,0.0790584034030116,0,0.329980439700346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300197313146211,0.0722098559436946,0,0,0,0,0.183797391161725,0,0,0,-0.132286729521557,0.0245133210180727,0,0,0,0,0.0196314986496229,0.0569464907446325,0,0,0.0281629240300945,0,0,-0.068200007008574,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.016412202506698,0,-0.0325140017210182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937622371103541,0,0,0,0,0,0,0.0354572469990384,0,0,0,0,0,0,0,0,0,-0.039248043366805,0,0,-0.00409267478161238,0.125919660479114,0,0,0,0,0,0.076795635954056,0,-0.0490020287304735,0.00798464125918085,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0475596233721336,0,0,0,0,0.0765435263753909,0,0,0,0,0.0215833571246669,0,0,0,0,0,0,0.0384845884703878,0,0,0,0,0,0.0642422286875474,0,0,0,0,0,0,0,0.517762232201056,0.0573666962913151,0,0,0.321120929614543,0.0447688364091538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459572221902593,0,0,0,0,0,0,0,0,0.0053335385949874,0.218237712142563,0,0,0,0.0419243765459665,0,0,-0.0168158585627477,0,0,0.140004464443424,0,0,0.0150037050983788,0,0,0.0716546173621475,0,0.0745572992793475,0,0,0,0,0,0.010527368353602,0,0.00787618921880628,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,1.35198682206031e-05,0.0152074879903031,-2.71050543121376e-20,0,0,0,-0.0587695800236592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.586195202646122,0,0,0.0970343363531126,0.0478152381907447,-0.0588744471466403,0.0575497995016215,0,0,0,0.0584003949300639,0,0.0883027148569654,0,0.00607152072211123,0,0.0259013564781744,0,0,0,0,0,0,0
X601600.SH,0,0,0.00765996911265342,0,0,0,0,0.127114616188772,0.0379445767002558,0,0,0,0,0,0,0,0,0.029813723255392,0,0,0,0,0,0,-0.018825386588379,0,0,0.178068353552733,0,0,0,0,0,0,0,-0.0160515912597473,0,0,0.156792193325629,0.0228899354759376,0,0,-0.0126136227286844,0.00710351850087099,0,0,0,0.133256301384306,0,0,0,-0.022404338819256,-0.0320299197206219,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.243555802482643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.450014142119168,0.551517058186866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3662759643266,0,0,0,0,0,0,0,0.643716304938443,-0.572950909094118,0.476533410187319,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.0100172850743124,0,0,0,0,0,0,0,0,0.00679015507604042,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0918940001411678,0,0.0683662619233245,0,0,0,0,0,0,0.120196039030428,0,0,0.0172270850884755,0,0,0,0.0427487284495429,0,0,0.0455856443308304,0,0,-0.0108233843206918,0,-0.0161144389298148,0.00516407616428472,0,0,0,0,0,0
