,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000792.SZ,X000553.SZ,X000629.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0322526311684635,0.135588984913903,0,0,0,0,0,0,0,0,0,0.115932842372304,0,0,0.0505747029513657,0,0,0.0336269944179883,0,8.67361737988404e-19,0,0,0.102262057666868,0,0.0266052998264043,0,0,0,0.038373568615571,0,0,0,0,0.00517038084735888,0,-0.0407940872675323,0,0,0,0,0,0,0,-0.0112767175484279,0.00287559184301837,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0158417774033946,0.0266566376807148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134417908476428,0,0,0.0445476020357517,0,0,0,0,0.0901310924467252,0,0,0,0,0,0,0,-0.00825386346872986,0,0,0,0,0,0,0,0.00667960793905096,0.0208395941118892,0,0,0,0.0271810582481213,0,0
X601088.SH,0,0,0,0,0,0.504280270246382,0,0,5.42101086242752e-20,0.0358684757426177,0.0356260554659729,0,0,0,0,0.0841437573282223,0,0,0,0,0,0,0,0,0,0,0,0,0.053388909556954,0,0,-0.117252588642189,0,0,0.00348468975980449,0,0,0,0,0,0,0,0.00299804563091279,0,0,0,0,0,0,0,0,-0.00631786883190166,0,0,0,0,-0.00209547743566453,0,0
X600585.SH,0,0,0,0,0.151237474077309,0,0,-0.0299875065467281,0,-0.0428893446350319,0.0235072530063679,0,0,0,0,0.401282841245134,0,0,0,0,0,0.0925215891819216,0,0,0,0,0,-0.0346883810078152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166940093688352,-0.0233720513899703,0,0,0,0,0,0
X600309.SH,0,0,0,0.0374902206734774,0,0,0,0,-0.107552494380272,0,0,-0.0377676079458053,0,0,0,0.136419428369981,0,0,0,0,0,0,0,0,0,0,0.169632361199127,0,0.00222917465232137,0.0193706614727407,0,0,0.0847722587265733,0,0,0,0,0,0,0,0,0,0,-0.0872188470041361,0,0,0,0,0,0,0,-0.0301635563475383,0,0,0,0,-0.00524851774884659,0,0
X600019.SH,0,0,0.263469401722766,0,0,0,0,0,0.0336154308388847,0,0.00073347614329128,0,0,-0.0678793220158882,0,0,0,0,0,0,0,0.020488615890317,0,0,0,0,0,0,0,0,0.0442768736356008,0,0,0,0,0,0,0,0.139035104028554,0,0,0,0,0.000103356586120845,0,0,0,0,0,0,4.33680868994202e-19,0.0149331038144984,0,0.0130746658386039,0,0,0.0236814607702479,0,0
X600011.SH,0,0,0,0,0,0,0,1.73472347597681e-18,-0.108119790042171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555725035203149,0.0686577934619429,0,0,0.0654359881660831,0,0,0.0184749790283363,0.0427121128998192,0,0,0,0.0412170883553372,0,0,0,0,0,0,0,0,0.137067346106194,0,0,0,0,0,0,0,-0.043755772233173,0.0284911457361322,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0203374738409983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0843341748527542,0,0,0.0796619002354241,0,0,0,0,1.35217453364168,0,0,0,0,0,0,0.138896868844897,0,0,0,-0.225125859522173,0,0,0,-0.0393239209791566,0.0134602691388205,0,0,0,-0.00463989878005047,0,0
X000708.SZ,0,0,0.74144110810588,0,0,0,0,0,0,0,0,0.357512552132392,0,0,0,0.0702208021607471,0,0,0,0,0,0,0,0,0,0.132168873204901,0,-1.38777878078145e-17,0.161292401853018,0,0,0,0,0,0.207694226484711,0,0.13349305035546,0,0,0,0,0,0,0,0,0,0,0,0.153399907154617,0,0,-0.0300652978006339,-0.0127148547484364,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0636489918210276,0,0,0,0,0,0.419351442253846,0,0,0,0,0,0,0,-0.337424797403268,0,0,0,0.0710593622477925,0,0,0,0,0,0,-0.112968855769044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804943657837773,0.0340521616485486,0,0,0,0.0438669092399391,0,0
X600886.SH,0,0,0,0,0,0,0,-0.117340371900928,0.0893889035197057,0.106050789060569,0,0,0,0,0,0,0,0,0,0,0,0.0672099113574051,0,0,0,0,0,0,0.0535907403592201,0.0560704529633855,0,0,-0.15109158021573,0,0,0,0,0,0,0,0,-0.00979456284641878,0,0,0,0,0,0,0,0,0,0.00272317413394494,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0144429622082891,0,0,0,0.101023582646102,0,0,0,0,0,0,0.0941797048802655,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0102349753388289,0,0.0933999030567611,0.090058740971906,0.153216726660053,-0.019506533325704,-0.0391936724241864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286829023001847,0.0722215442883859,0,0,0,0.164611030940104,0,0
X601600.SH,0,0,0,0.196077548038644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465152630548671,0,0,0,0,0.0426410692017701,0.114663940788472,0,0,0,0.013223895239555,0,0,0,0,0,0,0,0,0,0,0.0576264378720611,0,0,0,0,0,0.0507285719827029,0,0,0.0232517428347909,0,0,0,0,0.00793736529043897,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0604716340868947,-0.022019582134451,0,0.107833717226587,0.0709654033450873,0,0,0.0534458483090653,0,0,0,-0.16305038957776,0,0,0.025351519289446,0,0,0.00572584762924377,0.0587738126762212,0.0529801398670992,0,0,-0.0340404952392704,-0.0380233414442732,0,0,0,0,0,0,0,0,0,-0.015982256197776,0,0,0,0,0,0,0,0,0,0.00203722642878697,0.00115626814465791,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0610638904988259,0,-0.00109198046745758,0,0,0,0,0,0.033707181419403,0,0,0,0,0,0,0.0291080182700265,0.0730267094068681,0.117186161166647,0,0.0593200792333739,0.00743275637519419,0.0638917681910106,0,0.00129820801329234,0.100654795467783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282376013993628,0,0,0,0,0,0
X600801.SH,0,0,0.288914632899923,0,0,0,0.166930207711325,0,0,0,0.05552111789043,-0.119015691029931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394147076151529,0,0,0,0.0195023085492188,0.14472931002554,0,0,0.0675373862204441,0,0.0141717307952137,0,0,0,0,0,0,0,0.00862980600440132,0,0,0,0,0,0,0,0,0.0172235122058449,0,0,0,0,0.0488214843229884,0,0
