,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X000709.SZ,X002466.SZ,X600299.SH,X000629.SZ,X601158.SH,X000883.SZ,X600219.SH,X600808.SH,X000553.SZ,X000401.SZ,X002353.SZ,X600985.SH,X000630.SZ,X000027.SZ,X601699.SH,X600583.SH,X600426.SH,X000825.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189435698946554,0,0,0,0,0,0,0,0,0.00376212714004747,0,0,0,0.0339352085902833,0.0400533776890822,0.0269850528152177,0,0,0,0,0,0,0,0.039075084887347,0,0,0,0,0.0204532024044051,0.0470200816881775,0,0,0,0,0,0,0,1.35525271560688e-20,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045878214009708,0,0,0.0137700297785862,0,0,0,0,0,0.0441878421829561,0,0,0,0,0.0315442026624284,0,0,0,0,0,0.0527000640707857,0,0.0605695215775102,0,0,0,0,0,0.125743412189962,0,0,0,-0.0119800018711674,0,0,0,0,-0.00314271581383764,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959181288876684,0,0.0221210328662444,0,0.0209272738753319,0.0836571335559995,0,0.0643227649526255,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0116891490082311,0,0,0,0.108481002740706,0,0,0,0,0,-0.014924815890237,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.127056355328871,0,0,0,0,0,0,0,0.118902788028646,0,0,0,0,0,0.368649259341964,0,0,0.00768004029016371,0,0,0,0,0,0.0441231655400678,0,0,0,0,-0.0314747139679458,0.00171850156741241,0,0,0,0,0.0139603093503766,0.0785030195708528,0,0,0,0,0,0,0,0,0,0,-0.00376958454242842,0,0,0,0,0.0163296799777811,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215837012825423,0,0,0.0672013572347752,0,0,0,0,0,0,0,0,0,0,0.0880742240146758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021755056831358,0,0,0,0,0.00886853798918898,0,0
X600309.SH,0,0,0,0.265653206809534,0,0,0.0813699215098557,0,0,0,0,0,0,0,0,0,0,0.263587086673731,0,0,0.048026168296502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451771887028468,0,0.014778074072249,0.0745626709918462,0,0,0,0.124485213930689,0,0
X600011.SH,0,0,0,0,0,0.00296936512863627,0,0.0279673699050218,0.0754223958197438,0,0,0,0,0,0,0,0,0.0158549512304072,0,0,0,0,0.0356213859006847,0.353226583827497,0,-0.144556727534013,0,0,0,0,0,0,0,0,0.110093828776056,0,0,0,0,-0.0323464280849744,0,0,0.169411229140783,0,0,0.0602733498344079,0,0,0,0,0,0.0117600460584919,-0.0150205145105493,0,-0.415101303268031,0,-0.00903511445648514,0,0
X600547.SH,0,0,0,0,0,0,0.198705209746968,0,0,0,0,-0.124053031968301,0,0,0,0,0,0,0,-0.16208553492156,-0.00460188629234433,0,-0.0281408814631433,0,0,0,0.824176358889113,0,0,0,0,0,0,0,0,0,0,0,0,0.120868302955248,0,0,0,0,0,0,0,0,0,0.205490317894801,0,-0.083283782164125,0.129727937858431,0.193040046217134,0,0,-0.0284324518575981,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.155317732521251,0,0,0,0,0,0.198678461868627,0,0,0,0.162170733573498,0,0,0.0158354024507141,0,0,0,0,0,0.0281258543736142,0,0.0505372166599696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517895190226574,0,0,0,-0.0164984437499912,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.181565834506081,0,0,0,0,0,0,0.305865911946848,0,0,0,0.0273657315687086,0,0,0.0230388694640466,0,0,0,0,0,0.0183850412836304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161989082745068,0,0,0,0,-0.0278799979916362,0,0,0,-0.0108288876819086,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.103088582621997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402476218322774,0,0.0434946003518706,0,0,0,0.0147921433859154,0,0,0,0,0,0,0.16275296183792,0.0244516482327149,0,0.0412652508885035,0,0,0,0,0.12416779717078,0,0,0.00694054028867008,0,0,0,0,0.0244139279519525,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144629865679275,0,8.67361737988404e-19,0,0,0.0018360794418996,0.042235668592705,0,0,0,0.205099151837027,0.0171253944309431,0,0,0,0,0,0,0,0,0,0,0.0099133386776159,0.037769345378493,0.0582436453967915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187603182849637,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112236490327947,0,0.0160107458106907,0,0.0586535356808952,0,0.0612778923873757,0.0127586882008858,0.157655843953582,0,0,0,0,0.0449154608981326,0,0,0,0,0.0336315449448907,0,0,0,0,0,0,0,0.0701659026227764,0,0,0,0,0.0325797032582754,0,0,0,0,-0.00677086852076479,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.130878728387447,0,0.0686528279041009,0,0,0,0,0,0.0108421988746142,0,0,0,0,0,-0.169843027730307,0,0,-0.0162280417366641,0,0.0413373788390582,0,0,0,0.0317411442613405,0,0,0,0,0,0,0,0,0,0,0,0,0.193537981786651,0,0,0.0989642746494034,0,0,0,0,0,0,0,0,-0.00999920455798247,0.0357905586266584,0,0,0,-0.0106220679221896,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245613959408105,-0.000394257618805109,0,0,0,0,0,0,0,0,0,0,0,0.0786099133906054,0,0,0,0,0.106371823354571,0,0,0,0,0,0,0.115952248245587,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.246853017329084,0,0,0,0,0,0,0,0,0,0,0,0.149333665100878,0,0.0726539869307188,0,0,0,0,0,0.112051723271937,0,0,0,0,0,0,0,0,0,0,0,0,0.0562951972825749,0,0.065639276259624,0,0,0,0.0560509168158768,0,0.12213219871215,0,-0.0416989237271852,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.00297754630236402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863320349113208,0,0,0,0,0.0258108105408078,0.0437879709638535,0,0,0,0,0.0322784684254161,0,0,0,0,0,0,0,0,0.108569714680862,0,0,0,0,0.231236217437598,0,0,0,0,0,0,0,0,0.0193546765375603,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.264101131042327,0,0,0,0,0,0,0,0.355493256612935,0,0,0.482388299560669,0,0,0.343164318404021,-0.173152702496312,0,0,0,0,0,0.144894756981916,-0.276318502659297,-0.0796340096039617,0,0,0,0,0.214857577967604,0,0,0.116005530182951,0,0,-0.865969479752301,0,0.183301842216686,0,-0.0543570259889455,0,-0.00854004108861245,0,0,0,0,0.0990156993169977,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0227422244449671,0,0,0.0296768590964749,0,0,0,0.02515080766696,0,0.0172626047610712,0,0,0,0,0.0123175593874356,0.213211814354954,0,0,0,0,0,0,0,0,0,0.0942275189608827,0,0,0,0,0,-0.0462238525032058,0,0,0.0571258600922926,0,0,0,0,0,0,0,0,-0.0137008669859154,-0.00433447030896787,0,0,0,0,0,0
X600801.SH,0,0,0,0.2016846356216,0,0,0,0,0,0.103593838000773,0,0,0,0,0,0,0,0.100661539025776,0,0,0,0,0,0,0,0,0,0,0.238107985386456,0.115522463742608,0,0,0,0,0,0,0,0,0,0,0.0907338190330576,0,0.25896520343573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318121384343204,0,0
X600111.SH,0,0,0,0,0,0,0,0.011614870547523,1.12202404050937,0,0,0,0,0,0,0,0,0,0,-0.134934094448338,0,0,-0.0902409610838843,0,0,0,0,0,0,0.22138018392954,0.022733370881212,0,0,0,0,0,0,0,0,0,0,0.0483212838173682,0,0,0,0,0,0,0,0,0,-0.0244190054953779,-0.159058040293637,0,0.3965303651048,0,-0.12766823134539,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229162951531917,0,0.00489721069882122,0,0.146163543707802,0.00847558818235621,0,0,0.10088616421365,0,0,0,0,0.137934303813129,0,0,0,0,0.0457751483789454,0,0,0,0,0,0,0.0633538136342812,0,0,0,0,0,0.050893067848075,0.110538148467422,0,0,0,0,-0.0306072004550696,0,0,0,0.0180302722023745,0,0
X000723.SZ,0,0,0,0,0,0.11797225264966,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.296882514065997,0,0,-0.157776041201958,0,0,0,0,0.0382840480204781,0,1.318992387556,0.0133252929585867,0,0,0,0,0.0820155016695928,0,0,0,0,0,0,0,0.4036008392852,-0.285120451800222,0,0,0,0,0,0,0.136419654915473,0,-0.061962608407729,0.112790060379777,0,0,0,0,0,0
