,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X600985.SH,X000933.SZ,X000877.SZ,X002128.SZ,X000630.SZ,X000807.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X000932.SZ,X002353.SZ,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.510107565791346,0,0,0,0,0.0100721405549092,0.138693648957479,0,0,0,0,0,-0.0879937814377253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.10638288463126,0,0,0,0,-0.0421000938065657,0,0.00412591685866309,0,0,0,0,0,0,0,0,0,0,0.0126312987549645,-0.077540822852589,0.0232043526369938,0,0,0,0,0,0
X601088.SH,0.141646276801705,0,0.0884345861687905,0,0.106147482336486,0,0,0,0.0735751298144549,0,0,0,0,0,0,0,0,0,0,0,0.173090465744508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102018106416265,0,-0.0501464105360061,0,0,0,0,0,0,0.00137847470683494,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0642248255215951,0,0
X600028.SH,0.456454411240804,0,0,0,0,0,0,0,0,0,0,0,0.0448023384390162,0,0,0,0.0446036821425778,0,0,0,0,-0.0589593115668325,0,0,0,0,0,0,0,0,0,-0.0157520437476428,0,0,0,0,0.0777286362635438,0,0,0,0,0,0,0,0,-0.0840924980810547,0,0,0,0.0859112424614597,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0349054340372189,0,0,0,0.033230067769079,0,0,0,0.0852202734599768,0,0,0,0,0,0,0,0,0,0,0.0178277558667745,0.00769181348719987,0,0,0,0,0,0,0,0,0,0,-0.196486366733622,0,0,0.142044924487193,0,0,0,0,0,-0.0509436195135435,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.102792600280475,0,0,0,0,0.0571753142907793,0,0,0,0,0,0,0,0,0,0.206563355365497,0,0,-0.0332441617858815,0,0,-0.016629524981759,-0.048060948883219,0,0,-0.200641339317272,0.308322489825504,0.0451745154335388,0,0.0001535486923526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168894074125102,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0605315225394565,0,0,0,0,0,0,0,0,0.0784486082387274,0,0,0,0.131186166872228,0,0,0,0,0,0,0,0,0,0,0.352755236779535,0,0,0,0.0047928956601402,0,0,0,0,0.059887115339725,0,0.0829217301615192,0,0,0,0,0.133404185943959,0,0.00856585740758319,0,0.158749889710754,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0123441858002487,0,0,0,0,0,0,0,0,0.0512118304432803,0,0,0,0.18535828039699,-0.0129295010076642,0,0,0,0,0,0,0,0.0648587318325086,0,0,0,0,0,0.0722836664188336,0,0,0,0,0,0.044170743603387,0,0.0253311090437708,-0.0251691231930138,0.0112549743880489,0,0,0,0,0.298855450372222,0,0,0,0,0,0.0179563838290434,0,0,0,-0.0346368923679746,0,0
X600011.SH,0,0,0,0,0,-0.00310032899704624,0,0,0,0,0,0,0,0.388132978201758,0,0,0,0,0,0,0,0,0.27826786991492,0,0,0,0,0,0,0.0933952614641533,-0.0452029717597898,0,0,0,0.118065049435645,0,0,0,0,0,0,-0.167917371107092,0,0,0,-0.0200733724449878,0,0,0,0,0,0.019228154440286,0.0349323785463524,-0.0519432948556174,0,0,-0.0284312351921441,0,0
X601600.SH,0,0.0347149852352088,0,0,0,0,0,0,0,0,-0.0268814531512416,0,0,0,0,0,0,0,0,0,0,0,0,0.109250185215979,0,0,0,0,0.229115153683626,0,0,0,0.0909687277867894,0,0,0,0.254445996709231,0,0,0.240882374296688,0,0,0,0,0,0,0,0,0,0,0,0.0336941814849234,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291092099697982,0,0,0,0,0,0,0.0488878663799188,0,0.0216644784798255,0,0,0,-0.00932112280833839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070923754076943,0.0121997678629946,0,0,0,-0.207226467867677,0,-0.00778903099651369,0,0,0,-0.073412794517491,0,0
