,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600010.SH,X600027.SH,X600160.SH,X600111.SH,X600803.SH,X002460.SZ,X601991.SH,X000983.SZ,X600426.SH,X000301.SZ,X601699.SH,X000807.SZ,X002466.SZ,X002128.SZ,X000630.SZ,X600219.SH,X000877.SZ,X000933.SZ,X601168.SH,X000786.SZ,X600176.SH,X600985.SH,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002409.SZ,X600282.SH,X002271.SZ,X600348.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.456340157318239,0,0,0,0,0.0837157042046825,0,0.0929369979757303,0,0,0,0,-0.196070269277059,0,0.0583601835358467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038834339578831,0,0,-0.000853825474411395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785438969525204,0,0
X601088.SH,0.173887603554809,0,0,0,0,0,0.097073476438844,0,0,0.092123402264443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155603928447882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733577821922284,0,0,0.0620459573105689,0.00520505194348946,0,0,0,0.0406217520031367,0,0
X600028.SH,0.411723075517349,0.121228629922058,0,0,0,0.0741382338513774,0,0,0,0.047491578857443,0,0,0,0,0,0,0,0,0,0.0110705890923447,0,0,0,-0.00448181095952215,0,0,0,0,0,0.0150452667553153,0,0,0,0,0,0,0,-0.0717647374865774,0,0,0,0,0,0,0,-0.0547394976475364,0,0,0,0,0,0,0.0268324555990515,0,0,0,0,0,0
X600309.SH,-0.167861639218847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014338043586157,0,0,0,0,0.0165578109694334,0,0.0557414531024792,8.67361737988404e-19,0,0,0.115723318615115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837102615259102,0,0,0.0205265505884681,0.204375754103968,0,0,0,-0.00780346841371464,-0.0142779746585981,0,0,0,0.0187852030764813,0,0
X601898.SH,0,0,0,0,0,0,0.0650956182672561,0,0,0,0,0,0,0,0,0,0,0.0466438658469734,0,0.0477822954633964,0.0799004398617035,0,0,0,0,0,0,0,0.264285568240559,0,-0.038305312045155,0.0357322392641773,0,0,0,0,0,0,0,0.243831046145265,0,0,0,0,0,0,0,0,0.00674632321787079,0.0405720349997993,0,0,-0.0139395429416632,0,0,0,0,0,0
X600019.SH,0,0,0.0252899677996801,0,0.210136938834613,0,0,0,0,0,0,0,0,0,0,0,0,0.0167265271024123,0,0.120559220546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218831018607824,0,0,0,0,0,0,0,0,0,0,0.0693714377334022,0,0.327668333774479,0,0.0449269217657392,0,0,0,0,0.0527809654929512,0,0
X600188.SH,0.113304039954184,0,0,0,0.184858780219489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213303780138118,0,0,0.0867102030183476,0,0,0,0,0,-0.0680232214427934,0.0202280469224555,-0.0347750536509206,-0.134168244665543,0,0.261305110527359,0,0,-0.25510824183635,0,0,0,0,-0.0535857888178245,0.406191996287406,0,0,-0.0756144002839339,0,0,0,0,0.0220004256994984,0,0
X600011.SH,0.077527786086935,0,0,0,0,0,0,0,0,0,0,0,0,0.202952401846742,0,0,0,0,0,0.30040559833196,0,0,0,0,0.290989353553452,0,0,0,-0.145066826989134,0,0,0.0447358105231784,0,0,0,0,0,-0.0533809250634093,-0.0349473573634839,0,0,0,0.0800317992685424,0.0570252344054087,0,0,0,-0.0784018868890298,-0.00241300139882509,0,0,0.0139909996363221,0.0563812849194908,0,0,0,-0.0285752233062699,0,0
X600886.SH,0,0,0,0,0.0655795501350097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273601370388994,-0.0581468403590773,0,0,0,0.0013482790344362,0,0,0,0,0,0,0,0,0,0,-0.129786427615346,0,-0.0779165915444308,0,0,0,0,0,0,0,0,0,0,0.166768451662533,0,-0.168127339614175,0,0.00257434273488683,0,0,0,0.0634324530626828,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207350219136835,0,0,0,0,0,0,0,0,0.334850089336657,0,0.0175492877570156,0.172941582215474,0,0,0.245240284644852,0.0721693637578411,0,0,0,0,0,0.0630558326784936,0,0,0,0,0,0.0206060753992545,0.0364747982225962,0,0,0.0124339375813156,0,0,0,0,0,0
