,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600886.SH,X000792.SZ,X601898.SH,X600010.SH,X600801.SH,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X002466.SZ,X600176.SH,X600489.SH,X000723.SZ,X000401.SZ,X600426.SH,X600516.SH,X000898.SZ,X002075.SZ,X601158.SH,X600219.SH,X000932.SZ,X000553.SZ,X600583.SH,X002353.SZ,X000883.SZ,X600126.SH,X000709.SZ,X600486.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077122401772978,0,0,0.0889873005814928,0,0,0.0645927255678486,0,0,0,0,0,0.0174469306818897,0,0,0,8.21854841925635e-05,0,0.1507000656626,0,8.67361737988404e-19,0,0,0,0.0272109648852224,0,0,0,0,0,0,0.18047205674616,0,0,0,0,0,0,0.00430316776314944,0,0,0,0,0,0,0
X600028.SH,0.438215376457541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883456367427173,0,0,0,0,0,0,0.056241692740437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686360846081045,0,0,0,0,0,0,0,0.00865915619147918,0.0100133543124661,0,0,0,0,0,0
X601088.SH,0,0,0,0.107943811261488,0,0,0,0,0.346412476414653,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.126135760106776,0,0,0,0,0,0,0.258990967228536,0,0.0042511333404791,0,0,0.0270568375815786,0,0,0,0,-0.028555834387353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262744105157913,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0251466909345539,0,0,0.40764268958,0,0,0.17937203937728,0,0.0538333705160016,0,0,0,0,0,0,0,0,0,0,0,0,0.139594549820745,0,0,0,-0.0265196658283453,0,0,0,0,0,0,0,0,0,0.0271477501297261,0,0,0,0.0161520063479701,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824336122850102,0,0,0.0503047203878999,-0.0246546399183558,0,0,0,0.0950089564189115,0,0,0,0,0,0.118978315984927,0.246457712768465,0,0,0,0,0.045409770093556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00503181858926496,0,0,0,0,0,0,0,0,0.156185695806141,0.00693171753172845,0,0,0,0,0,0,0,0,-0.00843588876990824,0,1.05540760454684,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0936845731781703,0,0,0,0,0,0,0,0.0359890922862755,0.0241485107389891,0.0244557873167135,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0154033606235933,0,0,0,0,0.028303545104911,0,0.064943315638407,0.258641579595241,0.0709744874469606,0.115843746944752,0,0,0,0,0,0,0,0,0.009160632526438,0,0,0,0.0292222560136942,0,0,0,0,0,0,0,0,0.019918432941424,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.255690755900765,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.169099209350449,0,0,-0.0223629627523948,0.378531174187456,0,0,0.163749833828359,0,0,0,-0.0336603284566907,0,0,0,0,0,0.0232281563612875,0,0.184065322840881,0,0.053283724565061,0,0,-0.10814419907852,0,-0.00435692543920415,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939159928093961,0,0,0,0,0,0,0,0,0,0.706261550371227,0,-0.0471935485164084,0,0,0.0638102611134066,-0.00534234084238615,0.00059578930538502,0,0,0,0,0,0,0.151684651450781,0,0,0,0,0,0,0,0,0,-0.0347683594734346,0.0116147069324375,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0566718964913206,0,0,0,0,0.210270345344699,0,0,0,-0.124067473624358,0.0435549733716933,0,0,0,0,0,0,0,1.38777878078145e-17,-0.035912933218231,0,0.14803816533591,0,1.73472347597681e-18,0,0,0,-0.0810652319125664,0,0,0,0,0.0833166984152098,0,0.352959986340675,0.0466274404046977,0,0,0,0,0,0.0281883699497009,0.0159397893797954,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139742353798478,0,0,0,0,0,0,0,0,0,0.180326891246066,0,0,0.17550163527077,0,0,0,0,0.166626594368586,0,0,0,0,0.126189734892782,0.292683304117198,0,0,0,0.270640960345586,0,0,0,-0.0180206422377164,0.015791184749183,-0.406211641129477,0,0,0,0,0
X600886.SH,0,0,0,0.074385262960475,0.336707824961148,-0.0488957148181722,0,0,0,0,0,0,0,0,0,0,0,0,0.0887236931690508,0,0,0,0,0,0,0,0,0.0586416653098234,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0659023239181284,0,0,0,0,-0.0375697185769333,0,0,0,0,0,0.0149742235061618,-0.00421335795269878,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,-0.0974828584435325,0,0,0,0,0,0,0.213945045928717,0,0.0206452865787648,0,0,0,0,0,0,0.0734606298750222,0,0,0.302155246298309,0,0,0,0,0,0,0,0.0210397112905247,0,0,0,0,0,0,0,-0.0540288063893979,0,0,0,0,1.73472347597681e-18,-0.00133793671692002,-0.0721569971967396,0.128455854807377,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863497304198422,0.349595542431887,0,0,0,0.0399407890440921,0.0817646008943851,0,0.0264740941441381,0,0,0,0,0,0,0,0,0.0171935625894032,0,0,0,0,0.0473796818719827,0,0,0,0,0,0,0,0,0.0014854394514217,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0421068162367017,0,0,0,0,0,0,0,0,0,0,0.138519323923513,0,0.0869769327438669,0,0,0.0135710948662401,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0308550691053015,0,0.0808108285180609,0.0740464036857547,0.0244281350227649,0,0,0,0,0,0,0,0,0,0,-0.00560759649418457,0,0,0,0,0,0
X600801.SH,0,0,0,0.525274201745355,0,0,0,0,0,0.0995729417654205,0,0,0,0,0,0,0,0,0,0,0,0.0439373505882075,0,0,0,0,0,0,0,0,0,0,0.0888963544404208,0.297956797141547,0,0,0,0.0261132706271836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310689288124291,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.00858489669970797,0,0,0.0132344996711755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394566848559675,0.218710982812309,0,0,0,0,0.0385156723054703,0,0,0,0.0170417771845129,0,0,0.14772342674795,0,0,0,0,0,0,0,0,0,0,0.00493000932644056,1.0842021724855e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.241493774929559,0,0,0,0,0,0,0,0,0.123696854729708,0.186680967700822,0,0,0,0,0,0,0,0,0,0,0,0.0414595945870494,0,0.107545832526196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478785584440379,0.00926876133565001,0,0,0,0,0,0
