,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X601992.SH,X000027.SZ,X600583.SH,X002466.SZ,X000539.SZ,X600309.SH,X000630.SZ,X000792.SZ,X600623.SH,X600098.SH,X600352.SH,X600160.SH,X000709.SZ,X000883.SZ,X600660.SH,X000898.SZ,X600021.SH,X002470.SZ,X600489.SH,X601918.SH,X600863.SH,X000060.SZ,X600547.SH,X600808.SH,X002004.SZ,X300072.SZ,X600578.SH,X600307.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.614686166222958,0.0450244040647632,0,0,0,0,0.056600588034564,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0259252483281945,0,0,0,0,0.0182281652183999,0,0,0,0,0.0233544871859066,0,0,0,0,0,0,0.0523609692503813,0,0,0,0.00800007568101156,0.0232398377018326,0,0,0,0,0,0,-0.012833848787095,0,0,0.00413279709816069,0,0,0,0
X600028.SH,0.24346591563151,0,0.116916781776795,0,0,0,0,0,0,0,0,0,0,0,0.0916121326147809,0,0,0.056570064305015,0,0,0,0,0.209046956756145,0.0521762740716402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199425026522612,0,0,0,0,0,0,0,0,-0.0255471411399672,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.543547114482482,0,0,0.249761487584398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039660157629489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00492850917230406,0,0,0.0541018505305279,0,0,0,0
X600011.SH,0,0,0.127473688771218,0,0,0,0,0,0,0,0,0.441515248064917,0.1087524494925,0,0,0,0,0,0,0,0.12315515803453,0,0,0,0,0,0,0,0,0,0,0,0,0.0620693336681466,0,0,0,0.106639197185065,0,-0.07415311518154,0,0,0,0,0,0,0,0,0,0,0,0.00203042457376311,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0178138094943506,0,0,0,0,0.141395090723739,0.175439856826435,0,0.286245489290542,0,0,0,0,0.0807292801621863,0,0,0,0,0,0,0,0,0,0,0,0.0802907598326598,0,0,0,0,0,0.0128664576178423,0,0,0.112729104065558,0,0,0,0,0,-0.0158603978254833,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.122253617346291,0,0,0,0,0,0.201580864458321,0,0,0,0,0.0320027672882277,0,0,0,0.0538050825009107,0,0,0,0.0985252091819562,0.0514263105846412,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.194330395731546,0,0,0,0,0,0,0,0,0,-0.0272100070559281,0,0,0,0,0,0,0
X600585.SH,0,0,0.202791482239559,0,0.00620347283370098,0,0,0,0,0,0,0,0,0,0,0.0616378852983603,0,0,0,0,-4.33680868994202e-19,0,0.0262726019615126,0.12838310071867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360671428043954,0,0,0,0,0,-0.0539544234802732,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.264335999824994,0,0,0,0,0.0509730837052002,0,0,0,0,0.142504660291661,0,0.0901568245183112,0,0.0197161607599832,0,0,0,0,0,0,0,0,0,0,0,0,0.411118862530636,0,0,0.0847412613473151,0,0,0,0,0,0,0,0,0,0,-0.0114297470676453,-0.000516207310402206,0.0210463142719024,0,0,0,0,0
X600795.SH,0,0,0,0.319297115409542,0,0,0,0,0,0,0.00403453182791815,0,0,0,0.0401277216154621,0,0,0,0,0,0.0109255519870956,0,0,0.018930326507944,0,0,0,0,0,0.0266128418214015,0,0,0,0.0158132063814703,0,0,0,0.0703784462806549,0,0,0.015167726015533,0,0,0,0.0861088805787617,0,0.0206463708885442,0,0,0,-0.0496018721841529,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292720028678757,0,0,0.0283646719246063,0,0.0732251685653598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108045496480644,0.0389594370342446,0,0,0,0,0,0,0,0.128335565430858,0,0,-0.0447730298625,0.0115738072777982,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714743143522465,0.125536735617123,0,0.108087928687068,0,0.110711883020653,0,0,0,0,0,0.0578260219873717,0,0,0,0,0,0.272029065980821,0,0,0,0,0,0.189583761141501,0,0,0,0,0,0,0,0,-0.0127306220850488,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.339471503124665,0,0,0,0,0,0,0.0461142257709761,0,0,0,0,0,0,0,0.180740345082715,0,0,0,0,0,0,0.0125908754188266,0,0.0542750190695015,0.00118233673384119,0,0,0,0,0.0735809331421008,0,0.0387758258308052,0,0,0,0,0.0730045777055634,0,0,0,0,0,0,0,0,0,-0.0125541216958859,7.05807282778994e-05,0,0,0,0,0,0
X600027.SH,0,0,0,0.300530543097749,0,0,0,0,0,0,0.2766727517361,0,0,0,0,0,0,0,0,0,0,0.0271125987905086,0,0,0,0,0,0,0,1.73472347597681e-18,0.00610603563686448,0,0,0,0,0,0,0.0169476000852089,0,0,0,0,0,0,0.00654889401296848,0,0,0,0,0,-0.0535201248987903,0.0152239164354025,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.224473847077788,0,0,0,0,0,0,0,0,0,0.0500147332443697,0,0,0.158463936222924,0,-0.0367381201439954,0,0,0,0.271986341903421,0,0.0667259778029483,0,0,0,0,-0.417854065557061,0,0,0,0,0.0354762791736437,0,0,0,0,0,0,0,0,0,0,0,0,-0.112635796143216,-0.0992869650880827,-0.123302339687771,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.189126970376879,0,0.144841673526423,0,0,0,0,0,0,0,0.00942175881100348,0,0,0,0.181278509053531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148908937044096,0,0,0,0,0.00474001688552481,0,0,0,0,0,0.303611804911236,0,0,0.0275067142628227,-0.0628226992572032,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.229411226919068,0,0,0,0,0,0,0,0,0,0.0641572555655171,0,0.0617885086992674,0.0758393940470945,0,0.0813093647097275,0,0,0,0,0,0,-0.00273624267204492,0,0,0,0,-0.0392288293131338,0,0,0,0,0,0,0,0.119178372981796,0,0.199254122485265,0,0.0126107871778111,0.0398424592274638,0,0,0,0,0,0.00333218866906226,0,-0.08345434347242,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0446555742303322,0.217053485176164,0,0,0.0199823464413108,0,0.189069129534101,0,0,0,0.013081022385098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183891329707585,0,0,0,0.0781842018539217,0,0,0.0871088611148702,0.252852374164226,0,0,0,0,0,0,0,0,0.0189928957564824,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.182426719261893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873225345339758,0,0,0.169148259395876,0,0,0,0,0.0525905967310489,0,0,0.00138202184120857,0,0.0958631116427541,0,0.0846297358553987,0.152686247625528,0,0,0.0829514144264636,0,0,0,0.0349074574258737,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0867197113453562,0,0,0,0,0,0.37147058918083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371390326732319,0.0154889194091255,0,0,0,0.0623240777181393,0,0.0888784655023102,0,0,0,0,0,0.160314105628565,0,0,0,0,0,0,0,0,-0.00386051752707224,-0.0116983450439354,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.10790771044609,0,0,0,0,0,0,0,0,0,0,0.273603962587576,0,-1.73472347597681e-18,0,0,0,-0.0841101138420849,0,0,0,0,0,0,0,0,0,0,0,0.134107229181847,0,0,0,0,-0.0767962487032595,0,0.453138263738831,0,0,0,0.0212396238742151,-0.0304626059720366,0,0,0,0,0,0
X601992.SH,0,0,0,0.159179204714758,0,0,0,0,0,0,0,0.188263553123707,0.0847147421655399,0,0.112905314829461,0,0,0,0,0,0,0.045612591037259,0,0.0696079013154531,0,0,0,0,0,0,0,0,0.0183177561219744,0.0305003602577934,0,0,0,0,0,0,0,0.103252810374453,0,0,0,0.261624585126803,0,0,0,0,-0.0184589809138631,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.1212441115955,0,0,0,0,0,0,0.0250453946902253,0,0,0,0,0,0.033943281250212,0,0,0,0,0,0,0,0,0,0,0.20986938273671,0,0.064766422102633,0,0,0.185399661494442,0,0,0,0,0,0,0,0,0,0.215953044082485,0,0,0,-0.0293676229972327,0.0204161862215564,0,0,0,0,0,0
X600583.SH,0,0,0.0729590151100382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179044658206596,0,0.103651432212321,0.0817259300603459,0,0,0,0,0,0,0.276849002095099,0,0,0,0,0,0,0.0330200119768274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00846892493645706,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121912349384464,0,0,0,0,0,0.138278000919032,0.215167511210918,0,0,0,0,0,0,0,0.100235710145161,0,0,0,0,0,0,0,0.0439030540940883,0.543815280222808,0,0,0,0,0,-0.00401924428820158,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.495513778731087,0,0,0,0,0.0625278859297834,0,0,0,0,0,0,0,0.094671374815731,0,0,0,0,0,0,0,0.0383165481262098,0,0.00714536239706413,0,0,0,0,0,0,0,0,-0.0418413630101246,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.385072677972063,0,0,0,0,0,0.157642564518321,0,0,0.0148888433742099,0,0,0,0,0,0,0,0,0,0.00986855641052475,0,0,0,0,0,0,0.130688489546577,0,0,0,0.0702771609779804,0,0,0,0,0,0,0,0,-0.0114435322012179,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129554322221967,0.0588599674521274,0,-0.160697749126157,0,0,0,0,0.148175489245211,-0.261015473905134,0,0,-0.0674275679869911,0,0,0,0,0,0,0,0,0,0,0,0.234473216456532,0,0,0,0,0,0.0308905238693046,0.03918176435861,0,0,0,0,0,0
