,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600795.SH,X600188.SH,X600111.SH,X600352.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X000786.SZ,X600176.SH,X000709.SZ,X002460.SZ,X600489.SH,X002271.SZ,X600516.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600583.SH,X601699.SH,X600985.SH,X000027.SZ,X000401.SZ,X600339.SH,X000825.SZ,X600612.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.098781762681981,0,0,0.0251375332119364,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142658819745462,0,0.0577838880648082,0,0,0,0,0,0,0,0,0,0,0,0.0538290547975054,0,0.0105680284318817,0,0,0,0,0,0,0,0.0531660947421224,0,0,0,0.052685604396213,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.140896350892384,0,0,0,0,0,0.0291253008738686,0,0,0,0,0,0,0,0,0.129727850989505,0.0429495270656342,0.0256417702374493,0,0,0.0163713846633036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509455429970499,0,0,0,0.0629497565510333,0,0,0,0,0,-0.0306766862163365,0,0,0,-0.00290142783141761,0,0
X601088.SH,0,0,0,0.0177921047595954,0,0.0155207540032401,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.140743849341487,0,0.210727670207394,0,0,0,0.1227943778149,0,0,0,0,0,0,0,0,0,-0.0150940175347524,0,0,0,0,0,0,0.135184089686837,0,0,0.0597500761447121,0,0,0,0,0,0.0445137189941349,-0.0756370450689103,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.120622591289579,0,0.0441292924330529,0,0,0,0,0,0.0436984154958601,0,0,0,0,0,0,0.0305393414009729,0.353536450910678,0,0,0,0,0,0,0,0,0,0.058388018335491,0,0,0,-0.0404575789913395,0,0,0,0,0,0,0,0,0,0.0666688813511946,0,0,0,0,0,-0.0096358284930983,0,0,0,0,0.0272099730898385,0,0
X600019.SH,0,0,0.0694854430811081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162751600422493,0,0,0.0560432196559826,0.227728048920545,0,0,0,0,0,0,0,0,0,0,0,0,0.0983065195932198,0.0545802196573598,0,0,0,0,0.00661677074347077,0,0,0,0,0.00407530089068288,0,0,0,0,0,-0.00527949463861029,-0.0463740221910196,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.155919547510509,0,0,0,0,0,0,0,0,0,0,0,0,0.191785970535512,0,0,0,0,0,0,0,0,0,0,0,0.228275657202824,0,0,0,0,0.0284556809780627,0,0,0,0,0,0,0.0560106506041401,0.449269930636484,0,0,0,0.302707302614063,0,-0.0352831208701033,0,0,0,0,0,0.0208093508865313,0,0
X600011.SH,0,0,0,0,0,0.0918899228808829,0,0,0.119706031855396,0,0,0,0,0,0,0,0.0256889642362989,0,0,0.151281224601763,0.01369856264531,0,0,0,0.312596000857969,0.0494432358164297,0,0,-0.0285812044569204,0.124703290798653,0,0,0,0,0,0,-0.0807215783846349,0,0,0,0,0,0,0,0,-0.0416726758399022,0,0,0,0,0,0.0398733153882235,-0.0601229743957877,0,-0.202853207559945,0,0.0139946017265141,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613507044802185,0,0.00591117671936125,-0.0010799815208705,0,0,0,0,0,0,0,0.932575308253197,0,0,0,0,0,0,0.0655271708082023,0,0,0,0,0,0,-0.00566808165707411,0,0,-0.00921009684044988,0,0,0,-0.0818960907411834,0.00281267830679974,0,0,0,0,0.0142534716699934,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0710065550162648,0,0,0,0,0,0.230951983882064,0,0,0,0.0200351937664879,0,0,0,0,0,0,0,0,0,0,0,0,0.0580615124634223,0,0,0.0831266152636607,0,0.388513145660941,0,0,0.0392719085652534,0,0,0,0,0,0,0,0.144143809263765,0,0,0.00150308827794032,-0.00815049474575759,0,0,0,-0.016139300106475,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.340762602596451,0,0,0,0,0,0,0.179047034510115,0,0.146542106817514,0,0.0410841777617033,0.00577632847636184,0.0238210504560081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433207579300889,0,0,0,0,0,0.0616297964517333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205836272016138,0,0
