,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601898.SH,X601600.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600801.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600612.SH,X600516.SH,X600299.SH,X600426.SH,X000709.SZ,X002460.SZ,X601158.SH,X000883.SZ,X002466.SZ,X000629.SZ,X600219.SH,X002353.SZ,X600583.SH,X000630.SZ,X000027.SZ,X000553.SZ,X600315.SH,X601699.SH,X600985.SH,X000825.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078542245626979,0.0279799612070574,-0.00608962594082656,0,0.0344995122538759,0,0,0,0,0,0,0.0329859384568499,0,0.0548070593743649,0.0626676543222687,0,0,0.0235163997484976,0,0,0,0.0728643036485497,0,0.0305744340072785,0.0710236901564038,0,0,0,0,0,0,0,0,0,-0.00515666037813903,0.00586826254005258,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0827097002323775,0,0.0131940595496791,0,0,0,0,0,0,0,0,0,0.113578404755958,0,0.000691406821056766,-0.0531757137601979,0,0.00634846502052352,0.00932614333267622,0,0,0.0541381691329317,0,0,0.0301828490166341,0,0.00289135877200751,0.043846635422783,0,0,0,0,0,0,0,0,0.0342342965499137,0,0,0.00745292611220238,0,0,0,0,0,0,0,-0.0229352907432473,0.0212749365095026,0,0,0,0,0,0
X601088.SH,0,0,0,0.222356142771892,0.0446894533977334,0,0.0231666692647925,0,0,0,0.0424020510333007,0,0,0,0,0,0.131991862121158,0,0.0466749065414274,-0.0412968668709288,3.46944695195361e-18,0,0,0,0,0,0.0398608309721656,0,0,0,0,0,-0.0157551957919832,0,0,0,0.214152800396623,0,0,0,-0.116907668860836,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0233911106438628,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0485222567684088,0,0,0,0,0,0,0,0.0962654206718696,0,0.398755279885472,0,0,0,0,0,0.255582182153317,0,0,0,0,0,0,0,0,0,0,0,0.0246835910608194,0,0,0,0,0,0,0,-0.0642386045208938,0.0160282718239436,0,-0.00568705206345779,0,-0.0162057952252429,0.0129120004606755,0,0,0,0.0251576978239191,0,0
X600309.SH,0,0,0,0,0,0,-0.0258200042919741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714722862535928,0,0,0,0,0,0,0,0,0.238028271426524,0,0,0,0.0546111988811426,0,0,0,0,0,0,0,0.184457582211397,0,0.323367588295846,-0.0138569721369865,0,0,0,0,0,-0.0117069893280003,0.0416310789241965,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0693670453730694,0.000931761997553129,0,0,0,0.0359577597651897,0,0,0,0,0,0.144299665260186,0,0,0,0,0,0,0,0,0.0256733366876841,0,0,0,0,0,0,0,0,0,0,0.0476815926071866,0,0,0,0,0,0.112130813428346,0,0,0,0,0,0,-0.0209822059865082,0.0383117373255914,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.293121491834271,0,0,0,0,0,0,0,-0.168590004555908,0,0,0,0.672111281192628,0,0,0,0,0.104311473402994,0,0,0,0,-0.00857662681313083,0,0.138537893698306,-0.00249943461084455,0,0,-0.0904153895227503,0,0,0,0,-0.187957504761827,0,0,0,0,0,-0.0408786445183212,0.0219207525696708,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0286876954018438,0,0,0,0,0,0,0,0,0,0,0,-0.0256648623405336,0,0,0,0.371473579166622,0,0,0,0,0,0,-0.0205824912582612,0,0,0,0,0,0.122503473311734,0,0.0684860585291443,0.0798293681929105,0,0.09463176175984,0,0,0,0,0,0,-0.252090716633748,0,0,0.142353468877207,0.00117428294196554,1.35525271560688e-20,0,0,0,0.0350408700731767,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0301196580867407,0,0,0,0,0,0,0,0,0.0310777822555807,0,0.0976817877109307,0,0,0,0,0,0,0,0,0.0700571729561861,0,0,0,0,0,0,0,0,0,0,0,0.0471621634076498,0,0.0823352061898962,0,0,0.175210182155889,0.13272181378657,0,0,0.0168847469483698,-0.0172087092550139,0,0,0,0,0,0
X600886.SH,0,0,0,0.0512930638924502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482839600284648,0,0,-0.0093997918823259,0.122131947216373,0,0,0,0.165006791276587,-0.181245337545998,0,0,0,0.389972037736739,0,0,0,0,0,0.0238104653626643,0,0,0,0,0.0299567681793704,0,0,0,0,0,0.0130356134006095,-0.0138782764637069,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192638313195887,0,0,0,0,0.0754051246635061,0,0.147248168811463,0,0,0,0,0,0,0,0.0040634463267465,0,0,0.0768048526156396,0,0,0,0.10412549072919,0,0,0,0,0,0,0,0,0.0490752883075958,0.110044036329386,0.0260869127182287,0,0.0287842982190766,-0.0013178143772671,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0159582576780768,0,0,0,0,0,0,0,0.0027992174672787,0,0,0.166649787182203,0,0.0437552282872119,0,0.0296987499539647,0,0,0,0,0.00225839635980096,0,0,0,0,0,0.179845456958301,0,0.0875634526782269,0,0,0,0,0,-0.0337304933896789,0,0,0.100184774481711,0,0,0.0124892986959546,0.0968191337026895,0,0,0,0,0,0,0,0,0.0191623555396589,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0276673754246461,0,0,0,0,0,0,0,0,0.0145926107915807,0,0,0,0,0,-0.012008712913942,0,0.109725197565281,0,0,0,0,0,0,0,0.0379587850047522,0,0,0,0,0,0,0,0,0,0.0850067569084889,0,0,0.114978621696601,0,0,0,0.00557803236361521,-0.0223637311133973,0,0,0,0.107593430329332,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143279725265091,0,0,0,0,0.051268021686779,0,0.0749213178941761,0,0,0,0.237372379521251,0.17522622705098,0.00473878618578844,0,0.0559998342979038,0,0,0,0,0,0.0795371998452919,0,0,0,0,0,0,0,0,0,0,0,0.0608578324849883,0,0.0106657920359333,-0.00976339191653969,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0339159754840821,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0534258896038088,0.159347810241386,0.0974566128137192,0.113912877929982,0,0,0,0,0.00869904648408149,0,0,0.0917801698559421,0.0106230095499702,0,0,0,0,0,0,0,0,0,-0.0212084517129557,0,0,0,0,0,0,0,0,0,0,-0.0231230329084939,0.0204831125733964,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0731551571810967,0,0,0,0,0.0295874273050231,0,0,0,0,0,0,0.0358100002835093,0,0,0,0,0.0385197638268239,0,0,0,0,0,0,0,0.0579275685076636,0,0.0168465193800308,0,0,0.0810772751230975,0,0,0,0.0365605026961784,0,0,0,0,0,0,0.0140050849248714,0,0,0,0,0,0,0.000864747997011993,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0410991154178925,0,-0.0464963070690101,0,0,0,0,0,0,0,0,0,0,0,0.102059237202661,0,0,4.33680868994202e-19,0,0,0,0,0,0.503447166894311,0,0,0.0580273995968072,0,0,0,0.0883239797895746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776931761705042,0.00327426565766372,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0629490227400916,0,0,0,0,0,0,0,0,-0.00917749125837373,0,0,0,0.0195204696324208,0,0,0,0,0.0618286611477052,0.0964896425498433,0.075962475557521,0,0,0,0.0922930843462603,0,0,0,0,0,0,0,0,0.132953687665245,0.178225807550153,0,0,0,0,0,0,0.0218650097719264,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219200910993613,0.251255369398231,0.674549919044565,0,0,-0.185222239506844,0,0.0622549816080242,0,0,0,0,0,0,0,-0.0790264904862222,0,0,0,0,0,0.0350111109656498,0,0,-0.222328942310258,0,0,-0.240723968463043,0.283447507842128,0,0,0,0.055483828894634,-0.0897382336131633,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.112673331391128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469811359518958,0,0,0,0,0,0,0,0,0,0,0,0.320068993371668,0.0370341117700525,0,0,0,0,0,0,0,0,0,0,-0.0164517392152553,0,-0.0404117971959003,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.924387874730251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114810207058039,0,0,0.0790851201334467,0.194361950043094,0,0,0.0889003356119632,0,0,0,0.0721638236232436,0.0894463249058738,0,0.0133248236791681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127836959157283,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.185911528810998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449236520497863,-0.0297783400322716,0,0,0,0,0,0,0,0,0,0.0917190762626483,0,0,0.278364459435279,0,0,0,0,-0.119980884817328,0,0,0,0,0.624241346383181,0,0,0,0,-0.0692463121096436,0,0,0,0.052239295760421,-0.0988086711042548,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.083041733109912,0.347386036830785,0,0,0,0,0.178389549913759,0,0,0,0,0,0,0.00709383658640725,0,0.0988128722551284,0,0,0,0,0,0,0,-0.0412720327381607,-0.0249327393549685,0,0,0,0,0,0,0,0,0,0,-0.159920014982153,0,0,0,0,0,0,0,0,0,0.00246056414178307,-0.0310979978138488,0,0.0458091835358519,0,0.101863836116681,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0261559103087632,0,0.173090949559103,0,0,0,0,0,0,0,0.00795239243271734,0.0748721226126239,0,0,0.0318473070913182,0.0161531974973767,0,0,0,0,0.0918355192188134,0.0939427667337782,0,0,0,0,0,0,0.140349526478162,0,0,0,0,0.0779855195388603,0,0,0,0,0,0,0,0,0.0147869345426876,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.590741574824191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730082924283428,0,0,0,-0.0544679853036456,0.0653313079573969,0,0,0.201997492746067,0,0,0,0,0,0,0,-0.0447299159946188,0,-0.130049301128554,0,0.246352885242953,0,0,0,0,0,0,0,0,0,0.00163012160100923,0.0145452621047027,0,0,0,0,0,0
