,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X600549.SH,X600583.SH,X300072.SZ,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X000027.SZ,X002470.SZ,X002407.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X000983.SZ,X600021.SH,X600176.SH,X000060.SZ,X600098.SH,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0569089426686942,0,0,0,0.0382207304957786,0,0,0,0,0,0,0,0,-0.00993538229363534,0,0,0,0,0.127305492318695,0,-0.00661921349612582,0.0919530993753638,0,0,0,0,0,0,0,0,-0.0361785004485219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172339328193833,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.118787384326796,0,0,0,0,0,0,-0.0173987207887201,0.0450310413602226,0.0473566318608958,0,0,0,0,0,0,0,0,0.0733399879206185,0,0,0.183237054804167,0,0,-0.00881183389415201,0,0,0,0,0,-0.0670200415668841,0,0,-0.00919883842239312,0,0,0,0,0,0,0,0,0,0,0.00624192225265703,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.243356558508099,3.46944695195361e-18,0,0,0,0,0.0581055690546644,0,0,0,0,0,0.0675084596900073,0,0,-0.070055709399704,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0673147753233831,0,0,0,-0.0339077728299203,0,0,0,0,0,0.138478923699825,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0749542558674458,0,0,0,0,0,0,0,0,0,0,0.117511805995854,0,0,0,0,0,0,0.0305195879606025,0.0176895230596679,0,0.0229639501706738,0,0,0.114165784739627,0,0,0,0,0,0,0,0,0,0.0144942463493416,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0204222000272235,0.013715694700629,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0694810269544061,0,0.40452633299612,0,0,0,0.0036872547340186,0.213046193756776,0,0.00487279285887809,0,-0.0164151824701547,0.0769791938004208,0,0.0415081786757051,0,0,0,0,0,0,0,0.00826010947254283,0,0,-0.053764650567334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357228948602443,0,-0.184291246825793,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0506248558270782,0,0.0663503010250179,0,0,0,0,0,0,0,0,0.0306575504914459,0,0,0,0,0,0,0,0,0.0898210653440634,0,0,0.0240425583692972,0,0,0.0782268451743436,0,0.197583596664417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126182426120602,0,0,0,0,0,0,0
X600585.SH,0,0,0.311090244319564,0,0,0,0,0,0,0,0,0.123719113149127,0,0,0,0,0,0,0.0548707019296576,-0.116622115201854,0,0,0,0,0,0,0,0.109067476633966,0,0,0,0,0,0,0.167851429781312,0,0,0,0,0,0,0.132837942548472,0,0,0,0,0,0,0,0,0,-0.0169380013618501,0,0.253877791228116,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.087833571460481,0,0,0,0,0,0.145542008655545,0,0,0,0,0,0,0,0,0,0,0,0.00533285181344047,0,0.348702600092032,0.199566137199946,0.0424004812806117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534280040973803,0.0693987096395309,0.0567298577702542,0,-0.0708352776695911,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0500076735524961,0,0,0,0.0055952820818975,0,0,0,0,0,0,0.000970796233477834,0.00594446171893896,0,0,0,0,0.11178984174834,0,0,0.0428664715165178,0,0.0663837180058279,0,0,0,0,0,0,0,0.104040075142436,0,0,0,0.0101082511070103,0,0,0.180991424212944,0,0.081456457648961,0,0.0376650698165194,0.0257869010220377,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.109263004799799,0,0,0,0.146728096230439,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.00853846488279524,0,0,0,0,0,0.0977843884952768,0,0,0,0,0,0,0,0.182845861183765,0,0.025509760953468,0,0,-0.00851166794493787,0,0,0,0,0,0,0.217629702021599,0,0,0,-0.00675693803100398,0,0,0,0,0,0,0
