,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X601991.SH,X000786.SZ,X600489.SH,X002271.SZ,X600985.SH,X000408.SZ,X600160.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600612.SH,X600348.SH,X300037.SZ,X600219.SH,X601168.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.130305720585643,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.23003942053867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213446071707214,0,0,0,0,0,0,0,0,0.404240774274944,0,0,0,0,0,0,0,0,0,0,0,0.0183025309393391,-0.352698629732846,0,0,0.205076068852142,0,0
X601088.SH,0.0453049264948032,0,0.152242652386381,0,0.0532242804953238,0.0959759104685819,0,0,0,0,0,0,0,-0.0191249550926742,0,0,0,0,0.143878539052083,-0.0449958312099489,0,0,0,0,0,-0.142230077635033,0,0,0,0,0,0,0.0235980584411963,0,0,0,0,0.0994040521135614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020376299436847,0.0144005188043103,0,0,0,0.0510912151079,0,0
X600028.SH,0.630117275259173,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0312934285985406,0,0,0,0.0529384941692255,-0.0538341508892842,0,0,0,0,0,0.0913867133315454,-0.011392497928887,0,0,0,0,0.0853177542326852,0.0574603015221929,0,0,-0.150539639569751,0,0,0,0,0.0628578781138089,0,-0.037397462936503,0.0138950766278897,0,0,0,0,0,0,0,0,-0.0104364348219411,-0.00201241901209357,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0756187566854516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243497058331233,0,0.195002604757262,0,0,0,0,0,0,0.261102325912185,0,0,0,0,0,0,0,0.307148516016475,0,0,0.360870307222198,0.0987591663543176,0,0,0,0,-0.0391689301338843,0.0285652860883895,0,0,0,-0.0693284779847734,0,0
X600188.SH,0,0,0,0,0,0.0436948697420936,0,0.124362927711107,0,0,0.0383536284297845,0,0,0,0,0,0,0,0.208589122941412,0,0,0,0,0.029725234825054,0,0,0,0,0,0,0.0758378221552129,0,0.0803628258739435,0,0,0,0,0.028578057602522,0,0.0231676370804789,0,0.159334664575793,-0.00548523655218458,0,0,0,0,0,0,0,0,-0.00105720747382278,0,0,0,0,0,0,0
X601898.SH,0.00919941944261149,0,0,0,0.593477477753358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584756951555855,0,0,0,0,0,0.0291909530682715,0,0,0,0,0,0,-0.000742019115979861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874320517081117,0,-0.010003023888022,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0218794505584139,0,0,0,0.0987832487703715,0,0,0,0,0.0293383430074718,0,0,0,0,0,0,0,0.431447553812698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215207716911296,0,0,0,0.00129136611487292,0,0,0,0.01986380834712,0,0
X600019.SH,0,0,0,0,0,0.219083774544801,0,0,0,0,0,0,0,0,0,0,0,0.0586471639965911,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037129040596147,0,0.478568849205716,-0.0679041683983877,0,0,0,0,0.144244626185136,0,0,0,0,0,0,0,0,0,0,0,-0.0211987188065098,0,0.124293795536796,0,0,0.0971723259959533,0,0
X600585.SH,0.00471369711602607,0,0,0.137669828531183,0,0,0,0,0,0,0,0,0,0,0.0469359797041239,0,0,0.0177931685057765,0,0,0,0,0,0.0797717726801656,0,0,0.136650444090285,0,0,0.0934181875021271,-0.12109292516877,0.178770412550882,0,0,0,0,0,0.0394154263719531,0.079253788692552,0,0,0,0.036085885758042,0,0,0,0,0,0,0,0,0,0.00350821648597871,0,0,0,0.0119274545721536,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0350713500838116,0.286601443451819,0,-0.0267474963612021,0,0,0,0,0,0,0,0,0,0,0.143577490761978,0,0,0,0,-0.00685453081157423,0,0,-0.088053249150304,0,0.318262744809309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325904102878198,-0.0155197494398411,0,0,0,0.176314926843872,0,0
X600547.SH,0.0659335704122246,0,0.0384716237891042,0,0.0122580788690713,0,0,0,0,0,0,0,0,0,-0.0597031969924363,0,0,0,0,0,0,0,0,0.0219128286202182,0,0,0,0,0,-1.73472347597681e-18,0.499087347165152,0.0498544427220061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367964885406167,0,0,0,0,0,0,0
X600886.SH,8.67361737988404e-19,0.0901542423886428,0,0,0,0,0.0782839119665986,0,0,0.13993272280404,0,0,0,-3.46944695195361e-18,0,0,0.200186107654356,0,0,0,0,0,0,0,0,0,0,0,0,-0.104143145615543,0,0,0.0839052638811548,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0266737085474049,0,0,0,0,0,0,-0.141885682252083,0,0.123539890924646,-0.0416086659534722,0.0366556248307962,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254092753623143,0,0,0,0,0,0,0,0,0,0,0.0522215521988916,0,0,0,0,0,0.0932861637158026,0,0,0,0.0674257997117606,4.33680868994202e-19,0.262102663259397,0,0.120851081056476,0,0,0,0,0.0699972284500026,0,0,0,0,0,0,-0.0404565032771292,0.0465542052211357,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764987153888478,0,0,0,-0.0129388887152411,0,0,0.226441278908787,0,0,0,-0.240636994452002,0,0,0,0,0.113798656767395,0.0483584558506439,0,0,0,0,0,0,0,0,0,0,0.013021133302226,0,0,0,0,0,0,0,0,0.001694951057255,-0.0233202559991109,0,0,0,0,0,0
X002460.SZ,0,-0.0106925562725812,0,0,0,0,0,0,0,0,0,0,0,0.614770773594036,0,0,0,0.110798604133993,0,0,0.107353070846537,0,0,0,0,0,0,0,0,0,0,0,-0.184786239527208,0.0542664672921772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662842325685554,0,-0.00568161108001919,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.116834630485724,0,0,0,0,0,0.24868309261206,0,0,0,0,0,0.319992577186983,0,0,0,0,0,0,0,0,0,0,0,0.0676874257095539,0,0.0865603059512549,0,0,0,0,0.0241119517287384,0.0398219543335504,0,0,0,0,0,0,0,0,0,0,0,0.0113732867341112,-0.0177308966443007,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0427674482863863,0,0,0,0,0,0.262491946952307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537885198179111,0,0,0.373170108523179,0,0,-0.146018576969866,0,0,0,0,0,0,0,0,0.119742534213052,0,0,0,0,0,0,0,0,0,0,-0.0198215500860825,-0.000134471795058521,0,0,0,3.46944695195361e-18,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0856573360198685,0,0,0,0,0,-0.104692970352384,0,0,0,0,0,0,0.131686730703664,0,0,0,0.163325375092061,0,0,0,0,0,0,0,0,0,0,0.00513726616855478,0,0,0,0.119278108857777,0,0,0.0182309989927694,0,0.161575744433785,0,0,0,0,0.204609823639573,0,-0.0191140988147334,0.0421478049278363,-0.0717893582243309,0,0,-0.0109728996235036,0,0
X601699.SH,0,0.13403209387942,0,0,0.283661429935455,0,0,0,0,0.0805608894650682,0,0,0,0,0,0,0,0,0,0,0,-0.0515210928696918,0,0.0966689992456457,0,0,0,-0.281129632293063,0,0,0,0,0.257636367923404,0,0,0,0,0.226872872577459,0,0,0.122216305208174,0,0,0,0,0,0,0,0,0,0.0692160282484941,0.0256005821455769,-0.0237020543627414,0,0,0,0.0344545591526993,0,0
X600111.SH,0.0251225913999253,0,0,0,0,0,0,-0.0600709355332753,0,0,0,0,0,0.295731161307199,0.0236194303086394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295478767074213,0,0,0,0,0.0230927732660927,0,0,0,0,0,0,0,0.155334376269252,0,0,0.0270222526344612,-0.0242866623038227,0,0,0,0.0514826010324654,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112241343920022,0,0,0,0.0864056775959165,0,0.39785989494528,0,0.112178750111729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015671432220613,0,0,0.237193347593508,0,0,0,0,0,0,0,0,0,0,0.0170681475927859,-0.00765567800023963,0.0473794056257919,0,0,0.0705203735107318,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0278457767660394,0,0,0,0,0.041038796991877,-8.67361737988404e-19,0.208249469222745,0,0,0,0,0,0.0100960305623717,0,0,0,0,0,0,0,0,-0.02888170185297,0.141550629779206,-0.027202382938911,0,0,0,0,0.0412850597565082,0,0,0,0,0,0.152337939892887,0,0,0.104379829587275,0,0,0,0,0,0.0222072149180459,-0.00850679897681313,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0256736060421188,0,0,0,0,0,0,0,0,0,0,0,0,0.171851711669821,0,0,0,0,0,0,0,0,0,0,0,0,0.061535213583317,0.0198532886006507,0,0,0,0.281149618857336,0,0,0,0,0.117206654054144,0.0644265902341577,0,0.0283310582299956,0,0,0,0,0.200728203609236,0,0,-0.00669340484981025,0.0172763285312258,-0.0308805575625256,0,0,0,0,0
X000983.SZ,0,0,0,0,0.075941672972032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448086458628739,0,0,0,0,0,0,0,0.06305146672409,0,0,0.111184550721059,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.21929913655864,0,0,0,0,0,0,0,0,0,0.0145879399470196,-0.00762034064476276,0,0,0,0.0977586483506784,0,0
X600027.SH,0,0,0,0,-0.0491416212296197,0,0.433135556786098,0,0,0.0792337810993187,0,0,0,-0.00265135770884856,0,0,0.0481494510795105,0,-0.0589648477758477,0,0,0,0,0,0,-0.122506119173583,0,0,0.29652399159226,0,0,-0.141017082202993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00975174693358464,0,0,0,0,0,0,0
X600803.SH,0,0,0,0.190708715236415,0,0,0,0,0,0,-0.0777598600427628,0,0,0,0,0,0,0,0.0512358486109997,0,0,0,0,0,0,0,0,0,0,0.0633903329019558,0,0,0,0,0,0,0.0886650259844639,0,0.297240087316441,0.03771362974814,0,0,0,0,0,0,0,0,0,0,0.244101209582251,0,0.014389865587416,0,0,0,0.170282446368175,0,0
X000877.SZ,0,0,0,0,0,0,0,0.104715806391303,0.343684283432006,0,0,-0.156213943983476,0,0.0484583050499803,0,0,0,0,0,0,0,0,0,0.130902690729122,0,0,0,0,0,0,-0.0232389796206356,0,0,0,0.151802583092799,0,0,0,0,-0.10118719879793,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608137481891527,0,0,0,0.0118105855127901,0,0
X600426.SH,0,0,0,0.329721903247272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0236385421233937,0,0,0,0,0.00188481405551629,0.0693964033680289,0,0,0,0.138991462728248,0,0.31435394024519,0,0.0352277260036102,0,0,0,0,0,0,0,0,0,0,0.225602077198759,0.0168930452698653,0.0038402270483295,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0231761326395957,0,0,0,0,0,0,0,0,0,0.125622529160002,0,0,0.130593824604589,0,0,0,0,0.0313895948736512,0,0,0,0,0,0,0,0,0,0.0469585985617724,0,0,0,0,0.0644150520115867,0.0323520324861202,0,0,0,0,0,0,0,0,0,0,-0.0308628989270537,0.0238690639866417,0,0,0,0,0,0
X000786.SZ,0.155016821169542,0,0,0,0,0,0,0,0.0154648869364109,0,0,0,0,0,0.0195409264544556,0,0,0,0,0,0,0,0,0.0729848211735903,0,0,0,0,0,0,0,0.529088803185425,0,0.0153387300235165,0,0,0,0.0262022453696729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484472910693649,-0.0317737846627015,0,0,0,0.218856163960502,0,0
X600489.SH,0,0,0,0,-0.0248393305508035,0,-0.00708458350854909,0,0,0,0.585100922636478,0,0,0.0316528005399495,0,0,0,0.0743018887617694,0,0,0,0,0,0,0,-0.0605616458823884,0,0,0,0,0,0,0,0,0,0,0.0535567109384514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00779268839562994,0,0,0,-0.0148387954835342,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0427684375077066,0,0.0388057585858969,0.241811381423912,0,0,0,0,0,0,0,0,-0.462214935969991,0,0,0,0.171454409163177,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.101384459172888,-0.101679392752374,0,0,0.132304587121078,0,0,0,0,0,0,0,0,0,0.0407979125124609,0,0,0,-0.170987135800935,0,0
X600985.SH,0,0,0,0.29044123516233,0.144288186186766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410893474463084,0,0,-0.334708560116576,0,0,0,-0.0605957571766486,0,0,0,-0.135845043230664,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.144955515060255,0,0,0,0,0,0,0,0,0.0744852255760437,0,0.00811101350140378,0.272180724898084,0,0,0.0105142386644162,0,0
X000408.SZ,0.0131676261861302,0,0,0,0.215555077877473,0,0,0.0251881287299534,0,0.0158119010490109,0,0,0,0,0.0788549407104005,0.374650231501317,0,0.0131039003735309,0,0,0,0.110193379529159,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0788157466569142,0,0,0,0.0721713367116836,0,0,0,0,-0.0329212339234418,0,0,0,0,0,0,0
X600160.SH,0,0,0,0.140529109640965,-0.19267282144101,0,-0.0340619606696838,0,0,0,0,0,0.0807850868040664,0,0,0.178524272567766,0,0,0,0,0,0,0,0.0919988445226642,0,0,0,0,0,0,0.143686475346045,0,0,0,0,0,0,0,0,0,0,0,-0.0346217369432162,0,0,0,0,0,0,0,-0.113052224743481,-0.0216984581259456,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620544218424066,0,0,0,0,0,0.186056969005773,0,0,0,0,0,0,0,0,0,0,0.151272272436624,0,0,0,0.117856601042861,0,0.299229769259399,0,0,0,0,0,0,0.0251765905689627,0,0,0,0,0,0,0,0.00209897864335976,-0.000232748327295325,0,0,0,0,0,0
