,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X002466.SZ,X002271.SZ,X600010.SH,X601898.SH,X000708.SZ,X601600.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600886.SH,X600219.SH,X600011.SH,X000825.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X002080.SZ,X601991.SH,X000898.SZ,X600795.SH,X600549.SH,X000807.SZ,X000027.SZ,X000959.SZ,X000830.SZ,X600352.SH,X600399.SH,X002409.SZ,X600489.SH,X002353.SZ,X000723.SZ,X002407.SZ,X601699.SH,X600808.SH,X600688.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0383913117087552,0,0,0.0167200607353646,0,0,0.020158001840996,0,0,0,0.0320594797255933,0,0,0,0.0165883573863494,0,0,0,0.143288373656336,0,0,-0.0248617779903033,0,0,0,0,0,0,0,0.0235205159340155,0.00848821589673371,0,0,-0.0388504256874607,0,0,0.0497723358394746,0,0.0681359336155342,-2.16840434497101e-19,0,0.133310079218299,0,0,0.00503173337234035,0,0,0,0,0,0,0
X600028.SH,0.0242468671348875,0,0,0,0,0,0.111867080637662,-0.093774959073225,0.00406854797413373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352232120331416,0,0,0.0186735996293746,0,-0.00813918175709937,0,0,0,0,0.0602799958427067,0,0,0.0714287999005113,0,0,0,0,0,0.0663076348224393,0,0,0,0.0809190026655336,0,0,0.019095116943809,0.0623043444473691,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.055345832639671,0.131003313927594,0,0,-0.0266063436055217,0.0293369658093945,0,0,0,0,0,0,0,0.235814511515631,0.0958085004425759,0,0,0,0,0,0,0,0,0,0.0254694130732665,0,0,0,0,0,0,0,0,0,0,0.10679172841187,0,0,0,0,-3.46944695195361e-18,0,0,0.0586953117244898,0,-0.00561855429772867,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0340896134781286,0,0,0.0776859664043758,0.0503002782631075,0,0.20981375811994,0,0,0,0,0,0,0,0,0.0425241007341069,0,0.0233337144430459,-0.0627449916639183,0,0,0,0,0,0,0,0,0.0241788504721632,0,0,0,0,0,0.043287131238393,0,8.67361737988404e-19,0,0,0,0,0.0577214967616655,2.16840434497101e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.316256443100796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193754724056894,0.0551100595851553,0,0.0817185820634184,0.107785579420091,0,0,0,0,0.254201042371508,0.161973269842862,0.16513995040435,0,0,0,0,0.0688730458881518,0,0,0,0.0647783079147316,0.0107700193193322,0,0,0,0,-0.0464806236365037,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-1.73472347597681e-18,0,0.163015291118663,-0.120212121204159,0.097987477902121,0,-0.0288386945364892,0,0,0,0,0,0,0,0,0,0.121277088640323,0,0,0,0,0,0.00770692455836749,0,0,0.139235576609893,0,0,-0.0841197637679248,0,0,0,0,0,0,0,0.0111424107013233,-0.108016996482092,0.1548133473716,0,0,0,0,0,0.105715152478326,0,0,0,0.0672094369060308,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0342426077792761,0,0,0,0.0525105541604015,0,0,-4.33680868994202e-19,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0753181851495266,0,0,0.0490470306237916,-0.0488463059587368,0,0,0.365017613877568,0,0.0578714598135041,0.0157333522244903,0,0.0342673085753878,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0423070467065765,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.317719754342083,0,0,0,0.00531760533105962,-0.0533632376521759,0,0,0,0,0,0,0,0.113948315034573,0,0,0,0.0931332624540775,0,0,0,0,0.315190436943807,0,0,0,0,0,0,0.00842266690701665,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0456119292141793,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0303361038171914,0,0.0469469443274739,0,0,0,0,0,0,0.0083673213388582,0,0.0846800688555781,0,0,0,0.0848908568174882,0,0,0,0,0.0925973208487784,0,0,0,0,0,0.12875435250069,0,0.436566242199116,0,0.145013291935471,0,0,0,0,-0.0364036488721331,3.46944695195361e-18,0,0,-0.442586569632521,0,0.0550230420408607,0.149006974945438,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0718165466655352,-4.33680868994202e-19,0,0,0,-0.0549921722064986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253083107144748,0.254686554533458,0,0,0,0,0,0,0,0.0104022861435926,0,0,-0.0249285004407232,0,0,0,0,0.204815807430343,0.00716392982128524,0,-0.0102075309539567,0,0,0,0,0,0,0,0.106575734320832,0,0
X002466.SZ,0,0,0,0,0.709415043440825,0,0,0.0108999124048236,0,0,0,0,0,0,0,0,0.299271724217265,-0.184809938737153,0,-0.055830629075127,0,0,0,0,0,0.126506200335112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21246279534147,0,0,0,0,0,-0.0792418845881308,1.38777878078145e-17,0,0,0,-0.150313058242215,0.0990485722158338,0,0,0,0,0,0
X002271.SZ,0,0,0.199448735444208,0,0,0,0,0,0,0,-0.0465982661557767,0,0,0,0,0,0,0,0,-0.0319877901643251,-0.0953939428337655,0,0.0712168920133112,0,0,0,0.0775377180212539,0,0,0.028187189978198,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00301304714670138,0,-0.0287780468567075,0,0.0901182038318041,0,0,0,0,-0.0194009923511876,0,0,0,0,0,0
X600010.SH,0,0,0.0038215630106136,0,0.157352744040278,0,0.108399104971818,0.165134698508195,-0.036485389666741,0,0.0185087488281826,0,0,0.100429290562362,0,0,0,0.0314461772673538,0,0,0,0,0,0,0,0,0,0,0.0990741848308218,0.168925456072039,0,0,0,0,0.140487553830185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244479077239005,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0927865925143207,0.090726879192491,0,0.0633669842529237,0,0,0,-0.140514686220971,0.590611351686539,0,0.214248446144869,-0.0430125189656979,0,0,0.0522128028699416,0,-0.143282497435013,0,0,0.205473626348313,0,0,0,0,0,0,0,0,0.136015115466781,0,0,0,0,0,0,0,-0.239426267120573,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.439767226755069,-0.0766785766496905,0.0766828004553392,0,0,0,0,0,0,0.0425964777561072,0,0,0,0.0522493655608573,0.00486139950358463,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.104449272313535,0,0,-0.00180329540577113,0,0,0,0,0,0,0.0375036603110566,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.0708608546615943,0,0.0557060698547444,-0.00398789807407297,0,0,0.0444899662150297,0,0.174214294246362,0,0,0,0,0,0,0,0,0,0,0,0.0468779998444149,-0.0142029456868415,0,0,0,0,0,0.591227618090678,0,0,0,0,0.0689397261612062,0,0,0.0539907661829536,0,0,0.0880608114328768,0.0873110294907109,0,0,0,0.135265771256151,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.00711619293478834,0,0.033571352466868,0,0,0,0,0.113301713872922,0,-0.0320362718876098,0,0.0276302819909911,0,0,0,0,0,0,0,0,0,0,0.00930520192571038,0,0.100197134237818,0,0,0.253465874927899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261042672740887,0,-0.0583737012954766,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0238195685345418,-0.236977532490354,0,0,0,0,0,0,0,0,0.111511652277487,0,0,0,0,0,0,0,0.14875668594753,0,0,0,0,0,0,0.218616322423545,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0516496542715178,0,0,0.0714057625913973,0.160748430180009,0,0.313215150547473,0,0,0.268718454982928,0,0,-0.008310273013575,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0899502645345964,-0.17463008430245,0,0,0,0,0,0,0,0.164782365447967,0,0,0,-0.0429944663109641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377328242079877,0,0,0,0,0.0201088474799925,0.131678264932591,0.255351297899782,0,0,0,0,0,0,0,0,-0.0432322473375699,0,0,0,0,0,0
X600426.SH,0,0,0.145904693317432,0,0,0,0,0,0.0669946926377386,0,0,0,0,0.0678086323082833,0.0393144950059018,0,0,0,0,0,0,0.0801154080566912,0,0,0,0,0,0,0,0,0.0685429816150864,0,0.219054085367389,0,0.000925180573588914,0,-0.025834457266063,-1.73472347597681e-18,0,0,0.00423753215988041,0,0,0,0,0,0,0,0,0,0,0.0258159767131854,0.0359778561033927,0,0,0,0,0,0
X000786.SZ,0,0,0.0024218449811975,0,0,0.103842181324312,0.213611876825497,0,0,0,-0.0427568457553646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116654452742215,0.408152370105079,0,0.10730305881755,0,0,0,0,0.130574095279597,-0.029118486583395,0,0,0,0,0,0,0,0,0,0,0,-0.0726763295781646,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.127928583137831,0,0.0322218552456607,0,0,0,0,0,0.313936906270035,0,0,0,0,0,0,0,0,0.0538166131996444,0,0,0,0,0.0716130571670358,0,0.0809499535733219,0,0,0,0.134674569861047,0,0,0,0,0,-0.0374239185896425,0,0,0,0,0,0,0,0,0,0,-0.143973252220539,-0.10441911234996,0,0,0,0,0,0
X600886.SH,0,0,0.119323188463975,0,0,0,0,0,0.0151105335368669,0,0,0.0244439904607885,0,0,0,0.00757320234577665,0,0.0942051404289377,0,0,0,0.136492154881099,0,0,0,0.0124645417650491,-8.67361737988404e-19,0,0.0965469887512634,0,0,0,0,0,-0.189199932460915,0,0,0,0,0,0,0,0,0,-0.221677132692528,0,0.0509463868856759,0.145768771000398,0,0,0,0.0374374907769095,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.124139066840227,0,0,0,0,0,0,0,0.104654300160101,0.0586917110478635,0,0.143565765431127,0,0,0,0,0,0,0,0,0,0,0.0120163113030372,0,0.0373151871278865,0,0,0,0,0,0,0.114610581918521,0,0,0,0,0,0,0,0,0,0.103547564921874,0,0,0,0,0,0,0,0,0,0,0,0,0
