,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600426.SH,X601699.SH,X600027.SH,X000983.SZ,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600219.SH,X600160.SH,X000408.SZ,X000629.SZ,X600688.SH,X000932.SZ,X300037.SZ,X600096.SH,X000933.SZ,X002080.SZ,X600612.SH,X600348.SH,X000723.SZ,X600985.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.784015040765988,0,0,0.113947018747108,0,0,0,0,0,0,0,0,0,0,-0.0242617472611817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118868624697605,0,-0.0289252706747681,0.124722016319262,0,0,0,0,0,0,0,-0.137988409816535,0.0783960938368199,0,0.0128813189267501,0,0.145315658609742,0.0324189911103793,0,0,0,0,0.0493397859083081,-0.0285958263622081,0.219747015968802,-0.240103099671972,0,0,0,0
X600028.SH,0.721316296776842,0,0,0,-0.116210682787882,0,0,0,0,-0.101949903458204,0.0613678884956046,0,0,0.0651292732019425,0,0,0,0,0,0,0,0,0,0,0.0725722616888353,0,0,0,0,0.0721999574990169,-0.0355673387649622,0,0,-0.149307868840755,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0442485048445878,-0.0530762863073181,0,0,0,0,0,0
X601088.SH,0,0.0262115588805299,0,0,-0.204631322213173,0,0,0,0,0,0.068475688862035,0,0,0.280173946186372,0,0,0,0,0,0,0,0,0,0,-0.00144664913112449,0,0,0,0,0,0,0,0,0.0790063346420274,0,0,0,0,0,0,0.0947209372049729,0,0,0.0871186913692649,0,0,0,0,0,0,0,-0.0384976379684697,-0.00680209557976142,0,0,0,0,0,0
X600309.SH,0.0900277679474314,0,0,0,0,-0.0175782568030656,0,0,0,0,0,-0.0524715408231934,0,0,0,0,0,0,0,0,-0.0547876950972358,-0.00775339819921695,0,0,0.310099427904734,0,0,0,0,0,0,0,0.0990549827824513,-0.09182193763337,0,0,0,-0.0974743843315206,0,0,0,0,0,0,0,0.00843802927472409,0,0,0,0,0,0,0.01053912071528,0,0,0,0,0,0
X600188.SH,0.101288959406735,0,0,0,0,0,0,0,0,0,0.171011865853458,0,0,0,0,0,0,0,0,0,0,0.126774945504675,0,0,0,0,0,0,0,-0.0232064412588061,0,0,0,0,0,0,0,0,0,0,-0.0469394745695027,0,0,0.255151540171691,0,0,0,0,0.220058107130449,0,0,-0.0657336624164192,0.000106278051566071,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0317622472288648,0,0,0.105066740541348,0,0,0,0,0,0,-0.0568210717004723,-0.109491318636797,0,0,0,0,0.442076144699821,-0.148659033772314,0,0.0639907106035975,0,0,0,0.0875247831978583,0,0,0,0,0,0,0,0.0286947444820554,0,0,0.0655246265366209,-0.222053134440958,0,0,0,0,0,-0.0151762318497158,0,0.00518553241006051,0,0,0,0,0
X600019.SH,0,0.198772938157186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141997147546291,6.93889390390723e-18,0.095547126390553,0,0,0,0,0.0259800233631349,0,0,0.0233856930009972,0,0.0530251691393797,0,0,0,0.0123695698659302,0,0,0,0.126116443530453,-0.0528298424484433,0,0,0,-0.0160977437764632,-1.73472347597681e-18,0,0,0,0,0.0766136109429419,-0.00999406107699836,0,0,0,0,0,0
X600585.SH,0,0,0,0.0340192547491249,-0.0196113861802693,0,0,0,0,0,-0.0164089349205103,0,0,0,0,0,0,0,0,0,0.356806049891964,0.116072956310184,0,0,0,0,0,0,0,0,0.150848104209472,0,0,0,0,0,0,-0.0430370075640699,0,0,0,0.0122000905736955,0,0.0928424669938772,-0.0600811726125284,0,0,0,0,0,0,0.0114441857282502,-0.000840971015013713,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.68802925824493,0,0,0,0,-0.123864096839897,0,0,0,0,0,0.189046769643946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523154281792012,0,0,0,0.0382599126395505,0,0,0,0,0,0,0,-0.0436054003289734,0,0,0,0,0,-0.00609706508111371,0,0,0,0,0,0,0
X002466.SZ,0,-0.154739455229766,0,-0.023701445069501,0,0,0,0,0.401548453648772,0,0,0,0,0,0,0,0,0,0,0,0,0.200109346270953,0,0,0,0,0,0,0,0,0,-0.00616723458384188,0,-0.105834060179982,0,0,0.0512577902151302,0,3.46944695195361e-18,0,0,0.0587289131061219,0,0.0860988515278664,0.0637458148189603,0,0,0.174036422207213,0,0,0,0,0.00405232047836344,0,0.526823087297918,0,0,0,0
X601898.SH,1.0842021724855e-19,0.325201929400441,0.00618290542598462,0,0.19939991913887,0.0481347153048608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267528480577615,-0.165259967478472,0,0,0.0827471594853036,0,0,0,0,0.0952121241528292,0,0,0,0.155312578294358,0,0,0,-0.122906603369459,0,0,0,0,0,0,0,0,0,0.0218851675248068,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0446487564595039,0,0,0,0,0,0,0,0,0,0,0,0,0.103243016226143,0,0,0.0760362270774531,0,0,0,-0.00473615749117887,0,0,0,0.034927170815713,0,0.542551533064932,0,0,0,0,0,-0.116134166759488,0,0,0,0,0,0,0.00825470593134689,0.0516807371343542,0,0,0,0,0,0,-0.0201496975387133,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.202874394577814,0.0986099976098484,-0.0415035782278738,0,0,0,0,0.0821579572770518,0,0,0,0,0,0.00626611189700676,0,0,0.0123409656202844,0,0.0832402155540022,0,0,0,0.0193436749906592,-0.0393321200988767,0,0,0,0,0.0612476543607603,0.00586549395790597,0.0784190082620225,0,0,0.091913299232635,0,-0.0520899677358708,0,0,0,0,0,0,0,0,-0.00575891830690885,0,0,0,0,0,0
X601600.SH,0.0554535341232628,0.0862873882866688,0.0110258196218555,0,-0.0266848104296518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280241780543492,0,0,0,0,0,0.572286168603057,0.176757289819826,0,0,0,0,0,0,0,-0.0566891260535,0,0.0452005389098287,0,-0.0344551251577258,0,0,0,0,-0.147593361485183,0.111612243115174,0,0,0,0,0,0,0
X600886.SH,0.107057207179891,0,0,0.02996211440349,0,0.0692322131842409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365474925514553,0,0,0.00265500976857284,0,0,0,0,0,0,-0.000115536781922884,0,0.0239752036083769,0,0,-0.0187351830750466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749403030797129,0.00629855711338991,0,0,0,0,0,0
X600111.SH,0,0,0,-0.0652242818625836,0,0,0,0,0,0,0,0.034376371536287,0,0,-0.0741027857105553,0,0,0.179839987973264,0,0,0,0,0,0,0,0,0,0,0.116913910501415,0,0,0,0,0,0,0,0,0,0.356068065377414,0,0,0.0435303716962819,0,0.071625168686261,0,0.000276633155870055,0.162666119893462,0,0,0,0,-0.00917385123333522,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0659504639545572,0,0,0,0,0,0,0,0,0,0,0.0627121119962939,0,0.0280425362497844,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.267554451646671,0.0854751823069277,0,0,0,0,0,0,0,0,0,0.00313054372360941,0.0699547856352336,0,0.0450586820686666,0.11255776643361,0,0,0,0,0.00698840882640397,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833565337256096,0,0.101847734331329,0,0,0,0,0,0.0520724618350304,0,0,0,0.00243205618721399,0,0.0306694942172188,0,0,0.0355440311377893,0,0,0,0,0,0.0146975063666007,0,0,0,0,0,0,0,0.0418117554313335,0,0.0129790525143108,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.106795156073652,0.137058039083461,0,0,0.0539744275639023,0,0.126291798119348,0,0,0,0,0,0,0,0.14867582608469,0,0.0445371297246092,0,0,0.139913013982005,0.0948570131382101,0,0,-0.0182147737346349,0,0,0,0,0,0,0,0,0,0,0,0,-0.239994627646097,0.236699868778844,0,0.0271992487436152,0,0,0,0,0,0,0.0344450122516651,-0.0469698281400757,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10436707447288,0,0,0,0,0,0,0,0.00700281648774255,0,0,0.0592115172444606,0,0,0.0570213645513103,0,0,0,0,0,0.0221384191143592,0,0,0,0,0,0.0169960803255586,0,0,0.276658714142931,0.0847053859219181,0.077417787402965,0,0,0,0,0,0,0.0125763097826955,0.0057197168412303,0,0,0,0,0,0
X000877.SZ,0,0,0,-0.0524223465088393,0,-0.0144453376475371,0.110299414025609,0.0891931649412161,0.178666694237579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866427772071446,0.106152180054954,0,0,0,0,0.0136780540752936,0,0.0408103984104181,0,0,0,0,0,0.407695281543273,0,0.298475450958927,0,0.215372808909546,0,1.0842021724855e-19,0,0,0,0,0,0,0.0237309712967694,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.43439402009501,0,0,0,0.0489949464341349,0,0,0,0,0,0,0,0,0,0,0.404115349437449,0.00966588910272639,0,0,0,0,0,0.0866525025827009,3.46944695195361e-18,0.278814689080288,0,0,0,0,0,0,0,0.0433702046390087,0,0.026213568808349,0,0,0,0.114816012990143,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.016451612636896,0,0,0,-0.0115444750711002,0,0,0,0,0,0,0,0,0,0,0,0,0.0766050167129058,0,0,0,0,0,0,0.225448454572717,0.278489850837497,-0.0538765247607336,0,0,0,0,0,0.0652001010357259,0,0,0,0,0,0,0,-0.0607572402062525,-0.0913149879820706,0,0,0,0,0,0,-0.00634063770675439,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0290832698558011,0.0692826105588779,0,0.219331521459922,0,0,0,0,0,0,0,0.0663707039179822,0,0,0.0368665211892885,0,-0.059581942682755,0.0570160391335002,0,0,0,0,0.214402601677923,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0858827111308559,0.0204685341084378,0.0018994717877727,0,0,0,0,0,0
X600426.SH,0,0.0766808629847618,0,0.601377272340525,0,0,0,0,0,0,0.220635909421504,0,0,0,0,0,0,0,0.0419482275021164,0,0,0,0,0,0,0,0.00279280441481504,0,0.199664599723818,-0.0552543835191718,0,0,0,0,0,0,0,0,0.0820039587449446,0,0,0,0,-0.259756358342607,0.0136150989517208,0.0125363377387228,0,0,0,0,0.191906768775705,-0.099468312765416,0.104632309580157,0,0,0,0,0,0
X601699.SH,0.126045499409336,0,0,0,0,-0.0404377243287731,0,0,0,0,0,-0.137932298889011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27485807642098,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017092940388651,0.0878363125275341,0.147908510437866,0.0268723111023655,0,0,0,0,0,0,-0.0640437329255434,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.505770747607545,0,0,0,0,0,0,0,0.119941214424666,0,-0.115548157612349,0,0,0,0,0,-0.035878964722159,0.242204629637622,0,0.0923056500786995,0,0,0,0,0,-0.247430717084093,0,0.156964702745583,0,0,0,0,0,0,0,0,-0.00920788097221738,0,0,0,0,0,0,0,0,0.14855432655693,0,-0.00491238833830447,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.304058896436101,-0.0619428969837814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200048090401382,0,0.0727860711830886,0,0.216664335660721,-0.202426105866763,0,0,0,0,0,0,0.135211242064821,0,0,-0.0392264950484397,0,0,0,0.0493708422204582,0,0.0741040189918121,0,-0.0157964314070552,0,0,0,0.0718109466743943,0,0,0.035789771736035,-0.0220647145810028,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501994083502298,0,0,0,0,0,0,0,0,0.164100523610006,0,0,0,0,0.0367607345548882,0,0,0,-0.0118979541304268,0,0,0.275615486710785,0,0,0,-0.192694902736962,0,0,0,0,-0.0346111296901593,0,0,0,0,0.00778064243341583,-0.00565352289246864,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.121866818203028,0.139508772794288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701989819103194,0,-0.117749921775286,0,0.0551849696415511,0,0,0,0,0,0.0347606891301854,-0.10539302210564,0.0473137780421057,0,0.0485217650428784,0,0,0,0,0,0,0.0981980437171638,0,-0.0115226981553572,0,0,0,0,0,-0.0119978145511421,-0.0269998429164199,0,0,0,0,0,0
