,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X002271.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601991.SH,X600027.SH,X000786.SZ,X000807.SZ,X600160.SH,X600995.SH,X000629.SZ,X002080.SZ,X600378.SH,X600219.SH,X000933.SZ,X000723.SZ,X000932.SZ,X600096.SH,X000408.SZ,X300037.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.196713894627284,0,0,0,0,0,-0.0803608612908748,0,0,0,0,0,0.100455400050176,0,0,0,0.049306154672386,0,0,0,0,0,0,0,0.0699354639183626,0,0.0437225446345912,2.16840434497101e-19,0,0,-0.00401585915169277,0.0864150213734905,0,0,0,0,0,0,0,0,0,0,-0.0175345992429142,0,0,0.0818400018081808,0,0,0,0,0.0392198171158249,-0.0365313429975295,0,0,0,0,0,0
X600028.SH,0.285686224593798,0,0.183430045340521,0,-0.110569786884973,0,0,0,0,0,0,0.0531789007826607,0.160676105589476,0.0317327691835076,0,0,0,0.000195248515111704,0,0,0,0,0.0636093341754394,0,0,0,0.0722468429882754,0,0,0,0,0.0312356728541056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551801795453594,0,0,0,0,0,0.0272839323869634,-0.0342549677274649,0,0,0,0,0,0
X601088.SH,0,0.16462699574252,0,0,-0.0348765021675609,0,0,0,0,0,0,0,0,0.0840771538658521,0,0,-0.0857673568049885,0.0136754680088594,0,0,0,0,0,0,0,0.129018620936438,0,0,0,0,0.15594694493122,0,0.0825015890728765,-4.33680868994202e-19,0,0,0,0,0.013577030654106,0,0.0685558470386943,0,0,0,0,0,0,0,0,0.0473813397445598,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0578170835672725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391017585198178,0.125859598302385,0,0,0.294069406541815,0,0,0,0,0,0,-0.02261236994983,0.114458396811611,0,0,-0.0147736548126209,0,0,0.00714433730695411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176409050132469,-0.0111790113625923,0,0,0,0,0,0,0
X600188.SH,0,0,0.631703802977349,-0.0497419280794384,0,0,0,0,0,0,0,0,0,0,0,0,-0.187302362562708,0.0657448942585307,0,0,0,0,0,0,0,0.0944150307195938,0,0,0.128061738480291,0,-0.0175433840421165,0,0,0,0,0,0,0,0,0,0.208595439389556,-0.151836139692034,-0.0228829347006899,0,0,0,0,0,0,0,0,-0.0415290391216442,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744015544029816,0.106674273675111,0,0,0.471937182615268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544317882855969,0,0,0,0,0,0,0,0,0,0,0.0024054368516199,0.00372568397260984,0,0,0,0,0,0
X600019.SH,0,0.294843920717799,0,0,0.120249872846408,0,0,0,0,0,0,0,0,0.112731666969263,0,0,0,0.0541054162528493,0.0422947624018801,0,0,0.202190436084603,0,0,0,0,0,0.0498415797863241,0,0,0,0,0,0,0,0,0,-0.0690371643206773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129539742537054,0,0,0,0,0,0
X600011.SH,0,-0.0240334812671278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292335453120963,0,0,0,-0.147357188006576,0,-0.0961860483335927,0,0,0,0,0,0,0,0.468854214409089,0,0,0,0,-0.115978741270946,0,0.0803773080196786,0,-0.0575890138889435,0,0,0,0,0,0,0,0,0,0,0,0.00124186179197211,0,0,0,0,0,0
X002460.SZ,-0.103188788829726,0,0,0,0,0,0,0,0,0.720029696707773,0,-0.0102243830678454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420762910296317,0,0,0,0,0,-0.0371127137131392,-0.0227419440353822,0.126887044115414,-0.0547899225999051,0,0,0,0,0,0,0,0,0,0.0366366934021852,0,0,0,0,0,0,0,-0.0201107040509746,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.533259087889856,0,0,0,0,0,0.0531585357029988,0,0,0,0,0,0,0,-0.0217185422748779,0.121237511292652,0,0,0,0,0,-0.00950480328839715,0,0,0,0,0,0,0.0526842724576623,0.0274832162082276,0.0545732917780328,0,0,0,0,0,0,0,0,0,0,0,-0.0321103298979918,-0.0112248219172312,0.00377492829461609,0,0,0,0,0,0
X000792.SZ,0,-0.0565207247556045,0,0,0,0,0,0.0859542947925863,0.0619415651640161,0,0,0,0,0,0.280493157983288,0,0,0.0664291278093193,0,0,0,0,0,0,0,0.0271121125660265,0,0,0,-0.0951563673255665,0,0,0,0,0.0541803759856316,0,0,0,0,0,-0.0917071785254601,0,0,0,0,0.0119858135108501,0,0,0,0,0,0.00296866437816866,0.0300837623688689,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112785026886583,0,0.100359067111344,0,0,0,0,0,0,-0.185988021761505,0,0,0.6033925409679,0,0,0,0,0.0158016026787085,0,0,0.0868865594880418,0,0,0,0,0,0,0,0.0193547174349244,0,0,0,0,0,-0.021560912346897,-0.0113026968624624,0,0,0,0,0,0
X601898.SH,0,0.440647849572952,0,0,0.115688695728904,0,0,0,0,0,0,0.0376734020637568,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.053700324038821,0,0.118123089624085,0,0,0.0959586990919414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117191281155374,0,0,0.0123869927911553,0.0770601467666051,-0.112015070432864,0,0,0,0,0,0
X601600.SH,0,0.0305986226988948,0,0,-0.0662430025762371,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.334268684993189,0,0,0,0.281658112253686,0,0,0,0.0257157416928873,0.119102880040237,0.29057029551375,0,0,0,0,0.130776014005073,0,0,0,0,0.162291845278633,0,0,0,0,0,0.0365357394793535,0,0.0347826988315498,-0.0209893477455599,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0936609849223305,0,0,0,0,0.00574755962507793,0,0,0,0,0,0,0,0,0.00887971422330091,0,0,0,0,0,0,0,0.0188248119878958,0.0230826804450192,0,0,0,-0.0252237288041755,0,0.0347627877487643,0,0,0.269447129571527,0,0,0,0,0,0,0,0,0.101196986908753,0,0.404825657522361,0,0,0,0,-0.023637853091991,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.112186941481018,0,0,0,0,0,0,0.0693645673177924,0,0,0,0.0299099630909893,0,0,0,0.055335776856881,0,0,0,0.0549300583751379,0,0,0,0,0,0.0716628588596708,8.32227361995189e-05,0,0.0796057141051037,0,0,0,0,0,0,0,0,0,0,-0.0249386175075032,0,0.0454223340685578,0,0,0,0.0287126574031312,-0.00995101603384619,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0424040557763284,0,0,0,0,0,0.0374968750207708,0,0.0653178919773529,0.092367086505543,0,0,0,0,0.0454955870906158,0,0.0609637385926051,0,0,0,-0.0321954379646806,0,0,-0.0482020852937347,0,0.0767205583939764,0,0,0.164604515627794,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349723909990267,4.33680868994202e-19,-0.0186752700571154,0,0,0,0,0,0
X002271.SZ,0.0132601773275567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130530820140135,0,0,0,0,0.447172359584338,0,-0.00267156197350766,0,0,0.0607095040169505,-0.0509138935116543,0,0,0,0.429067760012432,0,0,0.193718941641785,0,0.0534795469940707,0,0,0,0,0.0141794488466917,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.101969211775473,0.00964024243759509,0,0,0,0,0,0.0473883631490707,0,0,0,0,0,0,0,0,0.117091915268891,0,0,0,0,0,0,0,0.177115166379351,0,0,0,0.0669944591842445,0,0.0250411617518845,0.109498905022908,0,0,0,0,0,0.0869903938295326,0,0.0216289309739321,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0635966410438269,0,0,0.127086797018249,0,0,0,0,0,0,0,0.0974470627658737,0,0,0.00719204591906035,0.0688486972357653,0,0,0.073983393192456,0,0,0,0.00859598750655004,-0.0268648921045952,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.00796417458843022,0,0,0,0.032388083653638,0,0,0,0,0.0282306707373091,0,0.0750434482049353,0,0.0608999923808518,-0.016017839162487,-0.0278442649832954,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.083617744120311,0,0,0.0669891695923913,0,0,0,0,0,0,0,0,-0.179115371640206,0.00832066363357019,0,0,0,0,0,0,0,-0.0564258201566302,0.0354119673615681,0,0,-0.00934298374327668,0,0,0.0146928489154899,0,0,0,0,0,0,0,0,0,0,0,0,0.0324216755311869,0,-0.0298425858545923,0,0,0,-0.017798693338024,0.0257993094814947,0,0,0,0,0,0
X000877.SZ,0,0,0,0.021213648225741,-0.0152510147365465,0.634397975152087,0.262415035079268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420605953794828,0,0,0,0,0,0,0.00402949968007231,0,0,0,0.0597343815588879,0,0,-0.0564894493402016,0.00897310213486662,0,0,0,0,0,0,0
X600426.SH,0,0.131700730416333,0,0.397173432707492,0,0,0,0,0,0,0,0.0255985971706248,0,0,0,-0.0512006247331692,0,0,-0.190181817851612,0,0,0,0,0,0,-1.73472347597681e-18,0.316646090632025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670735978769393,0,0,0,0,0,0,0,0,0,0.153738032740844,0,0.0956421641667438,0,0,0,0,0,0
X600362.SH,0.05794554841588,0,0,-0.0221523363159608,0.122579999712107,0,0,0,0,0.0903201647414874,0,0,0,0.297555541944372,0,0,0,0.0734565238672179,0.050734932971069,0,0,-0.0324708874267952,0,0,0,0,0.00817645437221998,0,0,0,0,-0.00685620680915067,0,0.107543535073537,0,0,0,0,0,0,0,0,0,0,0,0.0989959684410436,0,0,0,0,0,0,-0.0134378959208843,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0418427809317242,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.216409247286202,0,0,0,0,0,0,0,0.081734318317382,0.0236232412258098,0,0,0,0,0.2452301116594,0,-0.0590239767593858,0,0,0,-0.0441792774863454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249294414579741,-0.028698313865904,0,0,0,0,0,0
X601699.SH,0,0.0853329167996881,0,0,0.143887061148204,0,0,0,0,0,0,-0.0809154230161806,-0.142809470264667,0,0,0,-0.407327226730151,0.0462866223013639,0,0,0,0,0,0,0,0,0,0,0.863412627862726,0,0,0,0.125431276389731,0,0,0,0,0,0.0360654423012395,0,0,0,0,0.0835949015045446,-0.00814947776211854,0,0,0,0,0,-0.0131154299716973,-0.013904909357343,0.0354845889293586,0,0,0,0,0,0
X600803.SH,0,0,0,-0.0309160667054498,0.153470136981844,0,0,0,0,0,0,0,0,0,0.228490471709821,-0.166230874847854,0,-0.0375279333768317,0,0,0,0,0.28444482113504,0,0,0.029022284824046,0,0,0,0,0,0.0302207904895056,-0.0707525827879579,0,0.0174369313881356,0,0,0,0,0,0,0,0,0,0,0.0177316327175602,0,0,0,0,0,-8.67361737988404e-19,0.00328936909238812,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.148564006635394,0,0,0,0,0,0,0.194412171022998,0,0,0,0.0458196457722213,0,0,0,0.0769307265226876,-0.0375984912853707,0,0,0,0.00377841767566298,0,0,0,0,0,0.064679628350444,0,0,0,0.0680537746330071,0,0,0,0,0,0,0,0,0.137152003959561,0,0,0,0,0,0.0394551534923872,0,0,0,0,0,0,0
