,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600111.SH,X600886.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000792.SZ,X601158.SH,X000723.SZ,X002466.SZ,X600623.SH,X000959.SZ,X002075.SZ,X000709.SZ,X000983.SZ,X600583.SH,X000408.SZ,X000883.SZ,X600352.SH,X000630.SZ,X600549.SH,X000937.SZ,X601699.SH,X000060.SZ,X000539.SZ,X600176.SH,X000027.SZ,X000012.SZ,X600098.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0372447991771285,0.0188224504555077,0,-1.0842021724855e-19,0.00257780225987558,0.0492288815404065,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.00538289598340129,0,0,0,0,0,0,0,0,0.188439471451651,0,0,0,0,0,0,0,0.05056530989065,0,0,0,0,0.000330705401588995,0.0206968714431453,0,0,-0.00578286974446081,0,0,0,0,0,0
X600028.SH,0,0,0.0287361501828332,0,0,0,0,0,0,-0.0117983795296548,-0.013854449918368,0,0,0,0.0374247548292401,0,0,0,-0.00241893469228135,0,0,0,0,0,0,0,0,-0.0249892584924394,0,0,0,0,0,0,0.0246592810169342,0.313196712418288,0,0,0,0,-0.0165279959646456,0,0,0,0,0,0,0,0,0.0823703801038844,0,-0.0165387737213168,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.175752373601236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307795193546498,0,0,0,0,0,0,0,-0.0589756654778242,0,0,0.206961953471433,0,0,0,0,0,0.0279227995508061,0,0.0437559529842722,0,0.0269790835311158,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0677596086530268,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0190962898236397,0.047636301764314,0,-0.0480950144321309,0,0,0,0,0.0942702798543898,0,0,0,0,0.0447686430968298,0,0,-0.0132043645624102,0,0,0,0,0,0,0,0,-0.039366877854294,0,0,0,0,0,0,0,0,0,0.0453685533455912,0,0,0,0,0,0,0,0,0,-0.0265319639168922,0.0458319686269872,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.427042813382469,0.0167592074034056,0,-0.0266230420095548,0.0439896529035637,0,-0.0176054530373092,0,0,0,0,0,0,0,0,0,0.045054022853362,0,0,0,0,0,0.0317815856663219,0,0,0.0129784982839885,0,0,0,0,0,0,0,0,0.0170633568157894,0,0.104024648381597,0,0,0,0,-0.0399690812884093,0,0,0,0.0255845286850064,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0425719003070772,0,0,0,0.0394539330956447,0.0298611765150668,0,0,0,0,0,0,0,0.0185935241271627,0,0,0,0.0848303406908396,0,0,0,0,0,0,0.16144366849082,0,0,0,0,0,0,0.00955526616598795,0,4.33680868994202e-19,0.0739815150357165,0,0.0296283032840508,0,0,0,0.0312934680614818,0,-0.0244586222951739,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0248560880577424,0,0,0,0,-0.0324809416751667,0,0,0,0,0.117613830051926,0,0,0,0,0.110978553746216,0,0,0.100510491573341,0,0.182612988940668,0,0,0,0.0556749199296616,0,0,0.000246552942054022,0,0,0,0,0,0,0,0,0,0,0.0931849841460765,0,0,0,0,0.0291300821452659,0,-0.0824958958972187,0,0.0200853187708538,0,0,0,0,0,0,0
X601898.SH,0,0,0.252876354130221,0,0,0,0,0,0,0,0,0,0,0.0843291866308338,0,0,0,0,0,0.023436790008558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151035455081185,0,-0.0075907446049364,0,0.135456029627358,0,0,0.162078775015309,0,0,0,0,0,0,-0.001838364282269,0,0,-0.00883751229807705,-0.0676016805033048,0,0,0,0,0,0
X601600.SH,0,0,0.0793891260326239,0,0,0,0,0.0923796425656114,0,0.0306471309911261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195941954445865,0,0,0.170210929064998,0,0,0,0,-0.0151149045998162,0,0,0,0,0,0,0,0.132692351992801,0,0,0,0.109038760010227,0,0,0,0.0334329131201934,0,0,0,-0.0279790269133489,-0.0362410794483362,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272987846001222,0,0,0,0,0,0,0,1.00938478933446,0,0,-0.140402220285762,-3.46944695195361e-18,0,0,0,0,0,0,-0.0132010356634501,0,0,0,0,0.0102901855399796,-0.0137376860278404,0,0,0.0363253743410847,0,0,0,0.0222640999254643,0.0349567954503792,0.14677216586022,0,0,-0.0246028407431719,0,0,0,-0.118201328684592,0,0
