,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600176.SH,X601600.SH,X600801.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600688.SH,X000301.SZ,X600299.SH,X600027.SH,X002080.SZ,X600803.SH,X300037.SZ,X601992.SH,X000932.SZ,X002466.SZ,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000883.SZ,X000027.SZ,X600529.SH,X600612.SH,X000898.SZ,X002353.SZ,X002409.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0151340924745945,0,0,0,0,0,0,-0.0168678222513669,0,0,0,0.0253788765767147,0.112489808515556,0,0,0.0200986424937457,0,0,0,0,0,0,0,0,0,0,0,-0.0114544038508915,0,0,4.33680868994202e-19,0,0.0739487772946154,0,0,0,0.09154783712811,-0.00966324859454182,0,0,0.01784195890246,0,0,0,0,0,-0.0126463575559929,0,0,0,0.00423667342514914,0,0
X600028.SH,0,0,0,0,0,0,0,0.0431454414015937,0,0,0,0.00302055756318863,0,-0.000480643055709506,0.0407334921448128,0,0,0.051247595271663,0,0,0,0,0.0125815833917653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432382845801519,-0.00720782336179164,0,0,0,-0.0236004174547237,0,0,0,0,0,0,0,-0.000665991551830021,-0.00543236043163957,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00645648612881863,0,0.111741851731456,0,0,0,0,0,0,0,0,0,0,0,0,0.303883864024014,0,0,0,0,0,0,0,0,-0.00230704838826101,-8.67361737988404e-19,0,0,0,0,-0.00897910096373002,0,0,0,0,0,-0.0170786166810913,0,0,0,0,0,0,0.029116475507668,0.000631379270485458,0,0,0,0,0.00258403945233494,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.00594163361128929,0,0,-0.0155594912580442,0.00478189636142904,0,0,0.171047294351375,0,0.0536821930015708,0,0,0,0.0328365430193652,0,0,0.0649447519005651,0,0.00412638585867516,0,0,0,0,0,0,0,0,0,0,0,0,0.115903694932971,0,0,0,0.00500942897609826,0.0200471215444829,0,0,0,0,0,0,0.0151416391069291,-0.00516679064413109,0.118414631283226,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.282037407986508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310101450389076,0.0047876691056193,0,0,0,0.0402239874889864,0,0,0,0,0,0,-0.174766082140693,0.339036999587685,0,0,0.0959923035228302,0.0448331474480533,0,0,0,0,0,-0.0134228794056783,0,0,0.0934157135435054,0,0,0,0,0,0.0101334852051548,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0969695719776497,0,0,0,0,0,0,0,0,0,0,-0.0950671402480872,0,0.1397783693362,0,0,-9.39486975934404e-05,0,0,0,-0.0192880056939661,0.0720935933353082,-0.00890897170762705,0,-0.0193894803676516,0,0,0,0,0,0,0,0,0,0,0,0.119887916947242,0,0.0458600061446204,0,0,0,0.0745963534887198,-0.0165939863230413,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00793637462824358,0.0106922449009465,0,0,0,0,0,0,0,0,0,0,0.025911452802962,0.625551437132093,0,0,0,0.136947517972411,0,0,0,0,0,0.0604184427104784,0.0261709940204522,0,0,0,0,0,0.0291266926299301,0.0889928528515245,0,0,0,0,0,0,0,0,0,0,0,-0.0108876749119352,-0.0166061289332807,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0285042821339383,0,-0.0823410628775988,0,0,0,0,-0.0207584177633528,0,0,0,0,0.131789585334004,0,0.127262046501528,0,0.0146106629236739,0,0,0,0,0,0,0,0.247393772205836,0,0,-0.0205470695217652,0.0301387682574405,0,0,0,0,0,0,0,0,0.0547768373073991,0,0,0,0,-0.0153999452050771,0.0676498200631408,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0152692008727563,0,-0.119198116551303,0,0,0,-0.0960516023626267,0,0,0,0.267790295039555,0,0,0,0,0,0,0,0.025586987675834,0,0,0,0,0,0,0.126570082603491,0.291880850994255,0,0,0,0,0,0.0702642759273078,0.070820637699456,0,0,-0.000376719635078055,0,0,0,0.0835186916826835,0,0,0,0,0.0829851685619746,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0211776326842869,0.050931221370518,0,0,0,0,0,0,0,0,0.111499719044606,0,0,0,0,0,0.103476222898893,0,0.16759673682166,0,0,0,0,0,0.116806697696556,0.0813803774240752,0.113904758668141,0,-0.00177223678704818,0.2233420274926,0,0,0,-0.0447498667274841,0,0,0,0,0,0.213358590323447,0,0,0,0,0,-0.0746082815264239,0,0,0,0,0,0
