,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X600516.SH,X000898.SZ,X002460.SZ,X600111.SH,X600176.SH,X601992.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X000883.SZ,X600808.SH,X000830.SZ,X600219.SH,X000630.SZ,X002470.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.215788931411201,0,0,0,0,0,0,0,0.0269626348143586,0,0,0,0,0,0,0,0,0,0.0438588849245329,0,0,0,0.0790746947562537,0,0.0513653480459064,0,0,0,0,0.0142822531516176,0,0,0,0,0,0,0,0.0442063293480003,0,0,0,0,0,0,0,0,0.137117286573387,0,-0.000345192787553184,0.00587850432793496,0,0,0,0,0,0
X600028.SH,0.531426701158178,0,0.299975021289521,0,0,0,0,0,0,0,0.0938542290490997,-0.0311710494711742,0,0.0368481541797143,0,0,0,0,0,0,0,0,0,0,-0.00861360727194333,0,0,0,0,0,0,0,0,-0.0504540382377792,0,0.0086870967295996,0,0,0,0,0,0,0,0,0,0,0,-0.000562669313578901,0,0,-0.039801303813267,-0.013121664967447,0,-0.304504282574273,0,0,0,0
X601088.SH,0,0.291448046501539,0,0.149267439116516,0.0881661728711229,0,-0.0746518198943892,0,0.150887998614055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108212328771577,0,0,-0.115370423287838,0,0,0,0,0,0,0,0.00249679951344928,0,0,0,-0.213737105445576,0.366606221330243,0,0,0,0,0,0,0,0,0,0,-0.0124962340603516,-0.0397387811819085,0,0,0,0,0,0
X600019.SH,0,0,0.236353161694354,0,0,0,0,0,0.389371211909252,0,0.0371717003015098,0,0,0,0,0,0,0,0,0,-0.00145326559579065,0.0103381629502771,0,0,0,0,-0.0873078945806201,0,0,0,0,-0.0696822613232212,0,-0.131996613422479,0,0,0,0,0,0,0,0,0.217862974452498,-0.115193323260162,0,0,0,-0.0215911952984496,0,0,0.0122578444140258,0,0,0,0,0,0,0
X600585.SH,0,0,0.0597241533371072,0.251509178539949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675472722504334,0,0.00683452373773107,0,0,-0.0319904609161981,-0.0165649521104916,0,0,0,0,0.123534453788426,-0.0745451168544509,0,0,0,0,0.226556528640646,0,0,-0.122379105304677,0,0,0,0,0.17546634975914,0,0,0.0577163192858797,0,0,0,-0.0369666468652837,0.0493197230780903,0,0,0,0,0,0
X600309.SH,0,0,0,-0.000982878091694081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133970902451769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01208370999326,0,0,0,0,0,0,0,0,0.00754863540904962,0,0,0,-0.00174727590053995,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078718244567785,0,0,0,0.0423450938996808,0,0,0,0.231108854827585,0,0,0,-0.0833165522424907,0,0.186280634062638,0.0582606268668061,0,0,0.0489127452767519,0,0.191356710159854,0,0,0,0,0,0,0,0,0,0,0,-0.0488709730237778,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118140766029621,0,0,0.0103293752208279,0,0,0,0,0.373650540291149,0,0,0,0,0,0,0,0,0,0.0346332403428692,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.214328224674576,0.101551616055305,0,2.71050543121376e-20,0.0335477759322676,0,0,0,-0.582680808610332,0,0
X600188.SH,0,0,0.507450405440196,0.128645956963939,0,0,0,0,0,0,0,0.280439599764254,0,0,0,0,0,0,0,0,0,0,0,0,0.257839811384478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157238919520249,0,0,0.00758541454418818,0,0,0,0,0.18178495071905,0.173424722156269,0,-0.00654655178188883,0.0207279016413044,0,0,0,0,0,0
X601898.SH,0,0.0486741916586243,0,0,0,0,0,0,0.049765260109636,0,0,0,0,0,0,0,0,0,0,0,0.0295630539292338,0.0432729632866344,0,0,0,0.0883824949183859,0.0260650124680112,0,0,0.0781333315770826,0,0,0,0,0,0,0,0,0,0.0946031802753828,0,0,0.0409587953473533,0,0.0709390051445531,0,0,0,0,0,0,-0.013236332574212,0,0,0,0,0,0
X601600.SH,0,0,0,0.175529570052021,0,0,0,0,0,0,0,0,-0.00326545722684097,0,0,0,0,0,0,0,0,0,0,0,0,0.0282526224219627,0,0,0,0,0.0463541724566945,0,0,0,-0.31784738945345,0,0,0,0,0.340543583773068,0,0,0,0,0,0,0,0,0.0426607643121411,-0.140835191636201,-0.0276634946861501,0,0,6.93889390390723e-18,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.110527369869617,0,0,0,0,0,0,0,0,0,0,0,0.0944131045572313,0,0.588017409573185,0.118606758116099,-0.0714507858182488,0,0,-0.0638130878116929,0,-0.0168376806536006,0.011055998251185,-0.0137145959788237,0,0,0,0.0390625797012098,0,0,0,0,0,0,0,0,0,0,0,-0.0631933010731844,0,0,0.00856184755280477,-0.0221384764014551,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0400631950766649,0,-0.0773549447333401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332098026250324,0,0,0,0,0,0,0,0,-0.173178602266779,0,0,0,0,-0.196522755368069,0,0,0,0,-0.0557969159345804,0,0,-0.128410309474691,0,0.271353462262499,0,0.0199833045471438,0.00118804364560725,0,0,0,0,0,0
X600688.SH,0,0.175481906685943,0.183012692524067,0,0.0285303156499254,0,0.0557610681537789,0.0348197018950532,0,0,0,0,0,0,0,0.023117007810542,0,0,-0.0162139551970626,0,0,0,0,0,0,0,0,0,0,0.00134508667307875,0,0,0,0,0,0,0,0.0290482049421167,0,0.00662724497813668,0,0,0,0.0279416959531848,0,0,0,0,0.143661647365763,0,0.00939268778702648,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.00911329246596762,0.0863662720861831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150441850691678,0,0.0141910690789342,0.120507951455268,0,0,0,0,0,0,0.0117150783085073,0,0,0,0,0,0,0,0.0420470617672592,0.0670985067634266,0,0,0,0,0,0,0.0271158777470045,0,0,0,0,0,0,0
