,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X000786.SZ,X002271.SZ,X600795.SH,X601991.SH,X600688.SH,X002353.SZ,X601992.SH,X600111.SH,X600176.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000553.SZ,X000792.SZ,X600486.SH,X002080.SZ,X000027.SZ,X000630.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00244689334111785,0.00777655143026451,0,0.0272729556193869,0,0,0,0,0.0105980147429328,0,0.0964414000515876,0,0,0,0,0,0.327984053693163,0,0,0,0,0,0.00717485046761601,0,0,0.0124740469543959,0.0749195536622798,0,0,0,0,0,0,0,0,0,0,0,0.0824866425725274,0,0,0,0,-0.00867393102909025,0,0,0,0,0,0,0
X600028.SH,0.264687898285231,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0327947296353087,0,0,0,0,0,-0.00819982588576021,0,0.0245369695430806,0,0,0,0,0,0.22432289711792,0.0115324939089423,0,0,0,0.0412529141309313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078014889548288,-0.00193038136250108,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0023421558390247,0,0.0668867730201261,0,0,0,0,0.052256564279265,0.239195079802775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872068593623709,3.46944695195361e-18,0,0.0190340802693625,0,0,0,0,0,0,0,0.0563447897514807,0,0,0,0,0,0,0,-0.0006260682866007,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00188548702627327,0,0,0,0,0,0,0,0,0,0,0,0.508202307565583,0,0,0,0,0.0522782341144821,0,0,-0.0303395881522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222780180608155,0,0,0,0,0.000968117371479772,0.0396029302120139,0,0,0,0.077840900544478,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931415564698681,0.304304907745457,0.0831767795160655,-0.0937803843990203,0,0,0,0,0,0,0,0,0.0297966730072049,0,0,0,0.0123762422323977,-0.220086876056584,0,0.12412907488196,0.148321063630568,0,0,0,0,0,0,0,0,0,0.0216619683227066,0.0322543477332095,0,0,0,0,-0.00931707049602191,0,0,0,0,0.0224012734265226,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0456513915604754,0.0331309304276447,0,0,0,0,0,0.0109136923045707,0.0293199521030238,0.0645633718005913,0,-1.0842021724855e-19,0,0,0,0,0,0,0.128178741426806,0,0,0,0,0,0,0,0,0,0,0,0.120708320224029,0,0,0,0,0,0,0,0.0268695259433896,0,0,0.0266587731030229,0,0.00555782049079673,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673455578533295,-0.0358890932591711,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0324995051147102,-0.196887342286601,0,0.0464929399297399,0,0.0456474113901712,0.872128872212849,0,0,0,0,0,0,0.183795947098317,0,0,0.00262702314418492,0,-0.0578329417145923,0,0,0,0.00695671158058633,0,0.028960420158318,0,0,0,0.0412779329579886,0,0
X600011.SH,0,0,0,0,0,0,-0.0420990204081138,0,0,0,0,0.046244990644739,0,0,0,0,0,0,0,0,0,0,0,0,0.262220180991425,0,0,0,0,0.211274236932903,0,0,0.0472728669097128,0.00548310838801984,0,0,0.0446464986229904,0,0.0137237978188057,0,0,0,0,0.178053575710291,0,0,0.035871690096674,0,0,0.0222106892084574,0,0,-0.00442225793730083,0,0,0,0.0123996566703259,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.278203495545304,0,0,0,0.0967725680814926,0,0,0,0,0.0199583437710679,0,0.184595000835628,0,0,0,0,0.0819993390420026,0,0,0.0592433631348078,0,0,0,0.229867429424058,0.211722196298099,0,0,0,0,0,0,0,0,0,0,0,0,0.117044430018196,0,0,0.228622159473544,0,-0.0789203554598951,0.104671141578107,0,0,0,-0.0173064548957294,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112922917662359,0,-0.217475900751136,0.060970884376396,0,0,0,0,0,0,0,0,0.541898703334821,0,0,0.0447297207950216,0,0,0,0,0,0,0,0,0,0.304582750188555,-0.218910093472607,0,0,0,0,0.0694024976116355,0,0.00878265681802147,0,0,0,0,0.0238103594712723,0,0
