,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X000932.SZ,X600801.SH,X000709.SZ,X600808.SH,X600426.SH,X600339.SH,X000883.SZ,X600583.SH,X601158.SH,X600219.SH,X601699.SH,X600985.SH,X000830.SZ,X600489.SH,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118348619021584,0,0,0.0724848459727297,-0.106658463045027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,3.46944695195361e-18,0,0.077796422861566,0,0,0,0,0,0.0906876872797566,0.261708035204823,0,0,0,0,0.0032319310881573,0.0155430783531584,0,0,0,0,0,0
X600028.SH,0.0836011248594391,0,0.15492951190686,0,0,0,0,0,0,0.0363891648714644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136232598258091,0.192958722522453,-0.123102292970703,0,0,0.0264580641586604,0,0,0,0,0,0,0,0,0,0,0.0876436210519471,0.0193120027604387,0,0,0,0,0,0,0.00337474922574058,0.0088183716117471,0,0,0,0,0,0
X601088.SH,0,0,0,0.113254503421039,0,0.0320954363252981,-0.0253253735361815,0,0,0,0,0,0,0.226095518443484,0,0,0.200264922019628,0.0474353568677155,0,0,0.0532002604043646,0,0,0,0,-0.0589969786983207,0,-0.0225709532300704,-0.041726687826007,0,0,-0.0849830688126913,0,0,0,0,0,0,0,0,0,0.0432107959094041,0.205354596483784,0,0,0,0,0,0,-0.00455152469476564,-0.0190302360908841,0,0,0,0,0,0
X600585.SH,0,0,0.139482479635278,0,0.0646291124920195,0,0,0.00904404635877421,0,0,0,0,0,0,0,0,0,0.0906688628378505,0,0,0,0,0,0,0,0,0,0.029473436454392,0,0,0,0.236993928328878,0,0.307650639643726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534267915322855,0,0,0,0,0,0,0
X600019.SH,0,0,0.121392934659782,0.0611738748690607,0,0.173465429200772,0,0,0,0,0,0,0,0,0,0,0,0.0164860545868489,0,0,0,0,0,0,0,0,0,0,0.184178822466681,0,0,0,0.225427724923328,0,0,0,0,-0.0132702638572936,0,0,0,0,0,0,0,0,0.0939851579601112,0,0,0.00615257261919409,0.00140720345900606,0,0,0,0,0,0
X600309.SH,0,0,0,0.0510043795930567,0,0,0,0,0,0.0780803964464934,0,0,0,0,0,0,0,-0.155032332665623,0,0.474778756922235,0,0,0,0,0,0,0,0,0,0.0859918998449942,0,0.196478665052087,0,0,0,-0.231225647253805,0,0,0,0,0,0,0,0,0.173706092910625,0,0,0,0,0.031227815297695,0.0402917351805927,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.038833362686351,0,0,0,0,0,0,0,0,0,0.151919518609916,0,0,0,0,0,0.672524920268697,0,0,0,0,0,0,0,0,0,0,-0.0278568078845896,0,0,0,0,0,0,0,0,0,0,-0.0540700032605272,0.189060404187797,0,0,0,0,0.000806561139427308,0.0102124666662535,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0650742006799307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243297014296061,0,0.418906968823528,0,0,0,0,0,0.117381782964633,0.251912306952879,0,0,0,-0.0360500284614982,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.224652744074078,0,0,0.106779652582236,0,0,0,0,0,0.0251774992112497,0,0,0.0612534000534044,0,0.11428141899591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641105910811148,0.063151872290655,0,0,0,0,-0.00873488875201677,-0.00501172348482911,0,0,0,0,0,0
X600660.SH,0,0.119624142540266,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.270662978462228,0,0,0,0.018778010998743,0,0,0,0,0,0,0,0.0827724322588412,0,0.0416804523437951,0,0,0,0,0.13990957950475,0,0.0109592043695757,0,0,0,-0.0521167762846372,0,0,0,0,0,0.0864314785070755,-0.000680325338142731,0.0180037598037485,0,0,0,0,0,0
