,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X600160.SH,X601991.SH,X600219.SH,X600426.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X002466.SZ,X000630.SZ,X000408.SZ,X601168.SH,X600985.SH,X600176.SH,X002128.SZ,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X002353.SZ,X600352.SH,X600378.SH,X600612.SH,X600995.SH,X600863.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.583064266594049,0,0,0.24840974342574,0,0,0,0,0,0,0,0,0,0,0,0.0839309553906335,0,0,0,0,0,0,0,0,0,0.0725496746230553,0,0,0,0,0,0,0.503223738774118,0,0,0,0.0837311340447452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101643942705056,-0.0112740910380195,0,0,0,0,0,0
X600028.SH,0.385307129594322,0,0,0,0.30567008959273,0,0,0,0,0,0.151119165169228,0,0,0,-0.106669247463187,0,0,0,0,0,0,0,0,0,-0.010884515254007,0,0,0,0,0,0,0,-0.0888930174632731,0,0,-0.0916204381289324,0,0,0,0,-0.0313200539334315,0.0839053945955194,0,0,0,0,0,0,0,0.0756003652243638,0,0.0204057947953623,0,0.0053366071932563,0,0,0,0,0
X601088.SH,0.126691119676941,0,0,0,0.0897049345516105,0,0.0138825224702541,0,0,0,0,0,0,0.115996910289894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848143602711485,0,0,0,0.103477076242449,0,0,0,0.134855247404542,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0279037369830148,0,0,0,-0.0120955365876389,0,0
X600309.SH,0,0,0,0,0,0,-0.105376527344273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154301861393987,0,0,0,0,0,0.378260653296361,0,0,0,0,0.0722769125595563,0,-0.036776132588801,0,0,0,0.20519196848095,0,0,-0.00902194860669287,0,0.108206322736643,0,0,0.265237449791657,0,0,0,0,-0.0871565737558325,-0.0257437547967387,0.0773564448383481,0,0,-0.0326398178680919,0,0
X601898.SH,0,0.226437211877131,0.154499117768552,0,0,0,0.253406891348482,0,-1.0842021724855e-19,0.0827107773852178,0,0,0,0,0,0,0.0555412797373298,0,0,0.0653338411520021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440268512582234,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.220047691521132,0,0,0.0387576431579786,-0.0649445795480089,0,0,0,0,0,0
X600660.SH,0,0,0,0.171603739888671,0,0,0,-0.151087057235725,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0144508241444118,0,0,2.71050543121376e-20,0,3.46944695195361e-18,0,0,0.161278516546312,0,0,0,0,0.20918040282867,0,-0.0147513372925812,-0.231428875295649,0,0,0,0.0728498278426133,0,-0.152169042267491,0,0,0,0,0,-0.121334911083354,0,0,0,-0.180907900896495,0,-0.048355970147441,0,0,-0.113063800528801,0,0
X600188.SH,0,0.268465652056567,0,0,0.0724190161909538,0,0,0.099683659132671,0,0.0362933375513814,0,0,0,0,0,0,0,0,0,0,0,0.0390992844990977,0,0.0815159173695725,0,0,0,0,0,0,0.300222244507734,0,0,0,0,0,0.440011398453365,0,0,0,0,0,0,0,0,0.00702435031558875,0.093357263172435,0,0.178434585672398,0,0,0.0193220022098412,0,0,0,0,-0.00402833098423089,0,0
X600019.SH,0,0.198191310583042,0,0,0,0,0,0,0,0,0,0,0.111605848298294,0,0.0988697953569866,0,0.00841689032575783,0,0,0,0.0523984542120146,0,-0.0907580728145554,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.207206914811875,0,0,0,0,0,0,0,0,0,0,-0.000214427299291857,0,0,0,0,-0.166992018320825,-0.00333142498513924,-0.0283579435563759,0,0,0,-0.0728251166316385,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162158581348675,0,0,0,0,0,0,0,0.118165577431475,0,0,0,0,0,0,0.501729733726335,0,0,-0.0728507952164198,0,0,0.0464997486336144,0.247625395792308,0,0,0.220276104147814,0,0,0,0,0,0,0,0,0,0.0580715976797379,0,0,-0.0296689791554663,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0971244152938396,0,0,0.243164078120276,0,-0.281273344169691,0,0,0,0,0,0,0.0572132774251492,0.619285464990173,0,0,0,0,0,0,-0.00266998855577913,0.0563217581177293,0,0,0,0,0,0,0,0,0,0,0.251527225182569,0,0,0.0240494312747603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793773138008828,0,0,0,0,0,0
X600886.SH,0.298045252889166,0,0,0,0,0,0,0,0,0.0480877466386896,0,0,0,0.0625425554419015,0,0,0,0,0,0.369002109272957,0,0,0,-0.129208049339308,0,0,0,0,0,0,0,-0.229252223869097,-0.0468515531274073,0,0,-0.0811664636706901,0,-0.13372087725985,0,0,0,-0.00017383529692012,0,0,0,0,0,0,0,0,0,-0.0559611338191103,0.0324369598887221,0.0264156559710342,0,0,-0.0450092820904737,0,0
X600585.SH,0,0,0,0.0399072346712469,0,0.0575209483801091,0,0,0,0,0,0,0,0,0.0849882803101748,0,0,0,0,0,0,-0.0279071897831126,0,0.154488084737514,-0.0119352933243671,0,0,0,0,0,0,0.0326521186615039,0,0,0,0,0,0,0,0,0,0.132439196341217,0,0,0,-0.0350930034427758,0,0,0,0,0,0.0973365226674032,0.01533401582628,0,0,0,-8.67361737988404e-19,0,0
X600011.SH,0,0,0,0,0,0.157820604407436,0,0,2.71050543121376e-20,0,0.342261476937848,0.172146450890038,0,0.126847296107866,0,0,0,0,0,0,0,0.0852190940513214,-0.0231469334162803,0,0,0,0,0,0,0,0,0,0,0,0.00157508299653012,0,0,0,0,0,0,0,0.121942871146505,0,0,-0.0271814019669837,0,0,0,0,0,-0.0792579581782427,-0.0139190173054326,-0.00305047865536455,0,0,-0.090946861015091,0,0
X600795.SH,0,0.0116809365627415,0,0,0,0,0.0437675249321967,0,0.0572943549018147,0,0.0453512018881267,0,0.126188107468384,0,0,0,0,0,0,0,0,0.130386921539665,-0.0814413121906977,0,0,0,0,-0.16422239791851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284053239977196,0,0,0,0,0,0.277713077885486,0,0,-0.0120454401711062,0,0,0,0,-0.0336331442182285,0,0
