,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X601898.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X600111.SH,X600352.SH,X000301.SZ,X600489.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600803.SH,X600486.SH,X600027.SH,X300037.SZ,X002353.SZ,X600299.SH,X601992.SH,X600219.SH,X000932.SZ,X002080.SZ,X601168.SH,X000898.SZ,X600529.SH,X000630.SZ,X000723.SZ,X002409.SZ,X000807.SZ,X000027.SZ,X002075.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.00286181418218553,0,-4.33680868994202e-19,0.0323460705275511,0,0,0,0,0,0.0365664569696608,0,0,0,0,0,0,0,0,0,0.00221242320538151,0,0,0,0,0,-0.00228697124103573,0,0,0,0.0434264190855477,0,0,0,0,0,0,0.0265181007746795,0,-0.00831297021715338,0.0699008047694988,0,-0.00401288239353964,-0.0267545144196844,0,0,0,-0.0047964157053427,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0348880206856923,0,0,0,0,0,0,0.00415501750125639,0,0,0,0.0216433055354848,0,0,0,0,0,0,0,0.00308635881994653,0,0,0,0,0,0,0,0,0.0677971380568249,0,0,-0.0382843350647399,0,0,0.0202632290235075,0,0,0.0461227181619296,0.0475099769374477,0,-0.00482884578975071,0,0,0,0,-0.0150692612868282,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0303804900482576,0,0,0,0,0,0.0667490634265647,0,0,0,0,0,0.169936731762898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228453672284094,0,0,0,0.211798168366188,0,0,0,0,-0.0774732638144647,0,0.0200158175523616,0,0.0216110366277542,0,-0.0187675341079823,0.0363855781543611,0,0.0160355239637544,0,0,0,0,-0.011225362918519,0,0
X600585.SH,0,0,0,0,0.0665460773908117,0,0,0,0.12970314287102,0,0,-0.00958786773300792,0,0,0,0,0,0,0.00769378959812858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528580901501535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227900905062802,0,0,0,0,0.0114065922749104,0,0
X600309.SH,0,0,0,0,0,0,0.0867265084904166,0.267972424232059,0,0,0,0,0,0,0,0,0,0,0.215318741473073,0,0,0,0,0,0,0.140701534778397,0,0,0,0,0,1.73472347597681e-18,0,0.11160445735034,0.109327310385768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109982444789672,0.0430909363114931,0,0,0,0.0302467920280346,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0144464973514904,-0.0505598760708409,0,0,0.139552886599755,0.0362208571619595,0,0,0,0,-0.00630376754158443,0,0,0,0.0900797594700584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677946028480471,0,0,0.00480905113592392,0,0,0.0111158610239262,0.0657231495148318,0.0163688273213318,0.0729212115871088,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0878334258236604,0,0,0.0584077643768942,0.0826160139253837,-0.0516104782763566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389377133301685,0.585612984781493,0,0,0,0,0,0,0,0.0695253301325203,0,0,0,0.0255121650495495,0,0,0,0,0,0,0,0,0,0,-0.0200124018060601,0,0,0,0,0,0,0,0.00541655799913158,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00469680711222022,0,0,0,0,0,0,0,0,-0.0173623576902699,0,0,0,0,0,0,0,0,0.0374245048528806,0.107921306220073,0,0,0,0,0,0,0.435204742393858,0.0934244097165275,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663937765169317,0,0,0,0,0.00841080368403071,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0716958373573264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303469107850615,0,0,0,0.357884725936306,0.0469372586347387,0,0,0,0,0,0.230174771286568,0,0,0,0,-0.0405494026460414,0,0,-0.125676647526009,0,0,0,3.46944695195361e-18,0,0,0,-0.025299563898612,0,0
X600660.SH,0,0,0,0,0,-0.113841189891022,0,0,0.0355038923934797,0,-0.0393312615223251,0,0.0679857766723827,-0.0680107641994485,0,0,0,0,0,-0.0767644591289833,0,0,0,0.1023572673487,0,0,0,0,0,0,0.122891894129713,0,0,0.213433483743017,0,0,0,0,0,0,0,0,-0.0435857304907943,0,0,-0.0798728395943927,0,0,0,0,0,0,0.0644887490288178,0,0,0,0.027297807695903,0,0
