,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600176.SH,X600803.SH,X601991.SH,X600027.SH,X000983.SZ,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X000629.SZ,X600378.SH,X002080.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600096.SH,X000723.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600157.SH,X000630.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153389562838639,0,0,0,0,0,-0.0173924467998051,0,0,0,0,-0.0498371148741667,0.141529900219935,0,0,0,0,0,0.0536044321436793,0,0,0,0,0,0.065529170296429,0.018297907940583,0.02350498008025,0,0,0,0,0,0.0819723381736735,0,0,0,0,0,0,0,0.0268867550989532,-0.0540524220635942,0,0,0,0,0,0,0,0,0.0528999758104841,-0.0685954253770371,0,0,0,0,0,0
X600028.SH,0.245695584001382,0,0,0.107557562914262,0,0,0.0483532218531917,0,0,0,0,0.186673865643527,0,0.0699468732740355,0,0,0,-0.0208068503152426,0,0.0249942637723841,0,0,0.0177734308405557,0,0,0,0,0.0616801718407522,0,0,0,0,0,0,0,0,0,-0.0101764361382595,0,-0.0743156840229364,0,0,0,0,0,0.000275829452481365,0,0,0,0,0.0484224129190129,0.0207829591907591,-0.0217876157327756,0,0,0,0,0,0
X601088.SH,0.274055096849278,0,0,0,0.0914274820269629,0,0,0.0144368183595994,0,-0.0618016398330261,0,0.0748764521984872,0,0.0477216296090603,0,0,0,0,0,0,0,0,0,0,0,0.119536469830256,0,0,0,0,0,0,0,0.0265074703235156,0,0,0,0,0,0,0,0,0,0,0.0417658039047705,0,0,0,0,0.040775615231291,0,-0.0287033099695768,0.0211492574339656,0,0,0,0,0,0
X600309.SH,0,0.109119198742231,0,0,0,0,0,-0.0731806797137498,0,0,0,0,0,0,0,0,0,0.133418214480904,0,0,0,0.0580527653897435,0.281059291028733,0,0,0,0,0,0,0,0,0,-0.0716182544553678,0,0,0,0,0,0,0,0,0,0,0,0.300328871089332,0.0139681871142557,0.144624922973629,0,0,0,0,0,0.0209120813835136,0,0,0,0,0,0
X600188.SH,0,0,0.759132264663517,-0.131796755408735,0,0,0,0,0,0,0,0.0171953771101184,1.73472347597681e-18,0,0,0,-1.38777878078145e-17,8.67361737988404e-19,0,0.0161698517962903,0.180601430644278,0,0,0,0.100250745870345,0.137265025175892,0,0,0,0,0,0,0.106383902740859,0,0,0,0,0,0,0,0,0,0.0515426016093107,0,0,0,0,0,0,0,0,-0.0138578761839603,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681497057347994,0,0.126304693239032,0,0.36368626985382,0,0,0,0,0.0265171980232524,0,0,0,0,0,0,0,0,0,0,0,0,0.0785112071448564,0,0,0,0,0,0,0,0,0,0,0.0304701556366819,0,0,0,0,0,0,0,0
X600019.SH,0,0.346654679960822,0,0,0.0632729595654339,0.226789575884046,0,-8.67361737988404e-19,0,0,0,0.0410841202750273,0,0,0,0,0,0.14025053575614,0,0,0,0.209360431142651,-0.116310796621142,0,0,0.0511849949606445,0,0,0,0,0,0,-0.0368966775160587,0,0,0,0,2.16840434497101e-19,-0.0627863012668733,0,0,0,0,0,0,0,0,0,0.167029420970832,0,0,0,-0.0087904241028861,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0766261083468327,0,0,0,0,0,0,0,0,0,0,-0.00828298931205001,0,0,0,0,0,0,0,0.0806715958161686,0,0.559895332740612,0.0438489466071958,0,0,0,0,0,-0.148649504124074,0.0688264630127455,0,-0.201477413881902,0,0,0,0,0,0,0,0,0,0.173657296137098,0,-0.0156230402299381,0.0210685661110107,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.604484284231481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029585415101843,0,0,0,-0.0372028968833888,0,-0.0749665395252339,0,0,0,0.0553385459860965,0,0.170762995130768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.574187937775808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501051731997206,0,0.00796202638835415,0,0,0,0,0.0491713994634925,0,0,0,0,0,0,0,0.0266015247347988,0,0,0,0,-0.061809838286275,-0.055381638195144,0.0620616453365624,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0777395235471038,0,0.165461827160142,0,-0.0385482873120649,0,0,0,0,0.0098861952139568,0,0,0.0683319176258823,0,0,0.145525782699228,0,0,0,0,0,0,0,0,-0.0995310157401212,0,0,0,0.0924827693334631,0,0,0.0231014300754505,0,0,0,0,0,0,0.0799178130458106,0,0,0,0,0,0,0.0100146709011819,0,0,0,0,0,0
X601898.SH,0,0.717086178479894,0,0,0.1668681194721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126962585882743,0,0,0,0,0.151673848633799,0,0.0402688092158823,0.011969628975333,0,0,0,0,0,0,0,0,0,0,0.0822490013740321,0.0403937913475752,0,0,0,0,0,0,0,0,0.099229331116957,-0.158190072875429,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.107408543247839,0,0,0.0946203903764287,0,0,0,0,0,0,0,0,0,0,0,0.193183340507321,0,0,0,0,0,0,0,-0.0706383845277218,0,0,0,0.381052693298337,0,0,0,0.0430317291395756,0,0,0,0.00333556897745913,0,0,0,0,0,0,0,0,0,0,0,-0.00842415996379608,-4.33680868994202e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101651643314073,0,0,0,0,0,0,0,0,0.117315542112783,0,0.737705231484279,0,0,0.0784395245178822,0,0,0.031985528832918,0,0,0.0107517190582592,0.0959803129337299,0,0,0.0504764657386323,0,0,0.103061193979234,0,0,0,0,0,-0.0691507242966825,0,0,0,0.04860308581821,0,0.0461554365350505,-0.0562034902294022,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108765116433537,0,0,0,0,0.114228192120756,0,0,0,0.36407583045915,0,0.0104301322763641,0.139446347266268,0,0,-0.00143183299728789,0,0,0.217381411837834,0,0,0,-0.0563759945387159,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0351700531364419,0,0,0,0,0,0,0.00663696149607644,0,0,0,0,0,0.0171484376718173,0,0,0,0,0,0.0755489203360675,0,0,0,0.136733188828929,0,0,0.0189907482103153,0.103113140332635,0,0,0,0.0696040547515737,0,0,0,0,0.0858256285455455,0,0,0,0,0,0,0.0528147705517398,0,0.0288100334104684,-0.0359148039606874,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0848488469667921,0.031689570782266,0,0,0,0,0,0.0562872227904725,0,0.122814331071496,0,0.0615941669637254,0,0,0,0.0479146246527496,0,0.0162695083659541,0,0,0,0,0,-0.0513467736248367,0.0245421965163034,-0.0438987606906254,0,0.0472896941630167,0,0,0.114054733207867,0,0,0,0,0,0,0,0,0,0,0,-0.0544724072742213,-0.00561939293508039,-0.0261667285617751,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0774217986427479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252901311482555,0,0,0,0,0,0.629672418606032,0,0,0.082042526983433,0,0,0,0,-0.0493733663792035,-0.0407991585335288,0.177145154190145,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741813879930872,0,0,0,0,0,0,0,0.0774488567987959,0,0,0,0,0,0,0,0,0,0,0.155276908041431,0,0,0.0805250270247328,0,0,0,0,0,0.0169580776387017,0,0,0,0,-0.0629196734180712,-0.0214281802060401,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435690906756172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289377953994764,0,0,0.351241259116223,0,-0.0115179657158337,0,-0.0801293248845986,0.141334108498015,0,0,0,0,0,0.414910632281697,0.164011167156646,0,0,0.0118837684720755,0.0755072387443559,0,0,0.011093166560171,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0679830367404783,0,0,0.0253620535656508,0,0,0,0,0,0,0,0,-0.153319781375193,0,0,0.0181699018715415,0,0,0,0,0.0837273156634769,-0.058579071992972,0,0.0870291608955759,0,0,0,0,0,0,0,0.0467653729419921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237758320262441,0.0247579511959056,0,0,0,0,0,0
X000877.SZ,0.00191336893052819,0,0,0,0,0.616250372247426,0.132483688837255,0,0,0,0,0,0,0,0,0.0830796910104073,0,0,0.0310824358110747,0,0,0,0,0,0,0,0,-0.0362511969995766,0,0,0,-0.0142561362785307,0,0,0,0,0.204761202748218,-0.0219057316171595,-0.00824108792676735,0,0,0,0,0,0,0,0,0,0,0,0,0.0240834223247227,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.54744350443068,0,0,0,0,0,0,0,0.16609451575642,0,0,0,-0.473271799463035,0,-0.0789326109039355,0,0.102621001196894,0,0,0,0,0,0,0,0.105100008743285,0,0,0,0,0,0,0.191458820364515,0,0,0.0619419664549728,-0.0853245168652314,-0.182102043713228,0,0,0,0,0,0,0,0,0,0,0,0,0.0715798395603877,0,0,0,0,0,0
