,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X600489.SH,X000708.SZ,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X601991.SH,X600426.SH,X601699.SH,X000301.SZ,X002466.SZ,X002128.SZ,X000786.SZ,X000877.SZ,X000807.SZ,X000630.SZ,X600219.SH,X000933.SZ,X600985.SH,X601168.SH,X600176.SH,X000883.SZ,X000408.SZ,X600096.SH,X600348.SH,X000027.SZ,X002353.SZ,X002271.SZ,X000932.SZ,X600282.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0798983647090673,0.462103875519954,0,0,0,0,0.0889980391328888,0,0.19517874473893,0,0,0,0,-0.129218769965887,0,0,0,0,0,0,0,0,0,0,0,-0.1355423003272,0,0,0,0.0128382954248329,0,0,0,0,0,0.0257075475905457,0.0218851911955491,0,-0.0292719462289493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.375598495348897,0,0,0,0,0,0,0,0,0,0,-0.0655975872381241,0,-0.090916304196493,0.0729938006373101,0,0,0,0,0,0,0,0,0,0.320482710610714,0,0,0.0480092200965725,0,0,0,0,0,0,0,0,0,0,-0.0692649848981781,0,0,-0.00294701633788294,0,0,0,0.131495755604929,-0.0220551088867521,-0.100700494277589,0,0,0,0.0779841927513868,0,0,0,0,0.0876631432551578,0,0
X600028.SH,0.425775968152214,0.0721563152957587,0,0,0,0,0.145850410355421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138269522212381,0,0,0,0,0,0,0,0,0,0,0,0.0127515529960647,0.0357468042423947,-0.0328184966185063,-3.46944695195361e-18,0,0,0.0392078519728027,0.0567027079945363,0,0,0,0,0,0,-0.030582039756934,0,0.0110984867142807,0,0,0,0,0,0,0
X600309.SH,-0.10650338313465,0,0,0,-0.0806295568068719,0,0,0,0,0,0,0,0,0,0,0.0855251852515257,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0207146858160552,0,0,0,0,0,0,0,0,0,0,0.092026956942392,0.03595378145202,0,0,0,0.140976500792793,0,0.0853793930588017,0,0,-0.0882689260930063,0.0355411496073963,0.107271952005593,0,0,0,0,0
X600188.SH,0.128052271330023,0,0,0,0,0.336051504389682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924354366487483,0,0,0,-0.122209299548494,0,0,0,0,0.000220806761898873,0.158608738152566,0,0,-0.20730441652302,0,0,0.413825153427134,0,-0.0238050014258905,-0.0747363528045599,0,0,0,0,-0.00373677368170814,-0.0253298214824378,0,0,0,0.0779359127892064,0,0
X601898.SH,0,0,0.0419430178697259,0,0.054508551512849,0,0,0,0,0,0,0,0,0,0,0,0.0186991794447581,0,0.054090787728657,0.0941447255182155,0,0,0,0,0,0,0,0.210938831500354,0,0,0.0406051001674277,0,0,0,0,0,0,0.332114154446242,0,0,0,0,0,0,0,0,0,0.00301904342880992,0,0,0,0,0,0,0,0,-0.0060227777996748,0,0
X600019.SH,0,0,0.0357078184011957,0,0,0.182416176382705,0,0,0,0,0,0,0,0,0,0.0187883986706685,0.0922732126033305,0,0.0510708026902583,0,0,0,0,0,0,0,0,0,0.0339005663248638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364343094501909,0.411151934258171,0.00384378258456328,0,0,0,0,0,0,0,0.0247297259458074,0,0
X600011.SH,0.112374860831128,0,0,0,0,0,0,0,0,0,0,0,0,0.252184219832408,0,0,0.229355338657215,-0.0114763085073384,0,0,0,0,0,0,0,0.314521870269023,0,-0.100973958816015,0,0,0.0522393439407358,-0.0644022999891535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287340026373033,0,0,0,0,0,0.0734479356215992,0,0,0,-0.0529982552804865,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18371870464124,0,-0.0332980136157099,0.16557165747052,0,0,-0.0823002576510993,0,0,0,0,0,0,0,0,0,0,0,-0.12831184152834,0.0790503302452604,0,0,0,-0.0647348977376516,0,0,0,0,0,0,0.0555053383941609,0,0,-0.0275250318640335,0,0,0,-0.163872610209188,0,0,0,0,0,0.0739629030169686,0,0
X601600.SH,0,0,0,0,0,0,0,0.0996500190342252,0,0,0,0,0,0,0,0,0,0,0,0.0978470561315841,0.0767552117798514,0,0,0,0,0,0,0,0,0,0,0,0,0.0796038274518321,0,0,0.187164965715738,-6.93889390390723e-18,0.261846356238122,0,0,0,0,0,0,0,0,0.0733264019667975,0.1379215669007,0,0,0.0246173226080093,0,0,0,0,0,0,0
