,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X002466.SZ,X600362.SH,X600188.SH,X600547.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X600516.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X600549.SH,X000553.SZ,X002092.SZ,X601158.SH,X600008.SH,X000983.SZ,X000630.SZ,X000883.SZ,X000786.SZ,X000792.SZ,X601699.SH,X000807.SZ,X000723.SZ,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0321405693216439,0,0,0,-0.00327469899973885,0.0085008625469712,0,0,0,0,0,0,0.0032658252642267,0,-0.0155208109399595,0,0,0,0,0,-0.00885818034519712,0,0,0,0,0,0,-0.0182708683853037,-0.0314952276295011,0,0,0.0338552777634232,0,0,0,0,0,0.0546610850526138,-0.127805672082448,0,0,0,-0.00920928775204802,-0.00443339713730795,0.034836150604318,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.153730867150731,0,0,0.0473676725713608,0,-0.0405620198104698,0,0,0,0,0,0,-0.0259446017864754,0,0,0,0,-0.0252810686990122,0,0,0,0,-0.29162632894361,-0.0296543388960568,0,0,0.0406575323871167,0,0,0,0,0,0,0,0,0,0,0,0,0.00815297807285153,0,0,-0.0995789338081877,0,0,0.00054914285298038,1.0842021724855e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.206825621671353,0,0,0,0,0,0.0880255600615048,0,0,0,0.0287672396286409,0,0,-0.0110735601257547,0,0,0.210397167249282,0,0,0.0193154950344809,0,0,0.262376580321986,0,0,0.0565552670842341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145790715655476,0.0443192144823848,0,0,0,0.0303122643833245,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983593126986708,0,0.0535919637147287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196034725609793,0,0,0.0500777285085615,0,0.0147039123927382,0,0,0.00968883158174422,0,0,0,0,0.141252905413255,0.0274782230529446,0,0,0,0,-0.0162736547420159,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0936036327543305,0.130374002271353,0,0,0,0,0,0,0,0.0861342741565582,0,0,0.25273969803565,0,0,-0.058653601949342,0,0,0,0,0,0.000693595584046434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743631248392405,0,0,0.23549753906111,0,-0.00251648219903474,-0.0133035497863084,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0921121963387236,0,0,0,0,0,0,0,0,0,0.13242053285739,0,1.73472347597681e-18,0,-0.0484595552676602,0,0.0677027575842581,0,0,0,0.0263870048074002,-0.0991272533583511,0,0,0,0,0,0.0632035673443782,0.0439296114216586,0,-0.0068773897090221,0,0,0,0,0,0,0,0,0,0,0,0.0229057475744987,-0.0019976655434337,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0019797214505266,0,0,0,0,0,0,0,0,0,0,0.0867090837585337,0,0,0,0,0,0.0829228268952,0,0,0,0,0,0.240167249950195,0.271766036605965,0,0.173811545761376,0,0,0,0,0.0498665527836888,0,0,0,0,0.0828036769057761,0.0216880649563254,0,0,0,0,-0.00996190887573816,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645080470202253,0,0.0573257121802799,0,0,0.250606304517627,0.114323722067259,0,0.05344285128234,0,0.0265857691923424,0,0,0,0,-0.0766116922072321,0,0,0,0,0,0,0.163111610394505,0,0,0,0,0,0,0,0.0162091901881225,0.144994777783019,0,0,0,0,-0.00503978809863873,0.00826279537553637,0,0,0,0,0,0
X601898.SH,0,0,0,0.0778232795692755,0,0,0,0.290405437279017,0,0,0,0,0,0.0274738554978964,0,0.0112252256590141,0,0,0,0,0,0,0,0,0,0.00570834946522331,0,0,0,0,0,0.157398177438041,0,0,0,0,0,0,0,0.0228341186641357,0,0,0,0,0,0.0555978242330196,0,0,0,0,-0.0157381635869481,1.73472347597681e-18,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,-0.0739953165050476,0,0,0,0,0,0,-0.0370823674590113,0,-0.0922682018320422,0,0,0,0,0,0.0363442731959576,0.0935916576944251,0,0,0,0,0,0,0.340871438402037,0,0,0.405437659491057,0,0.295059080389117,0,0,0.267075531440168,0,0,0,0.162297502547547,-0.0364025123416176,0,0,0,0,-0.0128703608829811,0,0.00391042666164411,-4.33680868994202e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.118952846698954,0,0,0.0239450749625954,0,0,0,0,0,0,0,0,-0.0532196930688585,0,0.0416642248428963,-0.0426141440641475,0,0,0,-0.0998861292422316,0.0144561666395477,0,0,0,0,0,0,0,0,0.0293218495690849,-0.0326499989918702,0,0,0,0,0,0,0,0,0,0.136559256159834,0,0,0.0275500394324976,0,-0.0159022225440534,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.334020085397151,0,0,0,0,0,0,0,0,0,0,0.114132724169999,0,0,0,0,0.0855152654074215,0,0.196079436482201,0,0.0414182267915931,0,0,0,0,0,0,0,0,0,0.0102387861374635,0.095131816344749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044897198975529,-0.00480441812706636,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217067596673548,0,0,0,0,0,0,0,0,0,0,0.444626389686204,0,0,0,0,0,0,0,0,0,0,0,-0.0701589412117873,0,0.130679982487491,0.145713164746415,0,0,0,0,0,0,0,0,-0.0319179133289352,0,0,-0.0155300707662675,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136982136880974,0,0,0.267138874747686,0,0,0,0,0,0,0,0,0.14840133346683,0,0,0,0,0,0.0221346627452409,0,0,0,0,0,0,0,0.138120313138662,0,0,0,0,0.015214335891618,0.0247751650785904,0,0,0,0,-0.0224691453953413,-0.0128173348299742,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0461557747504609,0.0807259888834487,0,0,0,0,0,0,0.0899276799914968,0,0,0,0,0,0,0,0,0.0656864538487655,0,0,0,0,0,0,0,0,0,0.0268433257947358,0,0,0,0,0.349584025598788,0,0,0,0,0.256786509776672,0,0,0,0,0,-0.0152398966776981,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0465053671390528,0,0,0,0,0,0,0,0,0,-0.525508378785713,0,0,0,0,0,0.0735309872024253,0,0,0,0.125878547591086,0,0.705212625551708,-0.0271632648242788,0,0,0,0,0.0210460409542016,0,0.065887041531491,0,0,0,0,0,0,0.1031241576081,0,0,0,0,-0.0151194591904258,0.0172430138763526,0,0,0,0.45279456641395,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430332305437538,0,0,0,0.0423432180202997,0,0.0887067947877684,0,0.064841597849653,0,0,-0.0405669922466631,0.164444341131424,0,0,0.0281773803528449,0,0,0,0,0,0,0.0475062612970755,-0.058869071698879,0,0,0,0.00973205215992216,-0.00850410756633068,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.10650479027198,0,0.0788009637770395,0.00516836743249567,0,0.0484608122447005,0,0,-0.127971639946732,4.33680868994202e-19,0,0,-0.0753556462338967,0.00707117812946965,0,0,0,0,0,0,0,0,0,0,-0.0566342413844771,0,0,0,0,0,0,0,0,0.00361475401155056,0,0,0,0,0,0.137469767243421,0,0,0,0.229433460924729,0,0.0144181976104374,-0.0309495540778689,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.252686235267015,0,0.500694491430232,0,-0.331813869082956,0.0942013877211601,0,0,0,-0.770844924017643,0,0,0,0,0,-0.116431953102798,0,0,0,0,0,-1.12480144503473,0,0,0,0,0,0,0,0,0.0169118428532884,0,0,0,0,0.182411115535029,0.274497759255535,0.266357276584391,0,0,0,0,-0.0528958660064533,0.133445838250252,0,0,0,0.0369623163413342,0,0
X600886.SH,0,0,0,0,0,0.141829794093545,0,-2.16840434497101e-19,0.0261300016249262,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0575457795835254,0,0,0,0,0,0,-0.0425362737995843,0,-0.00210829992953512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541496379365168,0,0.00392572426959436,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,-0.581689597146657,0.183097078232421,0,0,0,0,0,0,0,0,-0.267130486058771,0,0,0,0,0,0,0.318683473651809,0.366193915619558,0,0,6.93889390390723e-18,0,0,0,0,0,0.440959099805051,0,-0.267593074880386,0,0.0123406439698521,0,0,0,0,0,0,0,0,0,0,0,-0.0130773596614522,-0.0539972201405881,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810289187399497,0.00819996511551638,0,0,0,0,0,0,0,0.020137724303329,0,0,0,0,0,0.0114463277633927,0.108920854059517,0,0.137614105981369,0,0,0.0817093602086911,0.105315047967661,0.138414413577495,0,0.147932307461736,0.143966031471488,0,0,0,0,0,0,0,0,0,0,0,0.000463745886550334,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0626248598321373,0,-0.288873099310688,0,0,0.15722200483102,0.955221231648618,0,0,0.105375971984971,0,0,0,0,0.0174957491777989,0,0,-0.299938172443748,0,0,0,0,0,0,0,0.146353145090471,0,0.322595030755469,0,0,0,0,0,0,0,-0.268537825594334,0,0,0,0,0,0,0.0191789031112588,0,-0.0140805688840948,0,0,0.0442171759515499,0,0
X000898.SZ,0,0,0,0.251651151159102,0,0,0,0.0804039541618094,0,0,0,0,0,0,0.00931519943194116,0.0648483992159194,0,-0.0241119531430511,0,0,0,0,0.0290083161498925,0.0656203311169127,0,0,0,0,0,0,0,0.38559323252835,0,0,0,0,0,0,0,0,0,0,-0.0524615906777322,0,0,0,0,0,0,0,-0.0194315942532458,0,0,0,0,0,0,0
