,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X000408.SZ,X000723.SZ,X600803.SH,X601991.SH,X600801.SH,X600486.SH,X601699.SH,X600219.SH,X600141.SH,X600027.SH,X000932.SZ,X600295.SH,X000807.SZ,X002080.SZ,X000830.SZ,X300073.SZ,X600985.SH,X600157.SH,X600688.SH,X000630.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0925602623414323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825436275134389,0,0,0,0,0,0,0.117469517283369,0,0.0881612195436505,0,0.0940934005628091,0,0.0638749989797766,0.0263620195378869,0,0,0,0,0,0,0,0,0.121718608129461,0,0.00574780007973001,-0.0445019206175569,0,0,0,0,0,0
X601088.SH,0.137849154117535,0,0,0,0,0.243477216759098,0,0,0,0,0.257904807480281,0,0,0,0,-0.077876350805609,0,0,0,0,0,0,0,0,0,0.00988176678734913,0,0,0,0,-0.0825516673864608,0,0,0,0,0,0,0,0.0972066937162078,0,0,0,0,0,-0.0394450202825513,0.142639294809914,0,0,0,0,0,0.0431822262081481,0,0,0,0,0,0,0
X600028.SH,0.0334859711255922,0,0,0,0,0,0,0,0,0,0.0490605495807228,0,0,-0.076467276040118,0,0,0,0,0.015278999787018,0,0.0610133838605548,0,0.0231852115843302,0,0,0,0,0,0.0132594438616268,0,0,0,0,0,0,4.33680868994202e-19,0.0733551221958172,0,-0.00861313732194116,0,0.0390447708157053,0,0,0,0,0,0,0,0,0.0185842943893101,0,0,-0.0217345966830008,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0088561698188621,0,0,0,0,0,0.225603945750972,0.13439653217057,0.159504020681789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341171728155246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0395351567623604,0,0,0.0178024386406815,0,0,0,0,0,0.0504169604509294,0,0,0,0,0,0,0,0,0,0,0.00417813366075137,0,0,0,0,0,0,0.0409359226396691,0,0,0.415945985915064,0,0,0,0,0.0366188925019367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129112082303486,0,0,0,0,0,0,0
X600188.SH,0,0.363747583799394,0,0,0,0,0.14709283726789,0,0,0,0,0,0,-0.0284856961778234,0,0,0,0,0,0,0,-0.0992838530772003,0.0951253575304994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238951132647602,0,0,0,0.494378330831462,0,0,0,0,0.20226307183442,0.0895984528899296,-0.0134232314806851,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0248691864143769,0,0.520847400556369,0,0.236026070127057,0,0.0451195881723672,0,0,0,0,0,0,0.0505479891727063,0,0,0,0,0,0,-0.0390490744619777,-0.0502066650731812,0,0.0190444868389235,0,0,0,0,0.0324154494658699,0,0,0,0,0,0,0,0,0.062081411945382,0,0,0,0,0,0,-0.0908671672232114,0.0341101850726548,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.400531054282664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000396628832937868,0.103685345536409,0,0.141222413087698,0,0,0,0,0,0.256672044738514,0,-0.0533257223793213,0,0,0,0,0,0,0,0,0.219466061161375,0,0,0.0439360123079214,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027862279091764,0,0,0,0,0,0,0,0,0,0,0,0,0.00568172144989537,0,0,0,0,0,0,0,-0.0284819706120633,0,0,0,0,0.522025087356125,0,0,0,0,0,0.112323041563406,0,0,0,0,0,0,-0.0306468398822534,0,0,0,0,0,0
X002466.SZ,-0.0987123372786402,-0.105429976897077,0,0,0,0,0.828143409812156,-0.0164512193760265,0,0,0,0,-0.0843240618928021,0,0,0,0,0,0,0,0.0240372762666264,0,0,0,0,0.115350501289176,0.105326427962023,0,0,0,0,0,0.011032320213606,0,0.135945555943628,0,0,0.0197884637219955,0,0,0,0,0,-0.0737515765194519,0,0,0,0,0,0,0,0,0.00878580155026293,0,0,0,0,0,0
X601898.SH,0,0.14751686241185,0,0.0553097319296285,0,0,0,-0.0397383942910475,0,0,0,0,0,-0.0499351245860758,0,0,0,0,0,0.154335322315764,0,0,0,0,0,0,0.216742882002698,0,0,0,0,0,0,0,0,0.0437483869753438,0,0,0,0,0,0,0,0,0,0.17830285589571,0,0,0.172886198982648,0.0102898447109485,0,-0.00597020182621516,-0.0356413004955213,0,0,0,0,0,0
X600111.SH,0,-0.0927398455961437,0,0,0,0,0.312048555266566,0,0,0,0,0,0,0,0,0,0,0.386129279114941,0.0229318981567509,0,0,0,0,0,0,0,0,0,0,0,0.00926142278946926,0,0,0,0,0,0,0,0,0,-0.0518883673948337,0.126574004454703,0.120004327849768,0,0.00557037318618309,0,0,0,0,0,0,0,0.0416581500820127,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.14237363035582,0,0,0,0,0,0,0,0.206682437750377,0,0,0.00926810728293101,0,0,0,0,0,0,0,0,0.493453156182446,0,0,0,0,0,0,0,0,0,0,0.197084037900071,0,0,0,0,0,0,0.110583934373592,0,0,0,0.0931590318106243,-0.140711372994948,0,0.0378241314592566,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331738483405801,-6.93889390390723e-18,0,0,0,-0.062006504182506,0,0,0,-0.0472331396361544,-0.0274932299157571,0,-0.0653382518587575,0.529141870746383,0,0.0741168644404688,0,0,0,0.290579428396978,0,0,0,0,0,-0.143955464088522,0.0810940871909745,-0.0248433403156402,0,0,0,0,0,0
