,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X000301.SZ,X601600.SH,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X601699.SH,X600176.SH,X000983.SZ,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X002080.SZ,X600378.SH,X600219.SH,X600096.SH,X000933.SZ,X000723.SZ,X000408.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600141.SH,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.199788624312022,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0673869734170107,0,0,0.117894604137184,0,0,0,0.090499701675168,0,0,0,0,0,0.0126601798922128,0.069056070848038,0.0431054798788219,0,0,0,0,0,0,0.0392204801206688,0,0,0,0,0,-0.0716191931780642,0,0,0,0,0,0.0877095354695537,0,0,0,-0.0215541348952562,0.0485530470291237,-0.0640969124821369,0,0,0,0,0,0
X600028.SH,0.199981274992248,0,0.136995718614092,0,-0.123335482519216,0,0.0211841093372686,0,0,0,0,0.241562184941254,0,0,0,0.0443022005991145,0,0,0,0.0324819370628103,0,0,0,0,0,0.056315468637074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166984530743075,0,-0.0458703637535099,0,0,0,0.0162148891762213,-0.0100672367596388,0,0,0,0,0,0
X601088.SH,0,0.174945400299488,0,0,-0.0106645206045491,0,0,0,0.0465327066426208,0,0,0,0,0,0,0.0435343532150149,-0.0223793896329076,0,0,0.0384828864450018,0,0,0,0,0,0,0.117546657597826,0,0,0,0.131821193749408,0,0,0,0,0,0,0,0.0115891230983607,0,0,0.110695046326654,0,0,0,0,0,0,0,0.0701514674719396,0,0,-0.0229904565018225,0,0,0,0,0,0
X600309.SH,0,0.0407760258442275,0,0,0,0,0,0,-0.0954698406922696,0,0,0,0,0,0.103361029295518,0,0,0,0.107090665545247,0,0,0.0173364617828099,0.289498371093889,0,0,0,0,0,0,0,0,0,-0.093773024600834,0,0,0,0,0,0,0,0,0,0,-0.069312840540792,0.267324645762086,0,0.213055950194393,0,0,0,0,-0.00449418504381444,0.0358226893058854,0,0,0,0,0,0
X600188.SH,0,0,0,-0.0139403435372559,0,0,0,0,0,0,0,0.0654389748896834,0,0,0,0,-0.107600367467213,0,0,0.0340527530634604,0,0,0,0,0.234980314947482,0,0.168775090100689,0,0.100203786824394,0,0,0,0.329837179185926,0,0,0,0,0,0,0,0,0,-0.33855667802816,0,0,0,0,0,0,0,0,-0.0388954768674878,0.0107614105053356,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906215717771684,0,0,0,0,0.0699161026922105,0,0.437121371688978,0,0,0,0,0,0.0129050257640624,0,0,0,0,0,0,0.0384631011875276,0,0,0,0,0,0,0.0824279962760586,0,0,0,0,0,0,0,0,0.0824719232827016,0,0,0,0,0,0,0,0
X600019.SH,0,0.291400881478707,0,0,0.158813032905272,0.190706925292727,0,0,0,0,0,0,0,0,0.0708069287369752,0.0399405415025869,0,0,0,0.0378976422667456,0,0.170398962259813,-0.128926584593853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748587923169179,0,0,0,0,0,0,0,0,0,0.00277454204361139,0,0.123962862043452,0,0,-0.000912857963017483,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.622600652744629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377452966736079,0,0,0,0.0208071905155142,-0.0660300178248621,-0.0313155824726633,0,0,0.05128713044077,0,0,0,0,0,0.178552557168518,0,0,0,0,0,0,0,0,0.00532992348397564,0,0,0,0,0,0
X600011.SH,0,-0.111683962313631,0,0,0.00480402814451739,0,0,0.0513557511443134,0,0,0,0,0,0,0,0,0,0,0,-0.204161289196273,0,0,0,-0.0312263238531551,0,0.0927729442390981,0,-1.73472347597681e-18,0,0.582807844594762,0,0,0,0,0.174109265635413,0,0,0,0.0811247375657141,0,0,-0.0376923166551848,0,0,0,0,0,0,0,0,0,-0.014294606606556,0.0188358648503406,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.527784258116582,0,0,0,0,0,0.0132723043095001,0,0,0,0,0,0,0,0,0,0.049224867557604,0,0,0,0,0,0,0,0,0,0,0,0,0.0680240015715,0.0202789200717796,0.0462297833174853,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231140614378133,0.014424193026655,0,0,0,0,0,0
X000792.SZ,0,-0.0514795243555065,0,0,0,0,0,0.134374721379082,0,0,0,0,0,0.143809323467914,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125467150454045,-0.131616431608658,0,0.0879880413915102,0,0,0,0,0,0,0,-0.00425676792053658,0,0,0,0.038499542694126,0,0,0,0,0,0.000905773731032473,0,0,0,0,0,0,0
X601898.SH,0,0.638993056330665,0,0,0.278931450932121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982028938949815,0,0,0.0141902624140092,0,0,0.00997224200722759,0.056938639983951,0,0,0,0,0,0.0602952968123546,0,0,0,0,0,0,0,0.0438953803651251,0,0,0,0,0,0,0,0.138151279281457,-0.188010504741212,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.10407103793901,0,0,0,0.0912167846746233,0,0,0,0,0,0,0,0,0,0,0.196568527301043,0,0,0,0,0,-0.062536071516236,0,0,0,0,0,0.384062147922011,0,0.0458209237701509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777947300212804,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437951127588024,0,0,0,0.105090430577156,0,0,0,0,0,0,0.0932396172781944,0,0,0,0.165229909059338,0,0,0,0,0.256655425109721,0,0.0788016826966202,-0.125764887363438,0.213583626029676,0,-0.0469437711564627,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.108581945937362,0,0,0,0,0.12981909280739,0,0,0,0,0,-0.0301840586297743,0,0,0,0,0,0,0,0,0.126847154775989,0,0,0,0,0,0,0,0.173841680612568,0,0,0,0.588593807317973,0,0,0,0,0,0,0,0,0,-0.0873764195639843,-0.0523606275925029,0.18312506630804,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195163564604596,0,0.490756830579084,0,0,0,0,0,0.102544280065843,0,0,0.157421623749291,0,0.160365561012267,0,0.0710282566004186,0,0,0,0,0.10150753135103,0,0,0,0,0,0,0,0,0,0.0656398993790934,-0.0913739035165643,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0415549317467207,0,0.0497959091707878,0.0237932243508954,0,0,0,0.148075611738169,0,0,0,0,0.0351712796009358,0,0,0,0.077229192130693,0,0,0,0,0,0,0,-0.0204935793986664,0,0.0124830624985096,0,0,0,0.0993114812710021,0,0,0,0,0,0,0,0,0,0.0559771097138921,0,0,0,2.16840434497101e-19,-0.0402104410924235,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0121820640638997,0,0.0652397508678425,0,0,0,0,0,0,0,0,0.0776113449484448,0,0,0,0.0319272771669413,0,0.0589216827321008,0,0,0,-0.0872111904856544,0.0429564309776358,0,0,0.120640246545387,0,0,0,0,0.0328250390442632,0,0,-0.0134249284225585,0.0142632067818992,0,0.0506199445432716,-6.93889390390723e-18,0,0,0,0,0,0.0735229681091884,0,0,0,0.0374314988428495,-0.0486066546922028,0,0,0,0,0,0
X600010.SH,0,0,0,0.0657365045924767,0.0162560185570574,0,0,0,0,0,0,0,0,0.0858785267559519,0.0459340305897992,0,0,0,0,2.16840434497101e-19,0,0.101221626349333,0,0,0,0,0,0,0.0625107714046006,0,0,0,0,0,0,0,0.0776247506665885,0,0,0,0,0.0745596678739226,0,0,0,0.0231210167388588,0,0.0345836076057065,0,0,-0.0520885818959798,-0.022905307248558,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191419606682249,0,0,0,0,0,0,0.0284763072586692,0,0,0,0,0,0.0235991215361646,0,0,0,0,0,0.287069585299189,0,0,0.228844466924399,-0.14753495094602,0,0,0,0,0,0.249027275356957,0,0,0,0,0.0224171801924122,0,-0.00130228599030855,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0755915126978207,0,0,0,0.0882948610750296,0,0,0,0,0,0,0,-0.17044672622529,0,0,0.0517851415808602,0,0,0,0,0.0425044230664883,0.055908595711353,-0.0617837209950876,0,0,0,0,0,0,0.0224812173733026,0,0,0,0,0.00417573578239626,0,0,0,0,0,0,0,0,-0.0285000115406,0,0,0,-0.019757674806922,0.0150968680537132,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.606211929669907,0.134903369824699,0,0,0,0,0,0,0,0,0,0,0.0819063355194689,0.0305323057149674,0,0,0,0,0,0,-0.0368359652495239,0,0,0,0,0,-0.0180446346984929,0,0,0.00369768393875001,0,0.201015919497133,-0.00793100965332191,-0.0223347070712079,0,0,0,0,0,0,0,0,0,0,0,0,0.0245408751984691,0,0,0,0,0,0,0
X600426.SH,0,0.0353666407806511,0,0.577580591125635,0.103256513310099,0,0,0,0,0,0,0.165031780828336,0,0,-0.116665157760268,0,0,-0.467814933702611,0,0.0234047063019605,0,0,0,0,0,0.135382967193146,0,0,0,0,0,0,0,0,0,0,0,-0.0391201937224168,0,0,0,-0.15236327334099,0,0,0,0,0,-0.0308450246752239,0,0,0,0,0.0877746045761124,0,0,0,0,0,0
X600362.SH,0.0251994520324568,0,0,0,0.131630673360856,0,0,0,0,0.137509651409424,0,0,0,0,0.0109403259913231,0.272384465350684,0,0,0,0.076210111593538,0,-0.0608584405366618,0,0,0,0,0,0,0,-0.0105456499319306,0,0,0.129130460276078,0,0,0,0,0,0,0,0,0,0,0,0,0.0727767662308292,0,0,0,0.0528364084545002,0,0.00345885876238702,-0.0201018342965009,0,0,0,0,0,0
X600795.SH,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114542542231663,0,0,0.170119897757368,0.0745758840660442,0,0.0871555032126384,0.266319118232252,0,0.0130733856392043,0,0,0,0,0,0,0,0,0,0.0481494336831452,0,0.109362028989758,0,0,0,0,0,-0.135636887791976,0,-0.0447462941367972,0.0353511613211116,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.112638320302358,0,0,0,0,0,0,0.0304322174737401,0,0.198136206163852,0,0,0,-0.0643442448245408,-0.139859879301768,0,0,0,0.203220922206886,0,0,0,0.0652289958265838,0,0,0,0,0,0,0.155809928923343,-0.0817187935264995,0,0,0,-0.012004923543359,0,0,0,-0.124616059902785,0,-0.0634133779615639,0.0625652863533696,0,0,0,0,0,0.0160793446645607,0,0.181660242240624,0,0,0,0,0
X601699.SH,0,0,0,0,0.137571161001935,0,0,-0.146505271560304,0,0,0,0,0,0,0,0,-0.257660732966437,0,0,0,0,0,0,0,0,0.0594853310990755,0,0,0.689160892218289,0,0,0,0,0,0,0,-0.04472314253755,0,0,0,0,0,0,0,0,0,0,0.356389303441618,0,0.137824945773742,0,-0.0128377378382756,0.00328330184751505,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.112577640816102,0,-1.38777878078145e-17,0,0,0,0.076299664403296,0,0,0.155002543328447,0,0,0,0,0,0.109555489623813,0,0,0,0,0,0,0,0,0,0,0,0,0.0751035041969724,0,0.0446828845363493,0,0,0,0,0,0,0,0,0.166438728758945,0,0.0591625368334785,0,0,0,0.0396020271692187,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.330823452843391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277473719517873,0,0,0,-0.101237734096902,0,0.0715319014333558,0,0,0,0,0,0,0,0.172818983432743,0.168932525855785,0,0,0,0,0,0,0,0,0.198079609193612,0.00386627968334022,-0.0366015389380403,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.535780434515454,0,0,-0.0163803641005531,-0.0226594723133228,0,-0.0137049602714368,0,0,0,0,0,0,0,0,0,0.549934658377583,0,0.143297415529029,0,0,0,0,0,0,0,0.00647505969525147,0,0,-5.42101086242752e-20,0,0,0,0,0,0,-0.070305409668177,0,0,0.00116817378621115,0,0,0,-0.0217286411417236,0.00503491897382506,-0.275025762233595,0,0,0,0,0
X601991.SH,0,0,0.128124709997901,0,-0.0601271174552182,0,0,0,0.0672456639603031,0,0,0,0,0,0,0,0,0,0,0,0,0.0542044793470015,0,0,0,-0.0176224859130825,0,0,0,0.313004617246072,0,0,0,0,0,0,0.0436195566064938,0,0,0,0,0.0692574259048543,0,0,0,0,0,0,0,0,0,0.0153382916828269,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.49019403142885,0,0,0,0,0,0,0,0,0,-0.109236077288661,0,0,0,0,0,0,0,0,0,0.0744315173350987,-0.0603032249107121,0,0.0419913553050478,0,0,0,0,0,0,0,0.0302122279383724,0,0,0,0,0,0,0,0.0249060337419186,-0.0137261685657452,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355591508553692,0,0,0,0,0,0,0,0.085145865533923,0,0.137241657385092,0,0,0.0171723026896824,0,0,-0.0277936204890317,0,0,0,0,0,0,0,0,0,0.384504188704915,0,0,0,0,0,0,0,0.276089089555337,-0.0832945134271051,-0.0087234482257025,0.0391127545363064,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0.0543852786578341,0,0,0.218706018386118,0,0,0,0.0567362708710577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328838804010416,0,0,0,0.0384009285254873,0,0,0,0,0,0,0,0,0.0566506862278141,0,0.000825488095799427,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642713539963555,0,0,0,0,0,0,0,0.0370939267997022,0.0775956390542324,0,0,0,0.130231892459314,0,0,0,0,0,0,0,0,0,0,0,0,-0.103720022870346,0,0,0,0,0,0.0973955906390071,-0.114163060456275,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0.16627862795333,0,0,0,0,0,0,0.111861870876687,0,0,0,0.112878174309978,0,0,0,0,0,-0.106745023060416,0,0,0,0.0764963926702166,0,0.052348642257562,0.0390671474221176,0.0976119530299168,0,0,0.0618534899460395,0,0,0,0,0,0,0.0616372241746893,0,0,0,0,0,0,-0.0201596884779282,-1.35525271560688e-20,0.0341681704464794,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.140514006637131,0,0,0,0.22378409958543,0,0.0509028755723678,0,0,0,0,0,0,0,0,0,0,0,0,0.0686978303070196,-0.00836899932823348,0,0,0,0,0,0,0,0,0,0,0.0477212856666918,0.0441302757459424,0,0,0,0.0409591388702947,0,0,0,0,-0.161160217513814,-0.0107127957951036,0.0299435977367148,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0.0956825709741776,0,0,0,0,0,0,0,0,0,0,0,0,0.00106408565658932,0,0,0,0,0,0,-0.153311338502882,0.308428244359301,0,0.0363492145403815,0.0645829570693266,0,0.129495161470792,0,0,0,0.119857994724862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344739918065699,-0.0351546835017126,0,0,0,0,0,0
X600378.SH,0,0,0,-0.446838036258239,0,0,0,0,0.106791028573837,0,0,0,0,0,0,0,0,0,0,0.133360875378357,0,0,-0.287355994359067,0,0,0,0,0,-0.0350778188666457,-0.180116301423393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523577097899968,0,0,0,0,0.0613076182577439,0,0.118659296425556,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.0105411112042497,0,0,0,0,0,0,0,0,0.0802391823104653,0.0169258918726043,0.0422302995109761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222021233337907,0.0364250829987935,0,0,0.102979500957327,0,-0.0421461746978487,0,0,0,0,0.03152609572904,0,0,0,0.0407102838234623,0,0,0,0,0.00223228017580557,0,0,0,0,0,0
X600096.SH,0,0,0,0,0.135037274028441,0,0,0,0,0,0,0,0,0,0.0778867445956751,0,0,0,0,0,0,0.0293859209757951,0,0,0.105881790924353,0,0,0,0,0,0,0,0,0.0037531805463112,0,0,0,0.112131397742154,0,0,0,0,0,0,0,0,0,0.487600346493394,0,0,0,0.0326773803023047,0,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0395797014003799,0,0,0,0,0,0,0.211284121779541,0,0,0,0,0,0,-0.0301745759441665,0.0300121633606997,0,0.0214052527819945,0,0,0,0.624110758007258,-0.0805627078683152,0,0,0.174407391223861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098528902554844,0.00542991789687523,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631559956190106,-8.67361737988404e-19,0.183501423420078,0,0,0,0.00547627626344065,0,0,0,0,0,0,0,0,0,0,0,0,0.0472598674466412,0,0,0,0.253884811188877,0.0565355494553715,-0.0533764198043112,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683554378496782,0,0,0,0,0,0,0
X000408.SZ,0,-0.264753911236293,0,0,-0.0491572321397924,0,0,0.265407287248587,0,0.16933140726977,0,0,0,0,0.0384373624425765,0,0,0,0,0,0,0,0.0493587371561828,0,0.22168718770647,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624810052585246,0,0,0,0,0,0,0,0,0.0478711870429992,0,0,0,0.0812763113391781,-0.0778242297657037,0,0,0,0,0,0
X000932.SZ,0,0,3.46944695195361e-18,0,0,0,0,0,0.0196589234050361,0,-0.0684807822027568,0.330232441915626,0,0,0.0133601189397545,0,0,0,0,0.20737898130254,0,0,-0.0771064224268765,0,0,0,0,0,0,0.0674724768100399,0,0,0,0,0.0101862114175359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377307190047193,0.0613881226880521,-0.0601324689331698,0,0,0,0,0,0
X300037.SZ,0,0,0,0,-0.109642587545606,0,0,0,0,0,0,0,0,0.187199702990677,0.203817224503931,0,0,0,0,0,0,0,0,0,-0.095204916749284,0.0852271427394212,-0.0436576301137822,0.143172073861861,0,-0.122008362956518,0,0,0,0,0,0,0.0545241337643182,0,0,0,0,0,0,0,-0.300474960689855,0,0,0,0,0,0,-0.00614598753253128,-0.00889052901768353,0,0,0,0,0,0
X600688.SH,0.133225095558981,0,0,0,0.00960628337172265,0,0,0,0,0,0.00700405763842014,0,0,0,0.0419428399190554,0,0,0,0,0.139000449968571,0,0,0,0,0,0,0.0834392050634546,0,0,0.0919145079706469,0.0498458862433737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195773015807545,0,0,0,0,-0.0188744471974709,0,0,0,0,0,0
X600141.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107064584069177,0,0,0,0,0,0,0,0,0.0402125099106476,0,0,0,0,0,0.0151049533269368,0.0190188344546789,0.0425472280014326,0,0.0691184262121971,0.159593508057146,0,0,0.31249052275666,0,0,0,0,-0.0439270824706749,0,0,0,0,0,0.0777288154422008,-0.0558743884315099,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0905814130857573,0,0,0,0,0,0,0,0,0,0,0.0857568149159715,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0150006736543715,-0.0113774659562328,0,0,0,0,0.126649135119273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00139197241131488,0,0,0,0,0,0
X000630.SZ,0,0,0,-0.0811203658228504,0,0,0.44415427611463,0,0,0,0,0,0.0875131222883355,0,0,0.120777886506406,0,0,0,0.206506066545783,0,0,0,0.135350671925639,0,0,0.0627123190949969,0,0,0,0,0,0,0,0,0,0,0,-0.180349796959938,0,0,0,0,0,0,0,0,0,0,0,0.291433487551897,0,0.0482859682893007,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,-0.0726927349256005,0,0,0,0,0,0,-0.357515079669736,0,0,0,0,0,0.153551488057903,0,0,0,0.128681211070548,0.338668607718,0,0,0,0,-0.0923473351861238,-0.116012598336651,0,0,0,0.0799729006214355,0,0,0,0,0,0.0327956477523495,-0.199102245853491,0,0,0,0.220809926985899,0,0.0666530196853022,-0.095857423401759,0,0,0,0,0,0
Slope,-0.29559361948224,-0.0792366135713101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269748542120454,0,0,0,0,0,0,0.290705203613837,0,0.344323292283172,-0.0405543894390307,0,0.108211176857315,0,0,0,0,0,-0.0957371235607312,-0.18869480226025,0,0,0,0,0,0.0939196938946303,0,0,0,0,0,0,0,0.961830284371901,0,0,0,3.0992505090108,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449496615090195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155715440889339,0,0,0,0,0,0,0,0,-0.0689991720032382,0,0,-0.0652616727993885,0.805019187382765,0,0,0,0,0,0,0
RealEstate_excess,0,0,0,0,0.176997340719973,0,0,0,0,0,0,0,0.0314199282016258,0,0.0234823635266233,0,0,0,0,-0.0136175309588396,0,0,0,0,0,0,-0.119009821160264,0,0,0,0,0,0,0,-0.069782622437032,-0.132090831621951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186322083275574,-0.0305308680965621,0,0,0,0,0,0
MKreturn,0,-0.0908265075573538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260303069466516,0,0,-0.0587981596649975,0,0,-0.0610168166197927,0,0,0,0.045442131330188,0,0,-0.0560968816620636,-0.030437222607916,0.0806888957659622,0,0,-0.00391648039825096,0,0,0,0,0,0,0,0,0,-0.0226381064309935,0.0319920116873338,-0.033001234755955,0.00263333088148053,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377778682851862,0,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0.0379259401490268,0,-0.0194898430730681,0,0,0,0,0,0,0.064328458378236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246470191716092,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.021876020877896,0,0,0,0,0.0158751118997088,0,0,0,-0.0370842255208726,0,0,0,0.088791076017509,-0.0941600910936731,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,-0.00509371916010071,0.00448081563655414,0,0,0,0,0,0.000512495861021832,0,0,0,0,0,0,0,0,0,0,0.000423153080568085,0,0,0,0,0,0,0.00785890342036625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328029779028357,-0.030788343010396,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
