,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600585.SH,X601898.SH,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X600348.SH,X600096.SH,X000723.SZ,X600995.SH,X600219.SH,X600378.SH,X002192.SZ,X600489.SH,X000786.SZ,X000831.SZ,X600157.SH,X000807.SZ,X000933.SZ,X600399.SH,X002353.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.509286143536314,0,0,0,0,0,0,0.147095895246776,0,0,0,0,0,0,-0.025034308602179,0,0,0,0.0963753705909963,0,0,0,0,0,0,0,0,0.00227508818292582,0.0255829505057488,0,0,0,0,0,0,-0.00667666499186672,0,0,0,0,0,0,0,0,0,0,0.1555320401323,0,0,0,-0.017243732967342,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.107909550983987,0,0,0,0,0,0.187253420277296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373815793547294,0,0.0593168540624937,0,0,0,0,-0.038883309151399,0,0,0,0,0.0284123500423005,-0.0340951011968343,0,0,0,0.0177611305040023,0,0,0,-0.00496468430495292,0.00947754906461266,0,0,0,0,0,0
X600028.SH,0.562406760114728,0,0,0,0,0,0,0.0153708159587985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233359377730986,0,0,0,0,0.0812835130104441,0,0.0205839305945942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128109855318845,0.0213236772505624,0,0,0.00618504974265895,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054799409535192,0,0,0,0,0,0,0.0850312885337013,0,0,0.0810036599076751,0.170936669189511,0,0,0,0,0,0,-0.168852498999988,0,0,0.011883518342064,0,0,0,0.231341617737939,0.104440560509571,0,0,0,0,0.138308633808795,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.770802130514793,0,0,0,0,0,0,0,0.0234823690876747,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283474883078232,0,0,0,0,0.0710197384960638,0,0.0852583035332053,0.0820371945333805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298412558411772,0,0,0,0,0,-0.0430643535148917,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0151844211121336,0,0.307589553266807,0,0,0,0,0,0,0,0,0,0.0774364669541818,0,0,0,0,0,0,0,0,0,0,-0.139442900090986,0,0,-0.0550831282392381,0,0,0.129130816525265,0,0,0,0.00879709881541565,0,0,0.164686113771325,0,0,0,0,0.0896824280951123,0,0,0.217117005153119,0,0,0.0248171549896562,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.456603832054478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827577774595011,0,0.00197797281702574,0,0,0,0,0,0,0.216305387756104,0,0,0.487609578824804,0.00545692608039464,0.0473601969771476,0,0,0,0,0,0,0,0,-0.0485930513495677,0.181387507264781,0,0,-0.140987472132213,0,0,-0.189747515273785,0,0.0212367398898265,0.0416128819795775,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.170304597953938,0,0,0,0,0,0,0.180784860637785,0,0,0,0,0,0,0,0.119220044877908,0,0,0,0,0,0,0,0,0,0,0.271964716268408,0,0.011817657931139,0,0,0,0,0,0,0.0673199155405505,0,0.0794671079628778,0,0,0,0.071834012565537,0,0,0,0,0,0.0360580415443576,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.00283639990585787,0,0,0.0878442479507829,0,0,0,0,0.137307466627608,0,0,0,0.0976245268496526,0,0.0357271402475595,0,0,0,0,0,0,-0.0721497135400513,0,0,0,0,0,0,0.135776436743194,0,0,0,0,0,0,0.484184331544636,0,0,0,0.0212841033026012,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144178052833847,0,0.0279719881705078,0,-0.034784685949562,0,0,0,0,0.207706557989103,0.155877956239988,0,0.304084960060785,0,0,0,0.0246913986856632,0,0,0,0,0,0,0.00370181300221748,0,-0.102529108136537,0.0857188613044612,0.00971584172925625,0.120951006817272,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349293897207814,0,0,0,0,0,0,0.256005966245553,0,0,0.181474206061774,0,0.0810679395351049,0,0,0.15580715353347,0,0,0,0,0,0,0,0,0,0,0,-0.22997578828183,0,0,0,0,0.0510403018874628,0.0894145853321943,0,0,0,0,0,0
