,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X601992.SH,X600111.SH,X600188.SH,X600299.SH,X601158.SH,X600352.SH,X000027.SZ,X000539.SZ,X600583.SH,X600309.SH,X600660.SH,X000630.SZ,X600623.SH,X002466.SZ,X600098.SH,X000792.SZ,X600160.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600863.SH,X600578.SH,X600489.SH,X600315.SH,X300072.SZ,X000629.SZ,X600547.SH,X600022.SH,X600808.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186869793602417,0,0,0,0,0,0.231417448230645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251406285647363,0,0,0,0,0,0.063556447730474,0,0,0,0,0,0,0,0,0.0766732553480085,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.402317717219081,0,0,0,0,0,0,0.0397890051335016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366242011337691,0,0,0,0,0,0,0.00584549666797784,0,0,0,0,0,0,0,0,0.0871875067138297,0,0,0.0718069891630448,0,0,0,0,0,0,0,0,0.00330803348342274,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.372149175524435,0,0,0.199045228898149,0,0,0,0,0,0,0,0,0,0.128166688644318,0,0.0472649640626416,-0.0476541474124783,0,0,0,0,0.0356347291560391,0,0,0,-0.00184325880660864,0.0171245552463401,0,0,-0.0122031723157547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309098312719459,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.453492306187863,0,0.0917180614195945,0,0,0,0.0785846962243189,0,0,0,0,0,0,0,0,0,0,0,0,0.010407488728161,0,0.0149768964745123,0,0,0,0.106225985297792,0,0.0863556533327529,0,0,0,0,0,0,0,0,0,0,-0.0288344444341782,0,-0.0129499346910248,0.0145052765367508,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255779840093212,0.212825426585743,0,0,0,0,0,0,0,0,0,0,0.0817118256120909,0,0,-0.0420711845591526,0.0107849621054002,0,0,0,0,0.113131394620775,0,0,0,0,0.165627320977921,0,0,0,0.0891697641133522,0,0,-0.0197747698166611,-0.00874937495949544,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00629282758570267,0,0,0,0,0,0.0772447641954175,0,0,0,0,0,0.0940632068261059,0,0.0553318071578691,0,0,0,0,0,0.163561292022232,0,0,0,0,2.71050543121376e-20,0,0,0,0.211507991056262,0.0608411815697065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.23199351205003,0,0,0,0,0,0,0,0,0,0,0.105478578354726,0,0,0.00117009224906736,0,0.053038826999302,0,0.063765906984672,0,0,0,0.0865316071597383,3.4174303566812e-05,0,0,0,0,0,0,0.0100790948088005,0,0,0,0,0,0.0949459778611159,0,0,0,0,0,0,0,0,0,0,0,-0.0272069849550362,0,0,0,0,0,0,0
X601898.SH,0,0.0571767011496882,0,0,0,0,0,0,0,0.417637185955821,0,0,0,0,0.114284328585844,0,0,0.0117379689158619,0,0,0.109364881564659,0,0,0,0.0802245817549715,0,0,0,0,0,0,0,0,0,0,0,0.191867094056589,0,0,0,0.100241003270178,0,0,0,0,0,0,3.46944695195361e-18,0.0579570661516598,0,-0.0109139037208397,-0.00185203314880436,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109438895364922,0,0,0,0,0,-1.0842021724855e-19,0.119753300324504,0,0,0,0,0,0.0358865260972118,0,0,0.0475352037796169,0,0,0,0.137020780083026,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124875122373046,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.132574838780002,0,0,0,0,0,0,0.192189480708969,0,0,0,0,0.052931148609219,0.036558647268355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189827825901261,0,0.0735045346476521,0.251901659756843,0,0,0.167894501029992,0.042680649482633,0,0,0,0,-0.0103638459369437,1.52233265349023e-05,0,0,0,0,0,0
