,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600299.SH,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X600157.SH,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X002110.SZ,X600583.SH,X002470.SZ,X000408.SZ,X002271.SZ,X600612.SH,X000539.SZ,X600021.SH,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.214665314435749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112085250539302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12407257135421,0,0,0,0.0442231975559205,0.0273093483467874,0,0.0716474608379548,0.0829518932014169,0,-0.0166851138245974,0.0100205351977535,0,0,0,-0.0231487183106461,0,0
X600028.SH,0,0,0,0,0,0.0537777311116021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110277875643245,0.111465651645379,0,0,0,0,0,-0.0654240337168458,0,0,0,0,0,0.0145785315881728,0,0,0.223174386842584,0,0,0,0.363680873423792,0,0,0.00184303360753356,0.118238144040698,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0515739268332282,0.0123649443777085,0,0,0,0,0,0,0,0,0,0,-0.134383559613514,0,0,0,-0.0756860370665799,0.336664502313625,0.00419218354641758,0,0,0,0,0,0,0,0,0,0,0,0.0355478319198575,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0604336559637755,0,0,0,0,0,0.011894316750188,0.00782488227171347,-0.126792860831551,0,0,0.102168369346686,0,0
X600585.SH,0,0,0,0,0,0.254200034288718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236598184598862,0,0,0,0,0,0,0,0,0,0,0,0,-0.146819353007359,0,0,0,0,-0.0315869855440757,0.034573359542857,0,0,0,0,0,0
X600019.SH,0,0,0.0670163186379345,0,0,0,0.118951097318778,0,0,0,0,0,0,0,0,0,0,0,0,0.467747602257181,0,0.0507176213085123,0,0,0,0,0,0,0,0,-0.0855796103676189,0,0,0,0,0.00512084341733819,0,0,0,0,0.0877762357561565,0.0714231986856313,0,0,0,0.0341607154956199,0,0,0,0,0,0.0141055448664995,0.00186746467930947,0,0,0,0.0433358238153036,0,0
X600011.SH,0,0,0,0,0,0,0.171810903750451,0,0,0,0,0,0,0,0,0,0,0.483976520543981,0,0,0,0,0,0,0,0,0,0,0,0,-0.194499486684237,0,0,0,0,0,0,0,0,0,0,0,0.00811969396397943,0,0,0,0,0,-0.173074689503751,0,0,-0.0323101145670776,0.0274349576482459,0,0,0,-0.0786620363526211,0,0
X600309.SH,0,0.0952336177616621,0,0.0861230282339906,0,0.341197576363124,0,0,0,0,0,0,0,0,0,0,0,0,0.284988033935427,0,0,0,0,0,0,0,0,0,0.0721668387560585,0,0,0.192311110445055,0,0.0833389673193938,0,0,0,0,0,0.206033859610348,0,0,0,0,0,0,0,0,0,0,0,-0.0225501122600554,0.0291190942140932,0,0,0,0,0,0
X600010.SH,0,0,0,0.00684584881336364,0,0.0273629939923588,0.0383692759255525,0,0,0,0,0,0,0,0,0,0,0.0515344834509233,0,0,0.029164215973624,0,0,-0.165858452809082,0.208435220024187,0,0,0,0,0.131114606127249,0,0,0,0,0,-0.0334783108360707,0,0,0,0,0,0,0,0,0.109522761338479,0,0,0,0,0,0,-0.0086725371041161,0.042240168528084,0,0,0,0.0180073895037986,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101138571000209,0,0,0,0.0153787585795169,0,0.0812807886589498,0,0,0,0,0,0.0517038482259003,0.744298236675394,0,0,0,0,0,0,0,0,0,0.0831092055891621,0,-0.0390418174405401,0,0,0.141899963982055,0.161903592549807,0.00909720377420944,0,0,0,0.00463368385725435,-0.0149327831482388,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.041726273841278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848030676345742,0.0682590073639681,0,0,0,0.0475777812670063,0,0,0.00970476206132881,0,0,0,0,0,0,0,0,0,0,0.0195788735236087,0,0,0,0.063520751962642,0,0,0,0.0726031154076219,0,0,0,0.017565981952987,0,0,0,0.04686350424723,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538071360944922,0,0,0,0,0.0270760470856145,0.134916317855075,0,0,0.0381333010470196,0,0,0,0,0,0,0,0,-0.0262780012955762,0,0.0382688458356836,0,0,0,0,0,0,0.0744422932337611,0,0,0,0,0,0,-0.0115989257259883,0,0,0,0,0,0,0
X600660.SH,0,0.091536201019396,-0.116233095985723,0,0,0,0,0,0,-0.466486768889452,0,0,0,0.0988118191157327,0,0,0,-0.0767780544505816,0.214883142078665,0,0,0,0,0,0,-0.0527321716618969,0,0.246918573118564,0,0,0,0,0,0,0,0,0,0.087377218747707,0,0.0518635970265988,0,0,0,0,0.234206206910267,0.00605637727842882,0,0,0,0,0.174106107662801,-0.0193822426112431,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110290875559206,0,0.0451809860655923,0.00800427412053737,0,0.0590740406928832,0,0,0,-0.102805439194466,0.144483459700678,0,0,0,0,0,0.100632090521563,0,0,0,0,0,0,0,0,0,0,0,0.120774220255192,0,0,0,0,0,0.0218860719247705,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.10065681151603,0,0,0,0,0,0,0,0,0,-0.0211309301570832,0,0.0523093715175971,0,0,0,0,0,0.0676704686899813,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0511334642288913,0,0.0673305286241747,0,0,0,0,0,0.156366052056736,-0.0412035937462243,0.0760459744316178,0,0,0,0,0,0
X601600.SH,0,0,0,0.0202294459619756,0,0,0.0913964930490539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308694401792181,0.301419160383531,0,0,0,0.000364238298799294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127816636639197,0,0,-0.00533003520071191,-0.0162630444671117,0,0,0,0,0,0
