,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600547.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X002466.SZ,X600027.SH,X601992.SH,X600516.SH,X600111.SH,X000629.SZ,X600176.SH,X002460.SZ,X600299.SH,X300072.SZ,X000709.SZ,X600339.SH,X600808.SH,X000825.SZ,X600352.SH,X600583.SH,X000553.SZ,X600801.SH,X002110.SZ,X600426.SH,X000786.SZ,X601158.SH,X000301.SZ,X000883.SZ,X600219.SH,X000932.SZ,X600489.SH,X000792.SZ,X601699.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.189160949684655,0,0,0,0.0868038795419014,-0.0624636988527711,0,0,0,0,0.112953719546614,0,0,0,0,0,0,0.00639999793302547,-0.0244518015068757,0,0,0,0,-0.0396519084512654,0,-0.0260854371621967,0,0,0,0.198934307931919,0.0266455343546593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0861916010607376,0.0303240619276718,0.0294287813446104,0,0,0,0,0,0
X600028.SH,0.294552469957991,0,0,0.236148629259521,0.178331393366804,0.0616891287008647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564977925851721,-0.0249344011277609,0,0,0,0,0,0,0,0,0.0661078147727312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070587466469968,0.0408859115259493,0.032731039423301,0,0,0,0,0,0
X601088.SH,0,0.0803776244329388,0,0,0.0235502432496725,0,0,0,0,0,0,0,0.115723802617805,0,0,0,0,0,0.0154242621192122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418100769083714,0,0,0,0.0439600613921422,0,0,0,0,0,0,0,0,0.0862559868286596,0,0.333778586602985,0.0252414408270146,0,-0.0207888834909714,-0.0330117712968475,0,-0.100947295947781,0,0,0,0
X600585.SH,0,0.123616718490179,0,0,0.0628933257207909,0.0120621831657578,-0.0644619113895827,0,0,0,0,0,-0.0657369557802085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312477444897974,0,0,0.402597930071471,0,0,0,0,0,0,0.0327653388463762,0,0,0,-0.0139091290242686,-0.00935510470311765,0,0,0,0,0,0
X600019.SH,0,0.0633879079383883,0,0.0217389494254908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520200871566081,0.024762737370685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220281289861244,0.0317796441666502,-1.73472347597681e-18,0,0,0,0,0,0.0309709343277237,0,0,0,0,0,-0.000594275112469114,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100123060753137,0,0,0.0160330681732212,0,0.782434600395953,0,0,0,-0.0471461649759789,0,0,0,0,0,0,0,0,0.0457108979278682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255238023843373,0.0407135958104217,0,-0.00938628242710987,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.295052328731387,0,0,0.303367666323649,0,0,0,0,0,0,0,0,0,0,0,0.238729898520693,0,0,0,0,0,-0.0392026621480942,0,0,0,0.136883647862722,0,0,0,-6.93889390390723e-18,0,0.0119382286578511,0.146690137186267,0,0,0,0,0.0480217086636336,0,0.0543700971795994,0,0,0,0.0104742325312474,0.0308690961009896,0,0.301604181255667,0,0,0,0
X600010.SH,0.0157602656879171,0,0,0,0,0,-0.0276930769394223,0,0,0,0,0,0,0,0,0,0,0,0.20631198292087,0,-0.0245438642872666,0.0850302085481623,0.167419406537956,0,0.0281792109570883,0,-0.0103129728911932,0,0,0,0,0,0.0643033817555807,0,0,0,0,0,0,0,0,0,0,0,0.0479358484061128,0,0.0960788441998717,0,0,0,0.000813219202678158,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0265756675438628,0,0,0,0,0,0.243996391910094,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0253253928364802,0,0,0,0.078864207403205,0,0,0,0,0,0,0,0,0.0611190671173987,-0.0565148356414988,0,0,0,0,0.0402010560581424,0,0,0,0,0.0176834997805258,0.294402126175012,0,0,-0.00749727200858482,-0.00380888008367005,0,0,0,0,0,0
X600688.SH,0.0374764143651133,0.205243352114469,0,0,0.13457580416678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128209453460006,0.0509008580463548,0,0.0100589508147432,0,0,0,0.0202552370988476,0,0,0,0.0539503543752435,0,0,0,0,0,0,0,0,0,0,0,0.010917693213513,0,0,0,0,0,0,0
