,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X600585.SH,X000792.SZ,X600111.SH,X002466.SZ,X000301.SZ,X600010.SH,X601600.SH,X600188.SH,X000708.SZ,X601898.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X000807.SZ,X002080.SZ,X600886.SH,X000825.SZ,X000408.SZ,X600219.SH,X600096.SH,X300037.SZ,X600803.SH,X000959.SZ,X600295.SH,X002326.SZ,X600141.SH,X000932.SZ,X000983.SZ,X000898.SZ,X000786.SZ,X600795.SH,X000630.SZ,X000723.SZ,X600688.SH,X601991.SH,X601699.SH,X600801.SH,X600352.SH,X600808.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264362036948084,0,0,0,0.00206786443417937,0,0,0.0165692045609137,-0.0213808381974644,0,0.018895375261716,0,-0.0562417265538662,0,0.0617732863838192,0,0,0,0,0,0,0,0,0.0667730159640084,0.0555265757196371,0,0.0346723067300801,0,0,0,0,0,-0.0256494997611654,0,0,0,0,0,0,0
X600028.SH,0.131326291022298,0,0,0,0,0,0,0,0,-0.0476704571690024,0.0315316974679654,0,0,0,0,0,-0.0274835562188701,0,0,0.0702182101042313,0,0.0529777996082013,0,0.0118820813037125,0,0,0.01902841213369,-0.0163641277103206,0,0,0,0,0,0.0597709403928174,0,0,0,0.0427961629891547,0,0,0,0,0,0.0985610452466175,0,0,0.0867250474565164,0,0,-0.00769982305829356,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0504626062496376,0,0,0,0,0,0,0,0,0,0,0.128879223798314,0,0,0.020702087384528,0,0,0,0,0,0,0,0,-0.00124867115694913,0,-0.00464120171860958,-0.0211576464414111,0.0824727843610186,0,0.0380269964257378,-0.0643696142531225,0,0,0.223495117502782,0,0,0,0,0,0.0958808949354017,0,0,0,0,0.132654894303664,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0327251168111188,0.0344103316345262,0,0,0,-0.0586243317322772,0,0,0,0,0,0,0,0.044452806811863,0.148455847097983,0,0,0.0660472870584514,0,0,0,-0.0061995293258562,0.0816782280018772,0,3.46944695195361e-18,0,0,0,0,-0.030398077720743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00715421395160924,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.177914094021216,0.184465035796531,0,0,0,0,-0.114318061588957,0,0,0,0,0,0,0,0,0.0291753237549061,0,0,0.0309181320203982,0,0,0,0,0,0,0,0.104716346251306,0.224429709669978,0.205506378921664,-0.0913235954594141,0,0.0999914943524691,0,0,0,0,0,0,0,0,0.0867014620108039,0,0,0.0610980901920364,-0.0325394473572205,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0917627527733711,0,0,0.030904419038365,0,0,0,0,0,0,0,0,-0.00699172202733344,0,0,0.00526338566766161,0,0,0,-0.0630845214182955,0,0,0,0,0,0.0401875582240498,0.0253662930592486,0.403499802343502,0.00687636673370879,0,0,0,0,0,0,0,0,0.0679142299601405,0,0,-0.0341264064830562,0,0,0,0,-0.206489900036412,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.00967699450466233,0,0,0.0547789880778803,0,-0.0213635609517161,0,0,0.0169500141090901,0,0,0,0,0,0,0,0,0,0,0.0718489151074075,0,0,0,0,0,0,0,0,0,0,0.0012148555915497,0,0,-0.111951176166016,0,0,0,0.766092654788781,0,0,-0.0431497356502385,0,0.024442795647829,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210363390066456,0,0,0,0,0,0,0,0,0,0,0,0,-0.16462184809044,0.200843608543303,0,0,0,0,0,0.161974813806884,0.0232443924418064,0.00932894964871494,0,0.13876062077249,0,0,0,0,-0.347512836886202,0,0,0,0,0,-0.00167802206240512,0,0,0.0450371279702286,0.0596520826584988,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.180522833874165,-0.250328997996665,0,0,0,0,0.064171362538773,0.279097123412001,0,0.0919035730367592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261385945525253,0,0,0.138862550950259,0,0,0.039001629693377,0,0,0,0.0172755800855675,0,0,0,0,0,0,0,0,0,-0.300141292447061,0,0,0,0,0.00660426662337361,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.242590605046626,0,0,0,0.198042540138012,0,0,0.0836236034239397,0.128917800347328,-0.0889180967081882,-0.0538694988781205,0,0,0,0,0,0,0,0,0,0,0,0,0.267924963649147,0,0,0,0,0,0,0.075964232161004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119027084529492,0,0.0155403274117372,-0.0279608944242849,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,-0.0497904830982396,0,0,0,0,0,0,-0.136521188987338,0,0,0,0,0,0,0,0.161991774929061,0,0,0,0,0,0.358202545187086,0.214534228095076,0,0.0564175433131805,0,0.0688592268372127,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.108578611506826,-0.178103358445396,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.377644317867965,0,0,0.362979416623708,0.00574427197652051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034856253892293,-0.0678863880760666,0,0,0,0,0.182145459212,0.0293653873377343,-0.00960756716402545,0,0,8.67361737988404e-19,0,0,0,0,0.00967962030681453,0,0,0.0322811208963741,0,0,0,0,0,0.013579986332333,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.117491524834851,0,0,0,0,0.126225944297185,0,0,0,0,0.0315433872349642,0,0,0,0.271400360575145,0,0,0,0,0,0,0,0,0,0,0.0544450876932361,0,0,0.0277656645103462,0,0.172378353073113,0,0,0,0,0,0.056918403791013,0,0,0.182620964219847,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0727201048389068,0.0330211448108193,0.0628056545329615,0,0,0.0453662787315799,0.0154635427462751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176579855541071,0.133332788041316,0,0,0,0,0,0,0,0,0,0.104073080368036,0,0,0,0,-0.141979051574125,0,0,0.18663979925718,0,0,0.249783885381469,0,0,0,-0.0614132980976961,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.21923851723547,0,0,0,0.0430983502908175,0,0,0,0,0,0,0,0,0.115897707222792,0,0,0,0,0,0.0627749798438364,0,0.0248839743568519,0.026266653637032,0,0.0746931214715124,-0.0534999325734269,0,0,0.0771568516174834,0,3.46944695195361e-18,0,0,0,0,0,0,0.127693222930747,0,0,0,0,0,0,0.0529721782370782,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.407285029134507,0,0.135321027204366,0,0,-0.116254796013265,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0795388768028695,-0.453867851910772,0,0,0,0.0510787217877809,0,0,0,0,0,-0.0373427197990421,0,0,0,-0.106978996168444,0,0,0.0959758405097126,0,0.017400338626259,0,0,0.00342126569228252,0,0,0.362746880637566,0,0,0.101172259875655,0,0,-0.0230092833747444,-0.05583963321481,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0344506134149636,0,0,0,-0.00103768212817579,0.0234337375879285,0,0,0,0,0,0,0,0,-0.0833625332251417,0,0,0,0,0,0.111661954952597,0.169546943086257,0,0.0112873132901162,0,0.0411989889657555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.301654668712533,-0.0337244965662093,0,0.044933294602935,0,0,0,0,0,0,0,0,0,0.16327728535715,0,0,0,0,0,0.0304969632714998,0,0,0,0,0.0308649205126238,0,0,0,0,0.046331417310752,0.0947037612023216,0,0,0,-0.0245062323445696,0,0.200946290204,0,0,-0.00879159489315586,-0.0657155306575922,0,0,0,0,0,0,0,0.0517063597579895,-0.0762329583281649,0,0,0,-0.13651456081465,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0356219256778373,0,0,-0.0288969037383585,0,0,0,0,-0.0118186953214568,-0.150986917507639,0,0,0,0,0,0,0,0.108744561654595,0,0,0.0958082903054189,0,-0.0267569465219772,0,0,0,0,0,0,0,-0.0293001136204616,0,0,0,0,0,0.145348746127493,0,0.0769108510876592,0,0,0,0,0.0416841439677239,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0940489429931637,0,0,0.243566333121275,0,0,0,0,0,0,0,0,0,0.16605338943973,0,0,0,0.0940799297100474,0,0.12661025802961,0.0691611282885884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364782425456204,0,0,0.0399872421237985,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0423918872597839,-0.0225977394446744,0,0,-0.0528131822058064,0.0796230018535655,0,0,0,0,0,0,0,0,0,0.0529027896289027,0,0,0,0,-0.0703482915975821,0.0492128965564146,0,0,0,0,-0.0807209556315177,0.0404992120897007,0,0,0,0,0,0,0,0.0623081543186954,0,0,0.0111453666787655,0.0145924840264683,0,0,0,0,0,-0.0363886978992983,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,-0.0427296788604478,0,0.0291262530625324,0,0,0,0.0382315203557788,0,0,0,0,0,0,0,0,0,0.189065016525048,0.0483136153631094,0,0,0,0,0,0,0.202217478150558,0.00212878467867752,0,0.0390240873730773,0,0,0,0.178777468255148,0,-0.0403759795240061,0,0,0,0,0,0,0,0,0,-0.000596089175161118,0,0,0,0,-2.16840434497101e-19,0,0
X600426.SH,0,0,0,0.351997410279676,0,0,0,-0.048164056013271,-0.0372347693025529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826712870611947,0.0781768756474512,0,0.0831716089760568,0,0,0.171106549963875,0,0,0,0,0,0,0,0,0.235460826532656,0,0,0,-0.00357156631695514,0,0,0,0,0,-0.0734375876279028,0,0,0,-0.0508373623721594,0,0
X000807.SZ,0,0,0,0,0,0,-0.0188380475844725,0,0,0,0.066037755030007,0,0.307366711653901,0,0,0,0,0,0,0.384119946044885,0,0,0,0,0,0,0,0.00308536133793545,0,0,0.104472432209812,0,0,0,0,0.156598683584006,0,0,0,-0.0437416842985544,0,0,0,0,0,0,0,0,0,0,0,0.00951228743179939,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0.0262883672528655,0,0,0,0,0.0121672282134707,0.00547587396236014,0,0,-0.11254460151711,0,0,0,0,0,0,0,0.114255756513112,0.0383423023593893,0.105097012212557,0,0,0,0,0,0.116278995416252,0.148368376241172,0.0778022057485573,0,0,0,0.0532636704841985,0,0,0,0,0,0,0,0.0509887435545971,0,0,0,0,0,0,0,0.0515910705584759,-0.0643228427364717,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0274164038173164,0,0,0,0.0212396420534491,0,0,0,0,0,0,0,0,0.293345596904607,0,0.136985359871658,0.0104966692855061,0,0,0,0,0,0,0,0.0469151374445097,0.083337115647302,0,-0.229434816937849,0,0,0,0,0,0,-0.043861706353141,0,0,0,0,0,0.0637602697137978,0,0,0,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0.027900218596216,0,0,0,0,0,0,0,0,0.078371676188698,0,0.25635488215299,0,0,0,0,0,0,-0.101189161532623,0,0,0,0,0,0,0,0,0,0,0,0.0188260830933207,0,0.296468606084961,0,0.257251519001838,0,0,0,0,0,0,0.107363502949451,0,0,0,0,0,0.0211150380299025,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.171898706189698,0,0.427187146851899,0,0.260959966850715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125890094099392,0,0,-0.115986641514359,-0.110615196172933,0,0,0,-0.0225037984134078,0,0,0.110401809418369,0,0,0,-0.0213975200421173,0,0,0,0,0,-0.0989447510640227,0.0797885590802028,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0313606355243755,0.0641509857213573,0,0.254717493586807,0,0,0,0,0,0,0.351190975401373,0,0,0,0.0111482373884701,0,0,0,0.0530892592184275,0,0,0,0,0,-0.0781502572676665,0,0,0,0.0211649362957337,0,0,0,0,0,0,0,0.105016436034956,0,0,0,0,0,0.0351543110850247,0.0866906039603555,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0,0.0379436269805432,0,0,0,0.313161319122506,0,0,0,0,0,0,0,0.269802179761595,0,0,0,0,0,0.0466531539589608,0,0,0,0,0.0775526889606096,0,0.306620296091543,0,0.130008009526449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253590245026834,0,0,0,-0.0586929548838484,0,0
X300037.SZ,0,0,0,0,0.0120592513446439,0,0,-0.0281916227439159,0.234183905324342,0.0565383875825964,-0.0200316898648378,0,0,-0.110098492124384,0,0,0.0527433315701393,0,0,0,0,0,0.0705210994153495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589005630388599,0,0,0,0,0,0,0
X600803.SH,0,0,0.228599169844775,0,0,0,0,0,0,0,0.0947026091409073,0,0,0.00338215668184154,0.022509416827196,0,0,0,0,0.0675308623700665,0,0.234705513757838,-0.180409651363868,0,-0.193471651502256,0,0,0,0,0,0,0,0,0,-0.0835799518411672,0,0,0,0,0,0,0,0.0921524969232374,0.283605363593354,0,0,0,0,0,0,0,0.0523436527795555,-0.00375407411075533,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0.288027914417906,0,0.092415328989972,0,0.0643023032782613,0,0,0.0786733238688492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214387609542173,0,0,0,0,0,0,0.0649074572692245,0,0,0.152143790474715,0,0,-0.00515529518508698,0,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0,0,0.214477079870758,0,0,0,0.163738594500606,0,0,0.166054544199202,0,0,0.148950853491974,0,0,0,0,0.348848892871404,0,0,0,0,0,0,0.166441622284476,0,0,0,0,0,0,0,0.0619054826197797,0,0,0,0,0,0,0,-0.0963899196794221,0,0,0,0,0,0.0289570776660931,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0.248173735043439,0,0,0,0,0,0,0.392548791093148,0,-0.0115332118879361,0.0845274895271641,-0.11428995677333,0,0,0,0,0.167635592976829,0.128967059450546,0,0,0,0,0,0,0,0.0716544919863907,0,0,0.017889326725029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127503329415212,0,0,0,0,0.00148452860211872,0,0,0,0,0,0,0
