,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X002460.SZ,X300072.SZ,X601992.SH,X600188.SH,X601991.SH,X600362.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000553.SZ,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000723.SZ,X600219.SH,X600489.SH,X000959.SZ,X002271.SZ,X600352.SH,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X000630.SZ,X600549.SH,X002092.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0308656280538725,0,0.0684250395641683,0,-0.0264118281585544,0,0,0.0868089755823331,0.00309708592542283,0,0,0,-0.0283202317823563,0,0,0,0,0,0,0.0151545196320621,0,0,0,0,0,0,0,-0.0570294540132749,0,0,0,0,0,0,0.0158447871227422,0,-0.0209869858827865,0,0,0,0.0446527623914303,0,0,-0.0218795896990578,4.33680868994202e-19,0,-0.0244313697519266,0.0233114814245538,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0171303520546677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740860038511665,0,0.0130464211789004,0,0,0,0,0.116694432583654,0,-0.0105714674396358,0,0,0,-0.00444394323434366,0,0,0,0.0154340852735718,0,-0.00522687736495462,0.00520011991169314,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.016854317297461,0,0,0,0,0,0,0.925561157185272,0,-0.00532901364237972,0,0,0,0,0,0.0892875723875409,0,-0.017407968139007,0,0,0,-0.0627557349575437,0,0,0,-0.0163528667710848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135115997993066,0,0,0.0421567223924405,-0.0311206086738694,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.118863146466637,0,0,0,0,0,0.0135319643494293,0,0,0,0,0,0,0.0524424538330133,0,0,0.0879637111908478,0,0,0,0,0,0,-0.0829496331184899,0,0,0,0,0,0,0,0,0.22189921498047,0,0,0,0.220163504585439,0,0,0,-0.0265964587926279,-0.117153678541272,-0.0234395941735594,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.100599817204508,0,0,0,0,0,0,0,0.0654448465041468,0,0,0,0,0,0,0.0328172153106384,0,-0.0198905537545666,0,0,0,-0.0667796976799832,0,0,0,0,0.177370684989189,0,-0.344595861268729,0,0,0,0,0,0.157081970952855,0,0,0,-0.150180983815343,0,0,-0.00468018301470157,0.0726066470090489,0.217109617100868,0,0.0133284068523597,-0.117194302854155,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.000761685359233062,0,0.0621455961476276,0,0,0,0,0,0,0,0,0.197657857315847,0,0.157314964604301,0,0,0,0,0,0,0,0,0,0,0.0320194537928121,0,0,0,0.00762840090859071,0,0,0,0,0,0.0966146870437266,0,0,0,0.19392755857732,0,0,0.122053097274719,0,0,-0.0136961900644518,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.131576937441867,0,0.191434974849477,0,0,0,0.192873112981013,0.0634722746236185,0,0,0,0,0,0,0,0,0,0,0.0167703447456945,0,0,0,0,0,0,0,0,0,-0.0585994387243387,0,-0.183848462464296,0,0,0,0,0,0,0,0,0,0,0.190931510035574,0,0.132300131376493,0,0.0637424961059063,0,-0.00835309096854288,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860789209944431,-0.0256687374908473,0,0.12248122247784,0.187225016097036,0,-1.73472347597681e-18,-0.0554073200143246,0,0,-0.023664725955292,0,0,0,0,0.056963074580971,0,0,0,0,0,0,0.105103771157198,0,0.0433881500741184,0,0,0,0,0,0,0,0,0,0,0,-0.00853366971073859,0.00828155039178669,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.265800332191174,0,0,0,0,-0.0805815355294253,0,0,0,-0.104763336672819,-0.0519765217216333,0,0,0,0,0,0,0,0.141217477877191,0,0,0,0,0,0,-0.238888538819733,0,0.176829329394507,0,0,0,0,0,-0.178461730223132,0.0868636614367792,0,0,0,0,0,0,0,0.28668056035998,-0.0363622531416216,0,0.00941285750691848,0.00784322625324175,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0378801540568912,0,0,0,0.0150116916200364,0,0,0,0,0,0,0.47954547689612,0,0,0,0,0,0,0.0634189835330173,0,0,0,0,0,0,0,0,0,0,0.0119408381333952,0,0,0,0,0.000468154730599572,0,0,0,0,0.135093430049841,0,0,0.0193116875429874,0,-0.000732257559423379,0,0,0,0,0,0,0
