,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X000708.SZ,X601699.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X000807.SZ,X600176.SH,X600985.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600348.SH,X600688.SH,X600995.SH,X000629.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.735272596768407,0.259587326700333,0,0,0,0,0,-0.0332526876653009,0,0,0,-0.145470318064819,0,0,0,0,0,0,0.0751474556528304,0,0,0,0,0,0,0,0,-0.276543951076948,0,0,-0.158823660504802,0,0,0,0,0,0,0,0.0753186209381976,0,-0.0149758499885131,0,0,0,0,0,0,0,0,0,0,0.00736568120518774,0,0,0,0,0,0
X600028.SH,0.554367486813385,0,0,0,0,0.138121467288609,0,0.0451850674945447,0,0,0.0225847830096657,0,0,0,0,0,0.0809850463667262,0,0,0,0,0,0,0,0,0,0,0,0,0.00191620357805234,0,0,0,0,0,0,0,0.105231169858126,0,0,0,0,0,0,0,0,0.015582738436332,0,0,0,0,-0.000685791068165746,0,0,0,0,0.0392642142868174,0,0
X601088.SH,0.0386406223470991,0.10383997272427,0,0,0.0725400095766829,0,0.204479585658633,0,0,0,0,0.0909266138249952,0,0,0,0,0,-0.0634237633289234,-0.082113843566298,0,0,0,0,0,0,0.0893032935817282,0,0,0,0,0,0,0,0.079326420497472,0,0,0,0,0,0.0721898367125947,-0.129701960130439,0,0,0,0,0,0,0,0,0,0,0.00930900798501335,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588761541242967,0,0,0,0,0,0,0,0.158655031805191,0,0,0.154152390430922,0,0,0,0,0.130753646345419,0,0,0.181774983617058,0,0,0,0.274340571223804,0,0.213721452056048,0,0,0,0,0,0,0,0.50602199116267,0,0,0.00292296905403286,0,0,0,0,-0.0431006949895255,0,0
X600188.SH,0,0,0,0,0,-8.67361737988404e-19,0.160313391775078,0,0,0.0493451771128721,0,0,0,0,0,0,0,0,0,0,0.1108990218268,0,0,0,0,0.209857988786192,0,0,0,0,0,0,0,0,0.0703748396474512,0,0.00933773775079828,0,0,0,0,0.318171537481057,0,0,0.0619759209326075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,6.93889390390723e-18,0,0.177098195060824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425487805743907,0.0554046752917016,0.261107042938504,0,0,0.15661538872085,0,0,0,0.258351503971486,0,0,0,0,0,0.00536398437510249,0,0.0556012413531313,0,0,0,0,0
X601898.SH,0,0,0.176672174605437,0,0.259086490420411,0.0412250590025373,0,0,0,0,0,0,0.0362015833294947,0,0,0,0.0254596450134696,0,0,0,0.0761894887571457,0,0,0,0,0,0,0.0299945402374784,0.0312172210288529,0,0,0,0,0,0,0,0,0.028447519324326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00945187922390584,0,0,0,0.038323042218308,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00636536084793905,0,0.25836982211134,0,-0.0456454275212264,0,0,0,0,0,0,0,0,0,0,0,0,0.293636804698081,0,0,0.0476402897314503,0,0,0,0.0411427317762954,0,0,0,0,0,8.67361737988404e-19,0,-0.088143607073242,0,0,0,0,0,0,0,0,0.0398494992780593,0,-0.0186034751141133,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.119577718342332,0,0,0,0,0,0,0,0,0,0,-0.0542011441622551,0,0,0,0,0,0,0.0516028196705913,0.226910866883491,0,-0.107875595808629,0,0.0236791986088195,0,0,0,0,0.012162020509887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338733389638785,0.0434656388567601,0,0,0,0,0,0
X600547.SH,0.13827596729045,0,0,0,0.0426808423598728,0,0,0,0,0,0,-0.0184337576932653,0,-0.142311545299272,0,-0.114328122928257,0,0,0,0,0,0,0,0,0,0,0,0.442729744755807,0.0717458982247816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450407879341437,0,0.0602522607048499,0,0.0129025514126911,-0.0222560748514284,0,0,0,0,0,0
X600660.SH,0.00427547276904885,0,0,0,0,0.0720601389210598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036473479731461,0,0,0,0,0,0.0400319825445597,0,0,0,0,0,0,-0.02329902168575,0,0,0,0,0.126507428014834,0,0,0,0,0,0,0,0,0,0,0,0,-0.133197130070782,0.00753902576592532,0.0103749787372,0,0,0,0.0615180371488288,0,0
X600886.SH,0,0.0637433485469818,0,0,0,3.46944695195361e-18,0,0.125879153647268,-0.116016324199181,0,0,0,0,0,0,0,0.266886641997255,0,0,0,0,0,0,0.112687877667611,0,0,0,0,0,0.308514980631562,0,0,0,0,0.0948230179385129,0,0,0,0,0,0,0,0,0,0,0,0,-0.124060102753463,0,0,0,-0.00629430579305763,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018260659132746,0,0.737736094191224,0,0,0,0,0,0,0,0,0,0,0,0,0.0733920771129521,0,0,0.0265135270287103,0,0,0,0,0,0,0,0,0.0336137059459011,0,0,0,0,0,0,0.090557240746989,0,0,0,0,-0.000777627390520099,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.190318457079347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108240751364868,0,0.0762979104672437,0.0276611318695413,0,0.457290530632094,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0464588820854146,0.3527918527015,0.0241201675836754,0,0.0401855241063444,0,0,0,0,0,0.00385488925123975,0,0,0,0,0,0,0
