,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X600096.SH,X000408.SZ,X000883.SZ,X000027.SZ,X600378.SH,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.711916532404847,0,0,0,0.0742234493730155,0,0,0,0.0713201836724064,0,0,0.112837041622017,0,0,0.126392341118485,0.0773983960575163,0,0,0,0,0,-0.0976356665387358,0.0154645318997648,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0235429969960729,0,0,0,0,0,-0.0219010367861579,0,0,0,0,0,0,0,0,-0.0678226358273252,0,0
X600028.SH,0.42707432172139,0,0.0964648272420806,0.0149356184603365,0.0144467752798086,0,0.0880707654286318,0,0,0,0,0,0,0,0,-0.0393344638895384,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625083257777006,0,0,0,0,0,0,0,-0.0190819463231061,0,0.0819158372650579,0,0,0,0.0745035949920425,0,0,0,0,0,0,0,0,0.0264546431939928,0,0,0,0,0,0,0
X601088.SH,0,0.314009161873147,0,0,0,0.150582522962347,0,0,0,0,0.0443363959921002,0,0.228175149894923,0,0,0,0,0,0,0,0,-0.0334241459443171,-0.0161122808443526,0,0,0,-0.0913913312193656,0,0,0,0,-0.0635569945239872,0,0,0,0,0,0,0,0,0,-0.0307545325872731,1.35525271560688e-20,0,0,0,0,-0.0150986960736799,0,0,0,0,0.0583210321939793,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.065260362003807,0,0,0,0,0.0122571442958014,0,0,0,0,0,0,0,0,0,0,0,0.204545970113678,0,0,0,0.024942158102274,0,0,0,0.110055002439913,0,0,0,0.328536780068682,0,-0.068925106962428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293689352962178,-0.11921679017794,0,0,0,-0.0183977967935615,0,0
X601898.SH,0.063899497833747,0.178411991457783,0,0,0,0.109292079663567,0,0,0,0.0493330283127902,0,0.021987991538663,0.18291924071095,0,0,0,0,0,0,0,0,0.0662694117926662,0,0,0,0,0,0,0,0.222711451621596,0,0,0,0,0,0,0.0199262238309474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460985751126568,0,0,0,0,-0.010826749154074,0,0
X600188.SH,0,0,0.264831107806657,0,0,0,0,0,0,0,0,0,0.0197350894419099,0,0,0,0,0.0530822561556139,0,0,0,-0.113214744828172,0,0,0,0,0,0.109049241372977,0,0.547408270471948,0,0,0,-0.00861953074304039,0,0,0.384597515407436,0,0,0,-0.101339007561776,0,0,0,0,-0.0699204376891015,0,-0.0574787000438209,0,0,0,0,0,0,0,0,0.0311119704344805,0,0
X600019.SH,0,0.180269104403447,0,0,0.194924893313261,0,0,0,0,0,0,0.171978965463197,0,0,0,0,0,0,0.118061276353817,0,0,0,0,0,0,0.03882844784427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248275475397559,0,0.203627487947229,0.101719492225208,0,0,0,0.0736732524018283,0,-0.0825343227344269,0,0,-0.00673098548490942,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624222210890904,0.170141201320615,0,0,0.191539696395092,0,0,0,0,0,0.0517032849145851,0,0,0,0,0,0,0,0,0,0.0340082164637023,0,0,0,0,0,0,0,0,0,0,0,-0.139881175468437,0,0,0.079065073659036,-0.158492658252204,0,0,0,0,0.0231012054649635,0,0
X600585.SH,0,0,0,0.0518697950498925,0,0,0,0,0,0,0,0,0,0,0.156978013294908,0.0455695200178675,0,0,0,-0.0332672116238,0,-0.026431275090943,0,0,0,-0.0517834495732736,0,0,0.135232331556199,0,0.14581579777893,0,0.0425665704456001,0,0,0,0,0.00296078625850202,0,0,0,0,4.33680868994202e-19,0,-0.14895721641662,0,0,0.023951203912482,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.206669356360821,0,0,0,0,0,0,0,0,0,0,0,0,0.0370478944941193,0,0.110544059978968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723052092982891,0,-0.190704444342724,0.0571461965750135,0,0,0,0,0,0,0,-0.186403633341079,0.0289156131659304,0,0,0,0,0,0,0,-0.2691350377942,0,0,0.138598546581891,0,0,-0.0126784394597689,0,0
