,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X601992.SH,X600157.SH,X600583.SH,X000709.SZ,X600021.SH,X000898.SZ,X600309.SH,X600352.SH,X601158.SH,X000539.SZ,X000629.SZ,X600489.SH,X600808.SH,X000792.SZ,X000825.SZ,X600547.SH,X600578.SH,X000060.SZ,X000027.SZ,X600660.SH,X600008.SH,X600863.SH,X600307.SH,X002353.SZ,X000831.SZ,X600219.SH,X002470.SZ,X600022.SH,X600549.SH,X000959.SZ,X000630.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.575593040949413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365949565295066,0,0.0229812814128082,0,0,0,0,0,0.109537280749125,0.000899934063019185,0,0.111499107561364,0,0,0.0234096101424062,0,0,0,0,0,0,0,0,0,0,0,-0.0160082138038951,0,0,0,0,0,0,0,0,0,0.0177325809315142,0,0,0,0,0,0
X600028.SH,0.69220864598993,0,0,0,0.030325987585107,0,0,0.00664038654294641,0,0,0,0,0,0,0,0,0,0.0627043822179633,0.0411371817872538,0,0,0,0,0,0,0.0299327915224171,0,0,0,0,0,0,0.0112065059073498,0,0,0,0,0.015186358405572,0,0,0,0,0,0.0511244768266438,0,0,0,0,0,0,0,0.00305642119669345,0,0,0,0,0,0
X601088.SH,0.000506796869575331,0,0,0,0,0,0.452113847799501,0.0227557357696663,0.181211928784865,0,0,0,0,0,0,0.087496690451856,0,0.0235464549880992,0,0,0,0,0.0634202106986034,0,0,0,0,0,0,0,0,0,0.0817516639249133,0,0,0,0,0,0,0,0,0,-0.000242379236105512,0,0,0,0,0,0,0,-0.00054967887660738,0.000669408271068072,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.192756197086997,0,0,0,0.100723401010041,0.095988266641651,0,0,0.299955055388195,0,0,0,0,-0.0230176920552953,0,0,-0.0288037645402275,0.0275354742154756,0,0,0.0922254419229968,0,0,0,0,0,0,0,0.0668781240520734,0,0,0.0623204890372616,0,0,0,0,0,0,0,0,0,0.0144494897787741,0,0,0,0.0116361815394941,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.260695544126724,0,0,0,0,0,0,0,0,0.0622721066134453,0,0,0.132905295095579,0.0561526724928788,0.27965354927899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029875610016351,0.0258546826861882,0,0,0,-0.0837631630524031,0,0,-0.0146344055429308,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.333995956769453,0,0,0.0832803898833333,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0249440361594076,0,0,0,0,0,0,0,0.0419701273407595,0,0.113052802350689,0,0,0,0,0,0,0.23270001089725,0,0,0,0.0528488448136008,0,0,0,0,0,0,0,0.00136716844777688,0,0,0,0,0,0,0
X600585.SH,0,0,0.228961886818581,0,0,0,0,0,0,0,0,-0.036214414353981,0.0612229118825402,0,0,0,0,0.110338144129431,0.0357486440921554,0.185104701511393,0,-0.00509270356124955,0,0.175940120338421,-0.0397587670947424,0,0,0,0,-0.0299142993946482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160356718595679,-0.0124409427081884,0,0,0,0,0,0
X601600.SH,0.0933086865245518,0,0,0,-3.46944695195361e-18,0,0,0,0.108898583466138,0.0923866068051603,-0.175186679774378,0.00860798354034297,0.0441976462286256,0,0,0,0,0,0.041392253588119,0,0,0,0,0,0,0,0,0.289072706491787,0,0.0358654207554311,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0624665576818947,0,0,0,0,0,0,0,0,0.036177707937913,0,0,0,0,0,0
X601898.SH,0,0,0.218954934695763,0,0.13826956611588,0,0,0.138240477515025,0,-1.73472347597681e-18,0.00259855045028085,0.0171072035957947,0,0,0,0.0446613823628821,0,0,0,0,0.024355663539211,0,0,0,0,0,0,0,0,0,0,0.002780328868003,0.0334487882715997,0,0,0.06662532772085,0.0219841386510058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314027116335878,0,0,0,0,0,0
X601991.SH,0,0,0,0.233508082819721,0,0.00293266407284024,0,0.0572688773536988,0.253165114091191,0,0,0,0.0527328892431379,0.135375124080987,0,0,0,0,0,0.0813165420441055,0,0.207555752776883,0,0,-0.0439881551393704,0,0,0,0,0,0,0,-0.0601437868312445,0,0,0.0477125661229663,0,0,0,0,0,0,0.208353880590305,0,0,0,0,0,0,0,0,-0.00806933669540089,0,0,0,0,0,0
