,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600660.SH,X600886.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X000786.SZ,X600111.SH,X600027.SH,X600126.SH,X600176.SH,X601992.SH,X600299.SH,X600315.SH,X600426.SH,X002353.SZ,X002075.SZ,X600529.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000898.SZ,X601158.SH,X000959.SZ,X000932.SZ,X000301.SZ,X000883.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112819716810086,0,0,0,0,0,0.0800155102603169,0,0.223084161548794,0.00320730679466411,0,0.0082891566652079,0,0,0,0.00946414739219226,0,0,0,0,0.0846675639265965,0,0,0,0,0.0137529306157443,0,0,0.00399046145245802,0,0,0,0,0,0,0,0.0202151558980486,0.00306608830864223,-0.010616655313465,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.031403216900193,0.0854235098098524,0,0,0,0,0.0336967839601253,0,0,0,0,0,0,0,0.0349036114156558,0,0,0,0,0.0238725463893597,0.0326976346066254,0,0,0,0,0,0.060524282653633,0,0,0.0828188908735134,0,0,0,0,0.05729524416294,0,0,0,0,0,0,0,0,4.85181145761543e-05,1.0842021724855e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.019687832816286,0,-0.0396710018438681,0,0,0,0,0,0,0,0.414451152267076,0,0.054463976644253,0,0,-0.0354933938556611,0,0,0,0,0,0.213805599800892,0,0.0855061987593762,0.0367700681241543,0,0,0,0,0.0230845627336588,0,0,0,0,0,0,0,0,0,0,0,0,-0.067432237719314,0.0131318788129529,-0.0221873768558458,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0567533738822645,0.0614916125933608,0,0.0662727258699339,0,0,0,0.538169833159594,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0313725350563599,0,0,0,0.0279407946284847,0,0,0,0.0146760780722594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123865505430953,0.0107361949044397,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.118743988166948,0,0,0.0755949162873096,0,0,0,0,0,0,0,0,0,-0.0323480595138246,0,0.00363570076048133,0,0.0989004253647185,0,0,0,0.0899451102877216,0,0,0,0.214368067744605,0.0298524820215034,0.0214987424459097,0,0,0,0,0,0,-0.0749975647530585,0,0,0,0,0,0,0,0,0.00146169167667943,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0605140220055105,0,0,0,0,0,0,0,0,0,0.702628620591304,0,0,0.0477093507464971,0,0.141326627845219,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0202577464420178,0,-0.118999832500887,0,0,0.352140232888245,0,0,0,0,0,0,-0.104502789525161,0,0,0,-0.015266510219717,0.00696579339945793,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0591417107719744,0,0,0,0.00575402527441897,0,0,0.00354997766915743,0,0,0,0,0,0,0,0,0,0,0.0657466870926764,4.33680868994202e-19,0,0,0,0,0.026346704874636,0.0729745809302123,0,0,0,0,0.010599986657564,0,0.0340665660368284,0.0767954598393503,0,0.053559614886897,0,0,0,0,0,0,0,0,0,0,0,0.00515353756617388,-0.0117130839225541,0,0,0,0,0,0
X000708.SZ,0,0,0,0.103521540094804,0,-8.67361737988404e-19,0,0,-0.0260710981046198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192460162120138,0.050688212638056,0,0.316739933350494,0,-0.207027359632627,0,0.150724966466045,0,0,-0.075811959926876,-0.128209111988205,0.042779091165812,0.000941902114239833,0,0,0,0.0730909969678922,0,0,0,0,0,0,0,0,0,0,-0.154674636980433,-0.00332429573851934,-0.0137956922668903,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0217304326251714,0,0,0.0832794790009811,0,0,0,0.214165042951828,0,0,0,0,0,0,0,0,0,0,0,0.183700096533121,0,0,0,0,0,0,0,0,0.08166431256948,0,0.0877719819341906,3.46944695195361e-18,0,0,0.300400838251601,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525690120960777,-0.0153416887310437,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455902933614774,0,0,0,0.031141063287438,-0.0475963715520917,0,0,0.111804415459604,0.131738684543346,0.0303704350638382,0,0,0,0,0,0.314122179788085,0,0,0,0,0,0,0,0,0,0,-0.00994495858291001,0.0223463707876509,-0.0175208176563155,0,0,0,0,0,0
