,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000959.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600098.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X600021.SH,X000060.SZ,X002470.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.366625194471504,0.0097352993032577,0,0.0727540501014231,0,0,0,0,0,0.0104199600489128,0,0,0,0,0,0,0,0,0.0317975294651327,0.00223034110181518,0,0,0,0,0,0.0606347642361925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108722966387667,0,0,0,0,0,0,0,0,0,0.00343761383629408,-0.0061365561723391,0,0,0,0,0,0
X600028.SH,0.630401367737962,0,0,0,0,0,0.266959837794218,0,0,0,0,0,0,0.0248922248152452,0,0,0,0,0,0,0,0,0,0,0,-0.00642298491539617,0,0,-0.0121120489544711,0,0,0,0,0,0,0,0,0,0,0,-0.050158771868529,0,0,0,0,0,0,0,-0.0280426786550491,0,0.02177405496991,-8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.213126643613517,0,0.154194723901049,0,0.0482299928386457,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0868708965164486,0,0,0,0,0,0.0592235729546256,0,0,0,0,0.0583719156769854,0,0,0,0,0.0726891631723448,0,0,0,-0.164876751958387,0,0,0.119898951645241,0.0316585891653658,0,0,0,-4.33680868994202e-19,0,-0.00555765284916233,-1.0842021724855e-19,0,0,0,0,0,0
X600011.SH,0,0.0985158068064045,0,0,0,0,0,0,0,-0.0524218158783763,0,0.321580968426429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752397297241752,0,0,-0.0195891832188107,0,0,0.0168644596602032,0,0,0,-0.0339400252861869,0,0,0,0,0,0,0,0.0716378206141041,0,0,0,0,0.0725714616103196,-0.0448064930487719,0.0458436657086762,0,0,0,0,0,0
X600019.SH,0,0,0.0123794283972223,0,0,0,0.306664740751225,0,0,0,0,0,0,0,0,0,0,0,0,0.185189074312196,0,0,0,0,0,0,0.106690888441057,0,0.0592783039929678,0,0,0,0,0,0,-0.0308445799746263,0,0,0,0,0,0,0,0,-0.147097510702475,0.12401887459043,0,0,0.0941945629637767,0,-0.0230565761204055,0.0247740706232016,-0.404310597807472,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0952538464538909,0,0,0,0,0,0.0191209120922435,0.0730662287723338,0,0.0175797681490381,0.0126752644619803,0,0,0,0,0.0514741023673334,0.209039199177079,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0681850680370636,0,0,0.0923297295356977,8.67361737988404e-19,0,0,0,0,0,-0.0190914792810951,0.00217710660811248,0,0,0,0,0,0
X600585.SH,0,0.346136294208035,0,0,0.0481623575960355,0,0,0,0,0.0625450283965122,0,0,0,0,0,0,0,0.204034783058597,0,0,0.121405630698332,0,0,0,0,0.0124843245734122,0.185937556984823,0,0,0,0,0.00725545204152255,0,0,0,0,0.0629520594696769,0,0,0,0,0,0,-0.0579571492987283,-0.0104415286419578,0.0559420091740224,-0.0747354532408999,0,0,-0.173724333535987,-0.00701666330412294,0,0,0,0,0,0,0
X601898.SH,0,0,0.102322504161659,0,0,0,0,0,0,0,0,0,0.0609838838624079,0,0.0973218637394666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196373042283133,0.0266119285875351,0,0,0,0.152104074447812,-0.0535588740295208,-0.0188012375269987,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0062648262843109,0,0,0,0,0,0,0.168303899135421,0,0,0,0,0,0.0803037983071795,0,0,0,0,0.0112283217769834,0.00155691080508337,0,0.0450019410943572,0,0.421190619826339,0,0,0,0.0398931595085465,0,0,0,0,0,0,0,0.0531839397834657,0,0,0,0,0,0.00568994189490508,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438765675783779,0,-0.083043765562528,0,0,0,0,0,0,1.01917312930719,0,0,0,0,0,0,0,0,0,0,0,0.0650036385131782,0,0,0,0,0,0,0,-0.0249151504258665,0.197305487436682,0,0,0,0,0,-0.0273845689459208,0.0078515223052741,0,0,0,0,0,0
