,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000408.SZ,X600803.SH,X601991.SH,X600801.SH,X601699.SH,X600486.SH,X600219.SH,X600141.SH,X000807.SZ,X600295.SH,X002080.SZ,X600027.SH,X000932.SZ,X300073.SZ,X000830.SZ,X600985.SH,X000630.SZ,X601666.SH,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.12517579624266,0,0,0,0,0,0,0,0,0,0.101647954053967,0,0,0,0,0,0.0511750123202298,0,0,0.0164346905385069,0,0,0,0.029795309357612,0.0881599276132428,0,0,0,0,0.0437906347580512,0,0,0,0,0,0,0.205729924344429,0,0,0,0,0,-0.0609953996576372,0,0,0,0,0,0
X601088.SH,0.0803472380835894,0,0,0,0,0.115019633260496,0,0,0,0,0.217855625557976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748871204017369,0,-0.118141932264157,0,0.210315278600945,0,0.0324672147447433,0,0,0,0.0447171209423795,0,0,0,0,0,0,0
X600028.SH,0.0201495626978411,0,0,0,0,0,0,0,0,0,0.035596574541526,0,0,-0.0873427562548946,0,0,0,0.00795471553107148,0,0.0586207248864122,0,0,0,0.0485020601347403,0,0,0,0.0509162988303835,0,0,0,0,0,0,0,0,0.0599639849248047,0,0.0120603795657574,0.0418276572404381,0,-0.00396822911462359,0,0,0,0,0,0,0,0.0300480066196774,0,0.00551651005246422,-0.0123730328552574,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.017768361112334,0,0,0.371137333191553,0.040502184474479,0.125289941313764,0,3.46944695195361e-18,0,-0.055437562357059,0,0,0.0237554956246245,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0470593374823058,0,0,0,0,0,0,0,0.143340727785274,0,0,0.00526634544505687,0,0,0,0,-0.0163079145455086,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0309300959886438,0,0,0,0,0,0.0630729907516523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404953871002365,0,0,0,0,0.438485175831492,0,0,0,0,0,0,0,0.0222922333071954,0,0,0,0,0.00282356211230999,0,0,0,0,-0.00626782354256359,0,0,0,0,0,0,0
X600188.SH,0,0.248348814931345,0,0,0,0,0.0401973143821046,0,0,0.115997200920607,0,0,0,-0.207980636981338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261633609255878,0,0,0,0,0,0,0.0127072889580944,0,0.312302151122579,0,0,0,0.0654123428239889,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.515983823659636,0,0.228112240356627,0,0.051726908395856,0,0,0,0,0,0.0410748322318799,0,0,0,0,0,0,0.021279285746727,0,0,-0.030217695662693,0,0,0,0,0.0779915973747558,-0.0144601001339931,0,0,0,0.0269002123954385,0,0,0,0,0,0,0,0,0,0,0,-0.0635687855835479,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,8.67361737988404e-19,0.47443071887171,0,0,0.0712978172085653,0,0,0,-0.0421791189162105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219840308161305,0,0,0,0,0,0.278501036249641,0,0,0,0,-0.0322006885574124,0.0102294769818255,0,0,0.221568949743937,0,0,0,0,0.0510302798842149,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110750078511919,4.33680868994202e-19,0,0,0,2.16840434497101e-19,0,0,0.0189283950141525,0.374871460213165,0,0,0.0776919011616337,0,0.0683850451029062,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.0226314142156346,-0.0743207009669233,0,0,0,-0.0556286438106919,0.797943065265723,0,0,0,0,3.46944695195361e-18,-0.0644796146800175,0,0,0,0,0,0,0,0,0,0,0,0,0.0525370632154927,0.137322887515177,0,0,0,0,0,0,0,0,0.116108010528634,0,0.0242728084151745,0,0,0.0229430279181722,0,0,0,-0.0243960153699134,0,0,0,0,0,0,0,0.0081950896829181,0,0,0,0,0,0
