,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X600362.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600886.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000408.SZ,X000898.SZ,X000709.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600549.SH,X600352.SH,X000935.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600176.SH,X600021.SH,X000060.SZ,X000937.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0133367256158201,0,0,0,0,0,0.00844541766266398,0,0.067270676722677,0,0,0,0,0,0.0506142355044692,0.0192685341116614,0,0,0.00810865372463694,0,0,0.0064617385968671,0,0,0,0,0,0.0379085216145484,0,0.0830389577398733,0,0.0466617202749943,0,0.00108131356265956,0,0,0,0,0,0,0,0,0,0,0,-0.0175835622383906,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.000538078584663108,0,1.73472347597681e-18,-0.0460408146987463,0,0,0,0,0.0622471341777242,0,0,0,0,0,-0.0430129216252102,0,0,0.01460698219395,0,0,0,0.0264314942287939,0,0,0,0,0,0,0,0,0.0519806759733955,0.134934451732008,0,0,0,0.0320781614296129,0,0,0,0,0,0,0,0,0.0383302071594954,0,-0.014700347207355,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.160877936483692,-0.0332403893683142,0.0360454162476671,0.0251486718541096,0,0,0,0,0,0,0,0,0,0,0,0.113748702243462,0,0,0.0091337381020263,0,0,0,0,0,-0.0682059740636679,0,0,0.16293017866475,2.16840434497101e-19,0,0,0.00441455373668827,0,0.0374193534847399,0,0,0,0,0.0240058600914424,0,0,0,0,-0.0189366961856017,0,-0.0350118576442914,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0446670832847414,-0.06613228855924,0,0,0,0,0.0981221552102536,0,0,0,0,0,0,0,0,0,0.180416256331948,0,-0.022030861852569,0,0,0,-0.0596204098717895,0,-0.125529128093951,0,0,0,0,0,0,0,0,0,0,0,0,0.00228139049855759,0,0,0,0,-0.00587653047856814,0,-0.0201839570655389,0.0184396659829068,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.176536868890753,0,0,0,0,0,0,0,-0.0238615594287662,0,0,0,0,0,0,0,0.0125523253290394,0,0,-0.038559175553746,0,0,0,-0.00547213376230406,0.0609433338075498,0,0,0.012861755055342,0,0,-0.0517267324416585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719733699322347,0,0.00329394216733982,-0.0461125565717578,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0814898793305804,0,0,0,0,0.0323617719351606,0,0,0,0,0,0.178112138240992,0,0.145852218226524,0.148859298841316,0,0,0,0,0,0,0,0,-0.0712914991229608,0,0,0,0,0,0,0,0.0215590922628238,0.069485195942204,0,0,0,0.240688124474522,0,0,0,0,0,0,0.0353511313550236,0.0363458670826381,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415366389153541,0,0.00333166080716135,0,0,0,0,0.011156409242868,0,0,0.165332209241961,0,0,0,0,0,0.0476510318099295,0.0709597440656534,0,0,0,0.0170397771023181,0.0673542403578518,0,0,0.110429880971285,0,0.0126524829403388,0,0,0,0,0,0,0.0773556336015883,0.041488572708911,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.192708001594165,0,0,0,0.0520798854231497,0,0,0,0,0,0,0,0,0.0403993035386294,0,0,0.0726385002617836,0,0,0,0.0439455702603612,0,0,0,0,0,0,0,0,-0.118042808686547,0,0.0196542599426084,0,0,0,0.244476997176445,0.165361618203543,0,0,0.133989823058487,0,0,0.0275475127816543,-0.0344834959068345,0,0,0,0,0,0
X600547.SH,0,0,-0.0921562870831171,0,0,0,0,0,0,-0.133429815105717,0,0,0,-0.0113529615793265,0,0,0,0,0,0,0.92823518914092,0.0839821644240648,0.04231903355796,-0.0397415711358673,-0.0147929465800085,0,0,0,0.0217531650564041,0.0185612916872222,0,0,0,0,0,-0.045444556602529,0,0,0,0,0.0875686755649744,0,0,0,0,0,0,0.208402083905108,0,0,0,-0.0454379321281381,0.0204101655983165,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.160949918726634,0,0,0,0,0,-0.0749792203572799,0,0,0,0,0,0,0.0350105415900188,0,0,0,0,0,0,0,0,0,0,0,0.0665057866936462,0,0,0.521174815328488,0,0,0.0716899469748878,-0.0882998663084367,0,0,0,0,0.0115177818262994,0,0,0.0505565491611304,0.0768593845509701,0.0142842199148117,0,0.0104222017232104,0,0,0,0,0,0,0
