,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X601600.SH,X600362.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X002075.SZ,X600486.SH,X600299.SH,X000932.SZ,X600219.SH,X300037.SZ,X600027.SH,X002353.SZ,X601168.SH,X601992.SH,X002080.SZ,X000723.SZ,X000630.SZ,X002409.SZ,X000898.SZ,X000807.SZ,X000878.SZ,X000027.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0338198479560969,0,0,0,0.00244493394660977,0.00696654839583022,0,0,0,0,0,0,0,0,0,0,0.0162906667823667,0,0,0,0,0,0,0,0,0,0,0,0,0.0279427917355734,0,0.0636755160718663,0,0,0.0390753655666685,0.0221093038255443,0,0,0,0,-0.0278372886365279,0,0,0,-0.00596640679184063,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,7.91622803690464e-05,0,0.02752188516319,-0.00557793210390747,0,0,0,0,0,0.0341101802804923,0,0.0259607256567834,0.0178919287929777,0,0,0,0,0,0,0,0,-0.0174944782185435,0,0,0,0,0,0,0,0,0.0464859812977427,0,0,0,0,0.0195834554386474,0.0395819121004885,0,0,0,-0.0154377818842336,0,0,-0.0475253430253865,0,-0.0166246115352688,0,0
X601088.SH,0,0,0,0,0,0,0.0916480939880746,0,0,0,0,0,0,0,0,0,-0.0204227111308478,0.00813061345323737,0,0,0.298436302196789,0,0.0338118383341159,0,0,0,0,0,0,0,0,0,0,-0.0314733204661922,0,0,0,0,0,0,0,0,0,0,0,0,0.0163817533926409,0,0,0,0,0,-0.00110438679409834,0,0,0,-0.0098324309127828,0,0
X600585.SH,0,0,0,0,0.00746438699848865,0,0.131128808745516,0,0.0335806450262532,0,0,-0.036199091007528,0,0,0,0,0,0.0522067274960933,0.0568065546928582,0,0,0,0.0203789744827925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390397653454627,0,0,0,0,0,0,0,-0.0194834698624998,0,0,0,0,0.0136668679748797,0,0,0,0,0.0068447708208297,0,0
X600309.SH,0,0,0,0,0,0,0,0.415023399449594,0,0,0,0,0,0,0,0,0,0.440622467264785,0,0,0,0,0,0.034033641006512,-0.00774303145175508,3.46944695195361e-18,0,0,0,0,-0.1474223746967,0.182211667269349,0,0,0,0,0.147378135084703,0,0.202306407554973,0,0,0,0,0,0,0,0,0,0,0,0,0.0481717919351611,0,0,0,0,0.00472862665764442,0,0
X600019.SH,0,0,0,0,0,0,0.0130973786891091,0,0,-0.00685432669340876,0,0,0.0758674874870216,0.0695404181622237,0.0228945683376534,0,0,-0.0382341070682905,0,0,0,0,0.0451501225407606,0.0692980503448581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595747865466556,0.153480837774899,0,0,0,0,0,0,0,0.0503310512607199,0.0437160520664249,0,0,0,0.0123167526821725,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.189950874326739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347126987424863,0,0,0,0,0,0,0,0.231348399511153,0,0.041925198787093,0.15065132491439,0,0,0.105572687605699,0,0,0,0,0,0,0,0,0,-0.00260113885526729,0,0,0,-0.0529559882383697,0,0
X000708.SZ,0,0,0,0,0.153109522367397,0.12366457481311,0,0,0,0,0.0073545847997893,0.0840266969783826,0,0,0,0,0,0,0,0,-0.177358834223417,0,0,0,0,-0.0282305288355443,0,0,0.0487746927908348,0,0.103644914093084,-0.0639670901605589,0,0,0,0,-0.0862463409410065,0,0,0,0,0,0,0,0.143057195634229,0,0,0,0,0,0,-0.0177234147390076,-0.0409570991686005,0,0,0,0.0124591039277792,0,0
X600547.SH,0,0,0,0,0.0171209949500473,0,0.0728098740822395,0,0,0,0.0948258273896752,0,0,0,0,0,0,0.0205098564302732,0,0,0,0,0,0.0490792635508441,0,0.582687745301708,0,0,0,0,0,0,0,0,0,0.135484464117405,0.0291111326846944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000284475609001679,-0.0191970601962587,0,0,0,-0.00817081197431424,0,0
X600660.SH,0,0,0,0,0,-0.0648723501544125,0,0,0,0,-0.0405085578065605,0,-0.0985278963749908,0,-3.46944695195361e-18,0,0,0,0,-0.0304248665027408,0,0.085765199508702,0.0543844453160444,0,0.0637866866283025,0,0,0,0,0,0.145008608799551,0,0,0,0,0,0.261864824691501,0,0,0,0,0,0,0,-0.0999718252760225,0,0,0.0411346671263621,0,0,0,0,0.0639312784797371,0,0,0,0.0178688754531457,0,0
