,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600111.SH,X000792.SZ,X600010.SH,X601600.SH,X600188.SH,X002466.SZ,X000301.SZ,X600011.SH,X601898.SH,X000708.SZ,X600660.SH,X002271.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000825.SZ,X601991.SH,X600795.SH,X600295.SH,X000408.SZ,X000807.SZ,X600219.SH,X600141.SH,X300037.SZ,X000959.SZ,X600096.SH,X002326.SZ,X000786.SZ,X600803.SH,X000983.SZ,X600801.SH,X000932.SZ,X600027.SH,X000898.SZ,X600352.SH,X600160.SH,X600688.SH,X000723.SZ,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.0264270633919297,0,0,0,0,0.0381515491271607,0.0485423873599506,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0312814201742613,0,0,0,0,0,0,0,0,0,0.0229609944312248,0,0,-0.0264366351267105,0,0,0,0,0,0,0,0.0183989522900523,0.0762981344575941,0,0,0,-0.0170339228428162,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-0.0345175614601365,0,0,0,0,0,0,-0.0292708879601316,0.0457447067874036,0,0,0,0,0,0.0359786913471705,0,0,0,0,0,0.05506853297424,0,0,0.0685656252516148,-0.018314598192552,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0247877483557012,0.0228146599740493,0.0528020060806923,0,0,0,0,0,0.131480233984493,0.0208549648643079,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0146057906453195,0,0,0,0.0738898742298901,0,0,0,0,0,0,0,0,0,0,0,0,0.131022776232195,-0.0520563043193409,0,0,0,-0.0961487246410737,0,0,4.33680868994202e-19,0,0.0766313161860988,0.152223132877779,0,0.119084494727411,0,0,0,0,0,0.120569332449243,0,0,0,0,0.00327805816756837,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0394560390977309,0,0,0,0,0,0,0,0,0,0,0,0.258820232101283,0,0,0,0,0,0,0,0,-0.00450504881118151,0.0371525182916327,0,-0.02481504277908,0,0.0450808015886088,0,-0.0208956806626679,0,0,0,0,0,0.0385605858123445,0.113764278144505,0,0,-0.0287457601845062,0,0,-0.00751286879060942,0,0,0,-0.0157589985986009,0,0
X600585.SH,0,0,0,0,0,-0.0261792136216903,0,0,0,0,0.020604574308001,0,0,0,0,0,-0.0112600783164509,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0550126468200479,0,0,0.0766197631696845,0,0,0,0,0,0.766965537472914,0,0,0,0,0,0,-0.131070138477561,0,0,0,0.0152739868376091,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,-1.0842021724855e-19,0.0157821269615066,0.00047943442141861,0,0,0,0.493604471370431,1.38777878078145e-17,0,0,-0.217582036996,0,0,0,0,0,0,0,0,0,0,0,0.090557235271369,0,0,0,0.1103486916621,0.0745978837428315,0,0,0.13805157503123,0,0,-0.0207208615249787,0,0,0,0.210369727260625,0,0,0,0,0,0,0,0.132799822606054,-0.134320170205144,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0558146327751112,0,0,0,0,0,0,0.0326835516398911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00811400154858225,-0.064947946491178,0,0,0,0.00433742519668993,0,0.023210567816086,0,0,0,0.528550046811069,0,0.0402684601244244,0,0,0,0,0,-0.0252138642654938,0,0,0,0,-0.1316586043165,0,0
X600111.SH,0,0,0,0,0,0.368059585030096,0,0,0,0.206306741446967,0,0.166034540104845,0,0.0927110927444283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187067375638759,0,0,-0.118806383048226,0,0,0,0,0,0,0,0,0,0,0,-0.300975746450067,0,0,0,0,0,0,0,0.0147740159794183,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.0443682822257809,0,0.0463990826779441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203201034858199,0,0,0.168189138567038,0.214491055791831,0,0,0,0,0,0,0.0300162483126189,0,0,0.159778533458285,0,0,0,0,0,0,0,-0.317859453630675,0,0.000896666182276257,0,1.73472347597681e-18,0.117515759709879,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.377742902682488,0.365334527743551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484563123842933,0,0,0.0657824035508671,-0.0714313203801175,0,0,0.0047764456637633,0,0.184685409031109,0,-0.0185741828252581,0,0,0,0,0,0,0,0,0.0237222767126422,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0221546731227213,0.0997859309593402,0,0,0,0.395473669212181,0,0,0,0,0,0,0,0,0.0818936796176992,0,0,0,0,0.228743982384561,0,0,0,0,0.0307510430639362,0.0699475958412117,0.0116532289202227,0,0,0,0,0,0,0,0,0,0,0.104464031704529,0,0,-0.000796439471713154,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.112648232093453,0,0,0,0,0,0,0,0,-0.210611387103871,0,0,0,0,0,0,0.431737428683217,0,0,0,0.0728715424290672,0,0,0,-0.0163864670759869,0,0,0,0,0,0,0,0,0,0,0,-0.0934665124945933,0,0,0.427833511740386,0.0716778890604707,0,0,-0.0307170889441001,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.209191070282505,0,0.237176798073364,0,0.0631699003799827,0.13576267163042,-0.0695187643804384,0,0,0,0,-0.00972745141397796,0,0,0,0,0,0,0,0,0,0,0,0,0.270004421808648,0,0,0,0,0,0,0.108479380591651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143180894786104,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.0416992212821335,0,0,0.344213335591041,0,0,0,0,-0.134662671466347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341068050748843,0,0,0.0539864362680521,0.10691840667109,0.421754532497321,0.0581790456563766,0,0,0,0,0,0,0,0,0,0.187029748753396,-0.101444013439913,-0.239189280169182,0.137944033117951,0,0.0522036749018182,-0.0443192866043346,0,0,0,0,0,0
