,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X601898.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X300037.SZ,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X000932.SZ,X600219.SH,X601168.SH,X000898.SZ,X600529.SH,X002409.SZ,X000723.SZ,X002075.SZ,X000807.SZ,X000630.SZ,X600315.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0329113944497653,0,0.0481371103387276,0.0507921272443054,0,0,0,0,0,0.00767011434571412,0,0,0,0,0,0,0,0,0,0,0,-0.00428980073287658,0,0,0,0,0,0.0253500403837593,0,0,0,0,0,0,0.0171584291202435,-0.0188222967535447,0,0.012804571233993,0,0,0,-0.00551983783603086,0,0,0,0,-0.00314635797492742,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0358107305301575,0,0,0,0,0,0,0.00798709968526329,0,0,0,0,0,0,0,0,0,0,0.0246269327586388,0,0,0,0,0,0,0,0.0550268836952067,0,0,0.00944890514591162,0,-0.0317297691294477,0,0,0.0497139852985018,0,0,0,0.0494831239376126,0,-0.00419775915576701,0,0,0,0,-0.0157612426886703,0,0
X601088.SH,0,0,0,0,0,0,0.00124518889609986,0,0,0,0,0,0,0.0619300523508257,0.0554520828564721,0,0,0,0,0,0.211437149434888,0,0,0,0,0,0,0,0,-0.0145951564819585,0,0,0,0,0,0,0,0,0,0.0589330375950211,0,0,-0.0640630561729369,0,0.0838757845903837,0,0.0538386810632559,0,-0.00719114762002519,0.0397384930573082,0,0,0,0,0,0,-0.0111785600525317,0,0
X600585.SH,0,0,0.00755072971009221,0,0.0565861322948361,0,0.0492764439291766,0.0902766146080011,0,0,0,0,0,0.0684517203617155,0,0,0,0.0812848902677834,0.0199462819833962,0,0,0,0,0,0,0.0341055136500425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177286520314658,0,0,-0.0253338130981321,0,0,0,0,0,0.0233000680077174,0,0,0,0,-0.00457108090028605,0,0
X600309.SH,0,0,0,0,0,0,0,0.103932281134844,0.169744181762433,0,0,0,0,0,0,0,0,0,0.269268006814517,0,0,0,0,0,0,0,0,0,0,0.0221206247038312,0,0.131592335686661,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0249040855922747,0.0095007527051706,0,0,0,0.0485081717406609,0,0
X600019.SH,0,0,0,0,0,0,0.00883124916385561,0.0485703711918874,0,-0.0141777195742226,0,0,0,0.0705305713079077,0,0,0,0,-0.0705017842820147,0,0,0,0,0,0.0925381301803206,0,0,0,0,0,0,0,0,0,0.11260023328449,0,0,0,0,0,0,0,0,0,0,0,0.0795155355397011,0,0,0.0490201305200256,0.0680057527243903,0.0377250636861976,0.0369076775642456,0,0,0,-2.16840434497101e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0201532338849539,0.160768165792861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371846400758414,0.300609938873244,0,0,0,0,0,0,0,0,0,0,0.191831883543526,0,0,-0.0712774875902987,0,-0.0964976987455643,-0.0465657498232782,0,0.0600150117371852,0,0,4.33680868994202e-19,0,0,0,0,-0.019864875106167,0,0
X600547.SH,0,0,0,0.0333836899620998,0.0718128262245133,0,0,0,0,-0.0150721996494971,0,0,0,0,-0.0186485815727359,0,-0.101619073400979,0,0,0,0,0,0,0,0,0.607396123040688,0,0,0,0.0155912349920794,0,0,0,0,0,0,0,0,0,0,0,0.0165649127593116,0.0314075050523802,0,0,-0.025872665138501,0,0,0.119521423587422,0,0,0.00341993455796967,0,0,0,0,0.00878218982297049,0,0
X000708.SZ,0,0,0,0,0.0641055655386683,0,0,0,0,0,0,0,0,0,0,0,0.000447300943751166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261062598072295,0,0,0.127398104322021,0,0,0,0,0,0.120550975054774,0.331863726352924,0,0,0,0,0,0,0,0,0,0,0,-0.0140821153385541,0,0,0,0,0.00413782120562439,0,0
X600660.SH,0,0,0,0,0,-0.26269939120023,0.0199646919747633,0,0,0,0,0,0,0,0.00273011855004817,0,0,0,0,0,0,0.121918062224594,0,0.0141338099289566,0,0,0,0,0,0.181241682950768,0,0,0.000364118240293178,0.153987483262962,0,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.0727340713714777,0,0,0,0,0,0,0,0,0,0,0,0,0.0111555688550291,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.073855533511889,0,0,0,0,0,0,0.108737231626005,0,0,0,0,0,0,0,0,0,0,0,0,0.088445555309862,0,0.103698252210325,0,0.0824327025824188,0,0,0,0,0,0,0,0,0,0.1492590884561,0,-0.134748122919493,0,0,0.0288352658091982,0,0,0,0.101606721465196,0,0,0,0.0441336340938832,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0691790262526506,0,0.0489499660351906,0,0,0.074117835941042,0,0,0,0,0,0,0,0.0317376960923836,0,0,0,0,0,0,0,0,0,0.0339285227717797,0,0,0,0,0,0,0,0,0.0368963490300689,0,0,-0.100508544588109,0,0,0,0,0,-0.0234545097134054,-0.00214458575926521,0,0,0,0.00389515699929652,0,0
X600362.SH,0,0,0,0,0,0,0.0505176459110563,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.179731624550199,0.117713253797017,0.0649345278995073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.00302353966774443,0.202182874319154,0,0,0.14091529046152,0,0.02617718007267,-0.0933994156429855,0,0,0,-0.0224025893792937,0,0
X601600.SH,0,0,0,0,0,0.042317025215284,0,0,0,0,0,-0.0302504975742086,0.140429636692761,0,0,0,0,0,0,0.140931342041037,0,0,0,0,0,0,0,0,0,0.0290929662298851,0,0,0,0,0,0,0,0,0,0.152926994765695,0,0,0,0,0.0742006545710425,0,0.0974951068108157,0.0604144803107927,0,0.140000779000327,0,0.00120856623613976,0,0,0,0,-0.00648444875365593,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0514618030823893,0,0,0,0,0,0.0645136455530944,0,0.119687100963704,-0.308478299298126,0,0,0,0.127711130856496,0,0,0,0,-0.136568279749522,0,0,0,0.254253661688687,0.0613844066499344,0,0,0,0,0.185004080543345,0,0,0,0.212273535539754,0,0,0,0.031687699300467,0,0,0,0,0,0,0,0,0,0.00114690314583035,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,-0.0758945587395436,0.167027751922632,0,0,0.145562352997749,0,0,0,0,0,0,0,0,0,0,0,0.242354831167155,0,0,-0.00696833804205151,0,0.169604053563132,0,0.0195740671732331,0,0,0,0,-0.041703723802892,0,0,0,0,0,0,-0.0400569661040082,0,0,0,0,0,0.0279913933194065,-0.0226970148633758,0,0,0,-0.0160593033412046,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.234408693470084,-0.212708654507659,0,0,0,0,0,0,0,0.0959486855400397,0,0,0,0,0,0,0,0,0,0.207680755016215,0,0.0276652034295175,0,0,0,0,0,0.184576872191862,0,0,0,0,0,0,0,0,0,0,0,0.219947121494932,0,0.00218330184040059,0.0596070926507779,0,0,0,0.013184431144199,0,0
X601898.SH,0,0,0.050949009856967,0,0.0200179850072986,0,0,0,0,0,-0.011101587843179,0,0.107037522821253,0.0603928336476219,0,0,0,0,0.0203734360917145,0,0.178205505158794,0,0,0,0,0,0,0,0,0,0,0.0752852972729182,-0.035063361478974,0,0,0,0,0,0,0.0909302043636139,0,0,-0.00839986851370782,0,0,0,0,0,0,0,0,0,0.0401447226885967,0,0,0,0.000327834675243664,0,0
X600426.SH,0,0,0,0,0.293669223331179,0.0105531543637194,0,0,0,0,0,-0.0202450046694511,0,0,0.180137632040049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.107326045078483,0,0,0,0,0,0.0679076851598653,0,0,0,0,0,0.0286240856877831,0,0.0297352180809837,0,0,0,0,0,0,0.0165175957291429,0,0,0,-0.00319695687116698,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443035777586578,0,0,0.0603049165516603,0,0,0,0,0,0,0,0,0,0.253677729182246,0,0,0.00695796780129476,0,0,0.00452722434482597,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.140799701027011,0,0,0.295131940372563,0,0,0,0.0154905291090028,0.0549142962101987,0,0,0,0.0247262667618448,0,0
