,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600010.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X000898.SZ,X601158.SH,X600309.SH,X600021.SH,X600547.SH,X600489.SH,X600352.SH,X000629.SZ,X000792.SZ,X600808.SH,X000539.SZ,X000825.SZ,X000060.SZ,X600660.SH,X000027.SZ,X600008.SH,X000831.SZ,X002353.SZ,X600578.SH,X600307.SH,X600219.SH,X600549.SH,X600863.SH,X002470.SZ,X000959.SZ,X601699.SH,X000630.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.653772421003879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00431157379873588,0,0,0,0,0,0.109017548225375,0,0,0,0,0,0,0.0114247800042625,0,0,0,0,0,0,-0.0189973120946171,0,0,0,0.0718362361900416,0,0,0.0476870444839247,0,0,0,0,0,0.00103470776614639,0.00946241406810467,0,0,0,0,0,0
X600028.SH,0.668933633688299,0,0,0,0.051476418059404,0.00598485426092657,0,0,0,0,0,0,0,0,0,0,0,0.0484275697099884,0,0.0758628076300177,0,0,0.0612730315015248,0,0,0,0,0,0,-0.0121636301589552,0,0,0,0,0,0,0.0110041488966917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791918935822777,0.00204773189982627,0,0,0,0,0,0
X601088.SH,0.00437463589527112,0,0,0,0.0509419616152464,0.0323961318194465,0.310249410768961,0.199935374027536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429537005697491,0,0.0798742825076559,4.33680868994202e-19,0.0314845905458844,0,0.0107518005419339,0,0.0742785344439681,0,0,0,0,0,0,0,0.00282234020613517,0,0,0,0,0,0,0,0,0.123805826295339,0,0,0,0.00509529919649052,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0269226965289438,0,0.164201470956301,0.0816234753445734,0.0919481723576472,0,0,0,0,0.33435209322644,0,0,0,0,0.0181563125346643,0.0537108337593296,0,-0.0418006049162017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727847121810027,0,0,0,0,0,0,0,0,0.10230082752628,0,0.00252808028190241,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.206682613702394,0,0,0,0,0,0,0,0,0,0,0.0406220405199036,0.0461880048661711,0.15532874339507,0.314559988679458,0,0,0.116460762116311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637618740426162,0,-0.10840974228123,0,0.0544024339369697,0,0,0,0,0.0019996302822899,0,0,0,0,0,0
X601600.SH,0.186459982148796,0,0,0,0,0,0,0,0,0,-0.113708781544648,0.115514616324017,0.0547780818753884,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.293226358843252,0,0.0289900306610866,0,0,0,0,0,0,0,0,0,0,0.00870776976975298,0,0,0,0,0,0,0,0,0,0.0295227387593848,0,0,0,0,0,0
X600585.SH,0,0,0.243355461603084,0,0,0,0,0,0,0,0,0,0.0439551478006787,0,0,0,0,0.0332716770897597,0.214490822844757,0.0581926775383354,0,0,0,0.125187326943601,0,0,0,-0.0355118544781094,0,0,-0.0120236284254072,0,0,0,0,0,0,0.00854089088316709,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101012250900561,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.065456032536933,0,0,0,0,0,0.00218058705740243,0,0.0721182038162233,0,0,0,0.0443287091656626,0,0,0,0,0,0,0,0.0030861104033646,0,0,0,0,0,0.0566509269020717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109388356724066,0.0117994721692946,0,0,0,0,0,0
X600688.SH,0.254091617276554,0,0,0,0.0207525588171097,0,0,0,0,0,-0.174123256131981,0,0,0,0,0,-0.128186513715249,0,-0.0039898749958257,-0.0275291720262851,0,0,0.456188875104755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205066848981236,0,0,0,0,0,0,0,0,0,0.0223536670682981,-0.0964694686390716,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0536368572443764,0.132208486347269,0,0,0,0,0,0,0,0,0,0.0644191126132248,0,0,0.0636142853849936,0,0,0,6.93889390390723e-18,0,0.139488032014505,0,1.0842021724855e-19,0,0,0.0457584656403682,0,0,0,0,0,0.0617875761826572,0,0.203567775007913,0,0,0,0,0,0,4.33680868994202e-19,0.00066758350638785,0,0,0,0,0,0
