,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X600010.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600489.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X000401.SZ,X002075.SZ,X600426.SH,X000723.SZ,X002353.SZ,X600486.SH,X601158.SH,X000932.SZ,X002466.SZ,X600529.SH,X600126.SH,X600219.SH,X000898.SZ,X600315.SH,X000883.SZ,X000553.SZ,X600612.SH,X600516.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00561026210609771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121947410650756,0,0,0.0401654336260119,0,0,0,0.0433731455566892,0,0,0,0,0,0,0.0927148843827403,0,0,0.0922393737041108,0,0.00478738633921124,0.0063271937583365,0,0,0,0,0,0
X600028.SH,0.0255776508877374,0,0,0,-0.0280796159622623,0,0,0,0.0401859163200579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509425809719149,0,0,0,0,0,0,-0.0308240761012127,0,0,0.0875603234132427,0,0,0,0.0312815740755432,0,0,0,0,0,0,0.0498307634708239,0,0.0175613983913053,0,0,0.00454034763333547,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0436226199545977,0.0393411497590878,0,0,0,0,0,0,0.508440492660874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433363333202915,0,0,0,0,-0.038940675172146,0,0,0,0,0,-0.0150280508405242,0.00990443716885475,0.00473460212429325,0,0,0,0,0,0
X601088.SH,0,0,0.200274653853926,0,0,0,0,0,0,0,-0.0669224436084909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143322080703342,0,0,0,0,-0.184013407872698,0,0,0,0,0,0,0.0319474132012579,0.0524101758965591,-0.0239990434303855,0,0,0,0,0,0.114986942319632,0,0,0,0.00121618040240335,0.0249691702019001,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00260680884290929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446566869443404,0.0963004330563413,0,0,0.0123406219146859,0.0617533225251051,0.137187125941716,0,0,0,0.0793832135156681,0.0261268188232019,0,0,0,0,0,0,0,0,0,0,0.0239735681659397,0.0163779523016569,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034732729008069,0.116129853851407,0,0,0,0,0.616632236612773,0,0,0,0,0,0,0,0,0,-0.00490421933463771,0,0,0,0.0628055368769527,0,0,0,0,0,0,0.0304592394040018,0.29314904490958,0,-0.0257349759278065,-8.67361737988404e-19,0.0185154094442725,0.0182728107986703,0,0,0,0,0,0
X600019.SH,0,0,0,0.112477924979025,0,0,0,0,0,0,0,0,0.106127316765554,0,0,0,0,0,0.026798996097603,0.0832226085780403,0.128816729251972,0,0,0,0,0,0,0,0,0.1469801582764,0,0,-0.0174718496196235,0,0,0,0,0,0,0,0.05482013251398,0,0,0,0,0,0,0,0,0,0,0,0.0026373506777351,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.270896041108248,0,0,0,0,0.158467137399182,0,0,0,0,0,0,0,0,0.0897463663700062,-0.13091171948834,0,0,0,0,0,0.0203516691140511,0,0,0,0,0,0,0,0,0.0363099616377369,0,0,0,0,-0.0247934012084815,0,0,0.165949408292534,-0.21743296271162,-0.000825699937354285,-0.0415309347774291,0,0,0,0,0,0
X600011.SH,0.0557566995586816,0,0,0.121861724499478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439789634661128,0,0,0,0,0,0,0.373308606034094,0,0,0,0.076073218276735,0,0,0.033091821915623,0,0,0,0,0,-0.0910002881802087,0.0430820272433274,-0.0229044198521848,0,0,0.0290353145143258,0,0.141881781740076,0.25235390382663,0,0,0,-0.00562250313290363,0.0135613862898599,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.136794803028645,0,0.548336340237936,0,0,0,0,0,0,-0.0697736098534893,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0154824727111835,0,0,0,0.0512888942234604,0,0,0.155578963761136,0,0,0,0.126153414287186,0.283981372633238,-0.0831189219454013,0,0,0,0,0,0,0,0,0,-0.0090566124888622,-0.0142613593107654,0,0,0,0,0,0
