,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X000983.SZ,X600795.SH,X600362.SH,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600160.SH,X600995.SH,X000629.SZ,X000807.SZ,X000408.SZ,X600219.SH,X600096.SH,X000933.SZ,X600489.SH,X000723.SZ,X600378.SH,X000831.SZ,X002080.SZ,X600348.SH,X000932.SZ,X600801.SH,X600141.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0221919518437934,0,-0.0394416254634557,0,0,0.159615634832392,0,0.0421453846133156,0,0,0,0,0.0156843980143383,0,0,0.0460014192548743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143092002125256,0,0,0,0,0,0,0.0930357845614553,0,0.00465274577117999,0.00496331354493925,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0719662862915866,0,0,0,-0.0162081289152216,0,0,0.104765824224064,0,0,0,0,0.0705760482850434,0,0.0499617445216603,0,0,0.055659674366723,0.0110354870957895,0,0,0,0,0,0,0,0.00833836466694972,0,0,0,0.0011109325412722,0,0,0,0,0,0,0,0,0,0,0,0.0642527675780906,0,0,0,0,0,0.0115543401494663,-0.0183685495879759,0,0,0,0,0
X601088.SH,0,0,0,0,0.0659096246675299,0,0,0,0,0,0,0.0977266254220829,0,-0.0235861182137529,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.130486731224501,0,0.0548257538425872,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493347285024233,-0.00612129632945279,0,0.0291626295625157,0,0,0,0,0,-0.0178336949985252,0.0320945747505451,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0933747119974241,0,0,0,0,0,-0.0733802888724308,0,0,0.206215371183147,0,0.116105125046952,0,0.14490604903277,1.73472347597681e-18,0.049484924436259,0,0,0.248317687972455,0,0,0,0,0,0,0,-0.0781752866614013,0.0348125602685082,0,-0.044924725019353,0,0,0,0,0,0,0,0,0,0,0,0,0.502222195156991,0,0,0,0,0.0275737050581761,-0.0310019620935836,0,0,0,0,0,0
X600188.SH,0,0,0,-0.212994251783066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131146467195117,0,0,0.10307734101426,0,0,0.190115556256024,0,0.140042450210985,0,0.258592232836929,0,0,0.107669762534052,0,0,0,0,0,0,0,0,0,-0.0820522515105445,0,0,0,0,0,0,0,0.535157442520816,0,0,-0.0182866979374049,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0318571426541597,0,0,0,0,0,0,0,0,0.075524684092539,0,-0.0217082541160352,0,0,0,0.31460369063337,0,0,0.0232350419061103,0.0216540953916977,0,0.0122793673889028,0,0,0,-0.034957077869044,0,0.145573917150621,0,0,0,0.0163355142107283,0,0,-0.0792439052089728,0.106290775626308,0,0,0,0,0,0,0,0.187648282242877,0,0,0,-0.000670467345819497,0.00320429182304163,0,0,0,0,0,0
X600019.SH,0,0.0364853212582438,0,0,0,0.01427837560699,0,0,0,0,0,0.112070452740919,0,0.010074847624803,0,0,0.141396648152794,0,0.203281190349567,0,0,0,0,0,0,0,0,0.207352269127574,0,0,0,0.0145531527137752,0,-0.0366783772281198,0,0,0,0,0,0,0,0,0,0,0,0,0.166710236397921,0,0,0,0,0.0138130065639762,-0.0168789067766553,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0129331205964049,0,0,0,0.609359046040299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342500713110113,0,0,-1.73472347597681e-18,0,0,-0.0344581282949539,0,-0.0443565627828548,-0.026237564372516,0,0,0,0.186421713317136,0,0,0,0.0163381804065617,0,0,0,0.0416429862631672,0,0,0,0,0,0,0.0102875719165693,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0543128502520498,0,0,0.556224541871673,0,0.0343119786566389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549332877476168,0,0,0,0,0,-0.024999626637971,0,0,0.0207645825635396,0,0,0.204686685255088,0,0,0,0,0,0,0.0869844600326025,0,0,0,0,-0.138980299894649,0,0,-0.00692192269470153,0.00929831393209781,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.341072329449241,0.16052565705635,0,0,0,0,0,0,0.0267959981024988,0,0,0,0.0463907670478832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872499555438608,0,0.0152925747853501,-0.00555717529844728,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127881537281399,0,0,0,0,0.0318259856999385,0,0,0,0.108746350825355,0.579085878010267,0,0,0,0,-0.178826557676403,0,0,0,-0.0022571479238468,-0.00265571380927942,0,0,0.0721185250390352,0,0,0,0,0,0,0,0,-0.0311239050246245,0.0505100409720147,0,0,0,0,0,0
