,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600027.SH,X600111.SH,X000301.SZ,X000877.SZ,X600160.SH,X600803.SH,X601699.SH,X600489.SH,X000983.SZ,X600426.SH,X601991.SH,X000786.SZ,X000630.SZ,X000408.SZ,X000807.SZ,X601168.SH,X600985.SH,X000933.SZ,X600176.SH,X600612.SH,X002271.SZ,X600219.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000883.SZ,X000027.SZ,X600378.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256562166035795,0.161086577946916,0.0128372874994697,8.67361737988404e-19,0,0,0.00725736299521679,0.0454998366196375,0,0,0,0,0,0,0,0,0,0,0,0,-0.060142613237557,0,0,0,0,0,0,0.111848446004307,0,0,0,0,0.122041032621013,0,0,0.00577107178344007,0,0,0,-0.025441446629245,0,0,0,0,0,0,0,0,0,0,0,0,0.0818741566105732,0,0,0,0,0
X601088.SH,0.00482560581023328,0,0,0,0.190456625384141,0.073350141852478,0,0.168943260603541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788450502164783,0,0,0,0,0,0,0,0.0953604934508568,0,-0.0637793614369756,0,0,0,0,0,0,0,0,0,0,0.0507006093397603,0,0,-0.0181715644230199,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.169421851484009,0,0,0,0,0,0,0,0,0,-0.120771636513638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249189167742378,0.0124357108792197,0,0,0,-0.0972088905144985,0,0,0,0,0,0,0,0.0205478052100607,0,0,0,0,-0.00297039025493403,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434330393752194,0,0,0.0652398762347959,0,0,0,0,0.249582161292079,0,0,0,0,0.130270400819314,0,0,0,0,0,0,0,0,0.0781756421169039,-0.050315562695051,0,0,0,0,0,0,0,0,0.0824892848189643,0.0209604630406858,0,-0.0200291492776129,-0.056386115502775,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.15813590150402,0,0,0,0,0.000611440365824683,0,0,0.0232695317244186,0,0,0,0,0,0,0,0.00885567624909939,0,0,0,0,0.34352689644976,0,0.0574676837171237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669221597824729,0.129128241578906,0,0.104279672984562,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.72176150880174,0,0.183058586545794,0,0,0,0,0,0,0,0,-0.0129224464520399,0.0407331922470404,0,0,0,0,0,0,0,0,0,0,-0.158607801759691,0,0,0,0,0,0.230031925305964,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.117879429281738,0,0,-0.0115526313087431,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0568226622443134,0,0,0,0,0,0,0,0,0.0469581153588303,0,0,0,0,0,-0.0406355068443322,0,0,0,0,0,0,0.006634410362505,0.0630386383876952,0,0,0,0,0,0,0,0.0846982283854476,0.0435721450641128,0,0,-0.00981284760256918,0,0,0.141988427795465,0,0,0,0,0,0,-0.0729756974042093,0,-0.00395037933007085,-0.0106462550594733,0,0,0,0,0,0
X600011.SH,0.00161195890657453,0,0,0,0,0.198492963977407,0,0,0,0,0,0,0,0.0590451313299842,0,0,0,0,0,0,0.253912030659176,0,0,-0.0268580959165814,0,0,0,0,0,0,0.206684556543432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384832742229623,0,0,0,-0.0184193957328735,0,0,0,0,0,0
X601600.SH,0.273715208127848,0,0,0,0.00547364139500251,0.00578757452927281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297901134166544,0,0,0,0,0.1090580346466,0,0.179869543953216,0,0.279143230328601,0,0,0,0.0505100713929579,0,0,0,0,0,0.00109960325359494,0,0.00933020090507394,0,0,0,0,-0.00389649660301391,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0350211036312031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713894715490515,0,0,0.120217933995986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597631125945653,0,0,0.254099249361026,0,0,0,0.00729827507791334,0,0,0,0,0,0,0,0,-0.0705706760656216,0.0586927035467613,-0.0272566442337707,0,0,0,0,0
