,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600688.SH,X600660.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X002460.SZ,X600516.SH,X000786.SZ,X600176.SH,X002466.SZ,X000709.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000553.SZ,X000883.SZ,X600808.SH,X600583.SH,X000630.SZ,X600985.SH,X600339.SH,X000825.SZ,X000990.SZ,X000027.SZ,X600426.SH,X601699.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0299083209375416,0,0,0,0,0,0.00530640767682587,0,0,0,0,0,0,0,0,0,0,0,0,0.0709127631267671,0,0,0,0.0633646630141911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107394431582263,0.02946368886631,0,0,0.0390121742932148,0,0.000918844564229757,0,0,-0.00207033832539596,-0.0115729863194569,0,0,0,0.00522892218026481,0,0
X600028.SH,0,0,0.0615773288376257,0,0,0,0,0.0249167035333941,0.00930400758382888,0,0,0.0798424681605175,0,0.218804575932224,0,-0.00747455057033317,0,0,0,0,0.0461599799873627,0.0558054145210968,0,0,0,0,0,0.0169417956021153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212686216510922,0,0.0341900651665416,0,0.00324486983823048,0,0.0181734533832765,0,0,0,0,-0.0222816292419284,0,0,0,-0.0104120966205243,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.100235139455295,0,0,0,-0.0231182251223081,0,0,0,0.0453090731406813,0,0,0,0,0.145842084760153,0,0,0,0,0.0259641398459284,0.0189395747869768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319617773825199,-0.0876895981737023,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.194471803198735,0,0,0,0,0,0,-0.0318236201734886,0,0,0,0,0,0,0,0,0.450440298747026,0,0,0,0,0,0,0,0,0,0,-0.0732010338577034,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143918154056032,0,0,0,0.0469817230100632,0,-0.00753646324066636,0.00755065970679729,0,0,0,-0.0115439762527015,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257207755950405,0.0939580074528919,0,0.10870089531342,0,0,0.206337991758261,0,0,0,0,0,0,0,0,0,0,0.0892783590570791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286401625003801,0,0,0,0.00561591065062867,0,0
X600309.SH,0,0,0,0.219941881659872,0,0,0.0608008817897647,0,0,0,0,0,0.120276277880037,0,0.164878266469588,0,0,0,0,0,0,0,0,0,0,0,0.0996572808322283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127979260725749,0,0.0693902628768688,0,0,0,0.0093025613714223,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0795729790371085,0,0,0,0,0.146854111744762,0,0,0,0,0,0,0,0,0,0,0,0.426038658427972,-0.0468225914369743,0,0,0,0,0,0,0,0,0,0,0,-0.0333724223337658,0,0,0,0.0544444125173635,0.0909745202397034,0,0,-0.0454858567459044,0,0,0,0,0,0.0291955065481269,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0973224625263284,0,0,0,0,0,0.30947966087412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501021502133678,0.0829381704458445,0,0.317643401921202,0,0,0,0,0,0.0279352763834485,0,0,0,0,0.080532463537619,0,0,0,0,0.0175651982111912,0,0,0,0,-0.0034234707432819,0,0
X601600.SH,0,0,0,0,0,0,0,0.498033080581999,0,0,0,0,0,0,0,0.00286286695038493,0,0,0.219358024899888,0,0,0.00231420371999119,0,0,0,0.025949049852542,0,0,0,0,0,0,0,0,0,0,0,0.0775067567031694,0,0,0,0,0.0198726005537375,0.00164736062747567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.00672576115675237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399354191371228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857388586143608,0.0710331758798308,0,0,0,0,0,-0.026077149915679,0,0,0,-0.005987460573102,0,0,-0.0750494292565199,0.0101736934276012,-0.021875197684111,0,0,0,0.00281846928762421,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247876434348074,0,0,0.202249340320446,0,0,0.0100056390508273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118952065674817,0,0,0,0,0,0,0.0318525003024338,0,0,0,0,0,0,0.115358853109878,0,-0.00445331015349277,-0.0283815731319149,0,0,0,0,0,0
