,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600516.SH,X300072.SZ,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X600808.SH,X000709.SZ,X000932.SZ,X600426.SH,X600801.SH,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X600315.SH,X601699.SH,X601003.SH,X002271.SZ,X000830.SZ,X000792.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365855750666346,0,0,0,-0.0232706337775235,0,0,0,0,0,0.039261309090682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265934496145723,0,0,0,0,0.0309176459641232,0,0.0640043867497698,0,0,0,0,0,0,0,0,0,0,0.196368723677772,0.0102121800938162,0,0,0.00798949789793029,0.00772714956220525,0,0,0,0,0,0
X600028.SH,0.353705271746529,0,0.0550338882502482,0,0,0,0,0,0,0,0,0.10574486527444,0,0,0,0,0,0,0,0,0,-0.0911220341490648,-0.0500322352621257,-0.00115128335386992,0,0,-0.258583491276689,0,-0.071240394661859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101302053925157,0,0,0,0,0.0124330128800388,-0.0123278656201317,0,0,0,0.0615354216993834,0,0
X601088.SH,0,0.0338169147418408,0,0.281771812875364,0,0.00887299246321541,0,0,0,0,0,0.576025574637656,0,0,0,0,0,0.00514535565814972,0,0,0,0,0,0,0,0,0,0,-0.0534201232972699,-0.0891610275690662,-0.196575155620095,0,0,0,0,0,0,0,0,0,0,0,0.0469927006594564,-0.0255492735640862,0.0176454770017545,0,0,0,0,0,-0.000115624765940772,0,0,0,0,0,0
X600585.SH,0,0,0.265354105995933,0,0,0,0,0,0,0,0,-0.0712850066930491,0.152655117839456,0,0.0737156323741077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10809045860592,0,0,0,0,0,0,0.379379111859634,0,0,0,0,0,0,0,0,0.10215127864993,0,0,0,-0.0167057123783893,0,0,0,0,0.0467134068169095,0,0
X600019.SH,0,0,0,0,0,0.161609381627985,0,0.0493823669609789,0,0,0,0.248979733268315,0,0,0,0,0,0,0,-0.231627752454246,0,0,0,0,0,0,0.0687122229323926,0,0,0,0.113198379287355,0,-6.93889390390723e-18,0,0.113687856796646,0,0.1162373194414,0,0,0,0,0,0.105147312053244,0,0,0,0,0,0,0.0081884655051741,0.0158316038332655,0,0,0,0.0691759367868785,0,0
X600309.SH,0,0,0.0618912599944087,0,0,0,0,0,0,0,0,0,0,0,-0.149599007318567,0,0,0.0564826142014025,0,0,0,0,0,0,0,0,0,0,0,0.26146330447136,0,0.154122343183365,0,-0.281564141053343,0,0,0.0347032006454149,0,0,0,0,0,0,-0.0467451409896583,0,0.153734669078745,0,0,0.168512553333926,0.0362212169808826,0.103970745279437,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0403699785699949,0,0,0,0,0,0,0,0,0,0,0.138530712949625,0,0,0.105886168185395,0,0,0.369985086555823,0.0801201397988807,0,0,0,0,0,-0.0694890703932576,-0.094481045376281,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541774632545638,0.0376162558062358,0,0,0,-0.00587130030887686,0.0183062365648585,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0636242434589772,0,0,0,0,0,0,0,0,0,0,0.176063021674542,0,0,0,0,0,0,0,0,0,0,0.126809218643801,0,0,0,0,0.150637900979731,0,0,0,0,0,0,0,0.306140868793347,0,0,0,0.0153819336121122,-0.061728644654327,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.180738670045554,0,0,0,0,0,0.147607388250733,0,0,0,0,0,0.0788569925577484,0.061624560183518,0,0,0,0,0,0,0,0.0010481699196745,0,0,0,0,0,0,0,0,0.0902812419836654,0,0,0,0,0,0.00183364444061942,-0.0152262249422342,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242399000974723,0,0,0,0,0,0.0531693194928468,-0.00219832199554736,0,0,0.184338473459599,0.0468708574234649,0,0.0489996660430463,0,0,0,0,0,0,0,-0.219137684564287,0,0,0,-0.0886523285532223,0,0,0.00520719405799513,0,0,0,0,0.0106441087395405,0.0127063665253449,0.0959284243703476,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0334200977101718,0,0,0,0,0,0,0,0,0.0727084020479528,0,0,0,0.0617374069219907,0,0.21848573941902,0.134860680457306,0,0,0.0180243763162023,0.0864156718740825,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0120355064864866,0,0.0209888817679382,0,0,0.0537871349954965,0,0,0.00655024367347035,-0.0165576345538224,0,0,0,0,0,0
