,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X000723.SZ,X600176.SH,X002466.SZ,X600516.SH,X002353.SZ,X600583.SH,X000898.SZ,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0131698160593714,0,0.00727976551229949,0.12994543632471,0,0,0,0,0,0,0,0,0,0.188329630255775,0,0,0,0,0,0,0.0672370750002236,0,0,-0.00931452874404505,0.090241805503337,0.0414622711431954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371946155641919,0,0,0,-0.00989961649896354,0.0162330020388633,0,0,0,-0.00249565363639718,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0300931939857419,0.0491585586716502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146205489291257,0,0,-0.0720097295544708,0.00789616259329758,0,0,0,0.124736195011358,0,0,0,0,0,-0.016442240931945,0,0,0,0,0,-0.02818705150801,0.0050293993614911,0,0,0.0107415931995463,0.00862173477800774,0,0,0,0.0128852800092106,0,0
X601088.SH,0,0,0,0.031881061974508,0,0.469035963189901,0,0.0262335927505908,0,0.0509953103411571,0.0457283338252786,0,0,0,0,0.0739113491247455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329913029653756,0,-0.0925513775635466,0,0,0,0.00632404293297118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269496594019694,-0.0142077979165726,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.154552754110167,0,-0.0248620803108814,0,0,-0.0487514080723116,0.0196967487800063,0,0,0,0,0.398291170398533,0,0,0,0,0,0.0888995290831946,0,0,0,1.73472347597681e-18,0,-0.0373726968073288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158385759130971,-0.0229387593265128,0,0,0,0,0,0
X600309.SH,0,0,0,0.0465690031890713,0,0,0,0,-0.104187031293885,0,0,-0.0521565973559069,0,0,0,0.135956845221668,0,0,0,0.00185070233829063,0,0,0,0,0,0.206629761069293,0,0,0.00748413007836206,0,0.0910168978925579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968339147284904,0,0,0,-0.0331692658962165,0.00935726673114113,0,0,0,0,0,0
X600019.SH,0,0,0.238851992824434,0,0,0,0,0,0.0127017283160964,0,0,0.0760128797258955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196038854953126,0,-0.0135401761512631,0.148621468222386,0,0,0,0,0,0.116406300440914,0,0,0,0,0,0,0,0,0,0,0,0,0.000268828154018272,0.005467195684831,0.0916993396792972,0,0,0.0456138118170591,0,0
X600547.SH,0,0,-0.132412712468937,0,0,0,0,0.0115546624963388,0,0,0,0,0,0,0,-0.0293257130948497,0,0,0,0,0,0,0,0,0,0,0,-0.10935366007824,0,-0.0773852255541717,0,0,0,0,0,0.223097924022405,1.48775123268622,0,0,0,0,0,0,0,0,0,0,0.113790017677432,0,0,0,-0.0295884247222559,0.0102456508724997,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0880796437979852,0,-0.143983013606207,0,0,0,0,0,0,0.0641423796106755,0,0,0,0,0,0.0158554435543449,-0.060809867422051,0,0.192865112961513,0.155786270948833,0,0,0.0285946783704999,0,0,0,0.0358276855307872,0,0,0,0,0,0,0,0,0,0,0,0.0641560911551982,0,0,0.123831147562774,0,0,-0.142891571490599,-0.0390601037269996,0.0112680658258161,0,0,0,0,0,0
X000708.SZ,0,0,0.706277207061784,0,0,0,0,0,0,0,0,0.567930700093731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200922229504207,0,0.0561544692141828,0,0,0.376096462657094,0,0.0559080664711098,0,0,0,0,0,0,0,0,0,0,-0.047379525064839,0,0,0,-0.0330277990366558,0,-0.00971683103765937,0,0,-0.0504598433671894,0,0
X601898.SH,0.255498106317679,0,0,0,0,0,0,0,-0.0420178670952466,0,0,0,0,0,0,0,0.484426989216397,0,0,0,0,0,-0.133775403845885,0,0,0,0,0,0,0.157045831209493,0,0,-0.0318666539439995,0,0,-0.256137772149171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563847295740537,0.0740852831100271,0,0,0,0.0226894876587163,0,0
